가구구분코드,가구원수,취업인원수,노인가구여부,모자가구여부,맞벌이가구여부,일반가구여부,세대구분코드,배우자코드,가구주_성별코드,가구주_연령,가구주_학력코드,가구주_수학구분코드,가구주_취업여부,가구주_10차산업분류코드,가구주_7차직업분류코드,거처구분코드,자동차보유대수,입주형태코드,월세평가금액,전세보증금,월세사글세,주거용전용면적,주택소유유무,가중값,전국전체가구_1인이상소득5분위코드,전국전체가구_1인이상소득10분위코드,소득구간코드,가계지출금액,가계지출_소비지출금액,가계지출_소비지출_식료품비주류음료구입비,가계지출_소비지출_주류담배구입비,가계지출_소비지출_의류신발구입비,가계지출_소비지출_주거수도광열비,가계지출_소비지출_가정용품가사서비스이용금액,가계지출_소비지출_보건제품구입비,가계지출_소비지출_교통비,가계지출_소비지출_통신비,가계지출_소비지출_오락문화비,가계지출_소비지출_교육비,가계지출_소비지출_음식숙박비,가계지출_소비지출_기타상품서비스이용금액,가계지출_비소비지출금액,도시읍면부구분코드
근로자외 가구,2,1,아님,아님,아님,해당,2세대,없음,남자,41,고등학교,졸업,취업,"협회 및 단체, 수리  및 기타 개인 서비스업",판매 종사자,아 파 트,1,자기집,635,0,156363,36,있음,2090,2분위,3분위,200~300만원 미만,1277572,1103818,247821,85929,87908,132600,31717,12093,125457,75744,28317,13450,246542,126615,108393,도시
근로자가구,3,2,아님,아님,아님,해당,2세대,있음(동거),여자,34,고등학교,졸업,취업,도매 및 소매업,판매 종사자,단독주택(다가구주택 포함),1,자기집,346,0,107003,106,있음,1258,1분위,2분위,100~200만원 미만,2534416,2205749,403875,55259,121483,308915,55364,88230,109244,376944,155602,0,671117,110919,437741,비도시
근로자가구,1,1,아님,아님,해당,해당,1세대,없음,여자,50,고등학교,졸업,취업,도매 및 소매업,단순노무 종사자,단독주택(다가구주택 포함),0,보증부 월세,200,12958,0,26,없음,1337,2분위,4분위,300~400만원 미만,1391127,892612,122594,18960,4,205954,35228,33143,19965,31662,21053,0,286404,165629,557614,도시
근로자외 가구,2,0,아님,아님,아님,해당,2세대,없음,남자,77,고등학교,졸업,비취업,"기타,무직","기타,무직",아 파 트,0,자기집,634,0,21900,97,있음,1046,1분위,4분위,200~300만원 미만,1799906,1256677,280008,16166,43747,404044,8271,289530,37642,61397,132857,0,169818,66059,376666,도시
근로자가구,4,1,아님,아님,아님,해당,2세대,있음(동거),남자,31,고등학교,졸업,취업,제조업,"장치,기계조작 및 조립 종사자",아 파 트,1,무상주택,245,0,0,76,없음,6226,2분위,6분위,400~500만원 미만,6071427,4586727,832416,184103,28503,240608,66150,118481,461108,428278,71445,34214,745969,144075,1072913,도시
근로자가구,3,1,아님,아님,아님,해당,2세대,있음(동거),남자,65,고등학교,졸업,취업,사업시설관리 및 사업지원 및 임대 서비스업,단순노무 종사자,아 파 트,0,자기집,539,0,244819,98,있음,1325,2분위,4분위,200~300만원 미만,2346703,1887964,475905,7602,41079,245324,41084,227183,51660,50984,67912,14960,332007,173201,412383,도시
근로자외 가구,2,2,아님,아님,아님,아님,1세대,있음(동거),남자,53,중학교,졸업,취업,건설업,"장치,기계조작 및 조립 종사자",단독주택(다가구주택 포함),2,자기집,300,0,181935,71,있음,680,4분위,8분위,700만원 이상,3115570,2723702,545536,214436,9188,427875,219546,81728,330760,91582,258469,0,307781,312668,271856,비도시
근로자외 가구,3,1,아님,아님,아님,해당,2세대,없음,남자,66,고등학교,졸업,취업,건설업,단순노무 종사자,단독주택(다가구주택 포함),0,자기집,584,0,333115,84,있음,1391,1분위,2분위,100~200만원 미만,1591268,1469873,425669,17978,144491,165593,1005,42905,224298,265929,16170,258025,315554,54285,166550,도시
근로자외 가구,2,2,아님,아님,해당,아님,1세대,있음(동거),남자,72,초등학교,졸업,취업,"농업, 임업 및 어업",농림어업숙련 종사자,단독주택(다가구주택 포함),1,무상주택,99,0,0,64,없음,937,4분위,7분위,400~500만원 미만,3833673,3156575,990832,64502,34458,334744,176936,144373,161243,136267,249726,0,609617,291427,721032,비도시
근로자가구,2,2,아님,아님,해당,아님,1세대,있음(동거),남자,59,고등학교,졸업,취업,건설업,"장치,기계조작 및 조립 종사자",단독주택(다가구주택 포함),1,보증부 월세,480,368,0,62,없음,319,4분위,7분위,500~600만원 미만,2015224,1732422,176108,1849,150387,351366,3165,32987,144682,116993,11064,0,254171,79067,713502,도시
근로자외 가구,2,2,아님,아님,해당,아님,1세대,있음(동거),남자,50,고등학교,졸업,취업,부동산업,판매 종사자,다세대주택,1,자기집,386,0,69472,58,있음,1323,4분위,8분위,600~700만원 미만,5246429,4382700,575866,24061,334310,127867,167274,677977,388386,105840,375742,350441,725289,607180,786751,도시
근로자가구,2,1,아님,아님,아님,해당,2세대,없음,남자,54,대학교(4년제 이상),졸업,취업,제조업,사무 종사자,아 파 트,0,자기집,546,0,255710,82,있음,774,4분위,7분위,300~400만원 미만,1867242,1333843,346543,3010,116190,116256,27239,108964,107815,24764,25988,0,140156,240465,410073,도시
근로자가구,2,1,해당,아님,아님,아님,1세대,있음(동거),남자,71,고등학교,졸업,비취업,운수 및 창고업,"장치,기계조작 및 조립 종사자",아 파 트,1,보증부 월세,300,30349,0,31,없음,1885,2분위,4분위,300~400만원 미만,1765415,1682764,272400,15984,36910,284106,5437,392075,84174,13261,13947,0,74096,130167,237561,도시
근로자외 가구,3,1,해당,아님,아님,해당,2세대,있음(동거),남자,56,고등학교,졸업,취업,운수 및 창고업,기능원 및 관련기능 종사자,아 파 트,1,자기집,611,0,192378,29,있음,1553,5분위,9분위,700만원 이상,4718768,4088397,777430,13669,102687,211058,58840,87490,160426,125690,382426,0,1071355,531873,640016,도시
근로자가구,1,1,아님,아님,아님,해당,1세대,없음,남자,59,고등학교,졸업,취업,제조업,기능원 및 관련기능 종사자,단독주택(다가구주택 포함),1,자기집,479,0,269602,147,있음,210,3분위,5분위,300~400만원 미만,2121868,1020495,172009,1170,0,96391,59066,11801,181983,39974,111691,0,174662,151998,793598,도시
근로자외 가구,1,0,해당,아님,아님,아님,1세대,없음,남자,76,고등학교,졸업,비취업,"기타,무직","기타,무직",단독주택(다가구주택 포함),1,자기집,1383,0,524529,100,있음,260,5분위,2분위,700만원 이상,3468882,2802668,575268,2256,15209,359137,275351,324353,74272,251,392438,0,168949,371665,1258288,도시
근로자가구,1,1,아님,아님,아님,해당,1세대,없음,여자,66,고등학교,졸업,취업,"협회 및 단체, 수리  및 기타 개인 서비스업",서비스 종사자,아 파 트,1,보증부 월세,447,48693,0,43,없음,3027,2분위,7분위,200~300만원 미만,2152941,1638117,169020,-587,12746,378651,339209,42593,250810,59389,141124,0,445345,213882,667775,도시
근로자가구,3,1,아님,아님,아님,해당,2세대,있음(동거),남자,46,대학교(4년제 이상),졸업,취업,제조업,사무 종사자,아 파 트,1,자기집,1342,0,284439,86,있음,887,4분위,7분위,500~600만원 미만,2508958,1560971,298017,-724,179680,182112,61174,23588,152982,66654,74618,45813,613800,151382,1086018,도시
근로자외 가구,2,1,아님,아님,아님,해당,1세대,있음(동거),남자,62,대학교(4년제 이상),졸업,취업,부동산업,전문가 및 관련 종사자,아 파 트,1,자기집,1139,0,334717,110,있음,818,3분위,6분위,400~500만원 미만,3355209,1940958,768629,1286,24689,345074,10312,143404,182667,40945,17156,0,244346,152529,1273190,도시
근로자가구,3,2,해당,아님,해당,아님,2세대,있음(동거),남자,56,고등학교,졸업,취업,"협회 및 단체, 수리  및 기타 개인 서비스업",기능원 및 관련기능 종사자,단독주택(다가구주택 포함),1,자기집,300,0,321402,91,있음,2486,5분위,9분위,700만원 이상,2919226,2101276,736816,-131,118272,10594,105392,41896,265249,67209,24566,32675,495399,103470,893959,도시
근로자외 가구,1,0,아님,아님,아님,해당,1세대,없음,남자,23,대학교(4년제 이상),졸업,비취업,"기타,무직","기타,무직",단독주택(다가구주택 포함),0,보증부 월세,490,4957,0,19,없음,337,1분위,1분위,100만원 미만,1926563,1779169,43810,15080,166762,639858,0,24768,82945,43,58701,93349,502024,22066,111768,도시
근로자외 가구,1,1,아님,아님,아님,해당,1세대,없음,남자,41,고등학교,졸업,취업,교육 서비스업,전문가 및 관련 종사자,단독주택(다가구주택 포함),1,무상주택,993,0,0,67,없음,809,1분위,1분위,100~200만원 미만,926407,939448,75143,-105,22151,760268,13159,9917,72203,85145,12906,0,44056,52064,24803,도시
근로자외 가구,3,2,아님,아님,해당,아님,2세대,있음(동거),남자,29,고등학교,졸업,취업,"농업, 임업 및 어업",농림어업숙련 종사자,단독주택(다가구주택 포함),1,자기집,249,0,96818,80,있음,1036,2분위,3분위,200~300만원 미만,1238522,1190854,242147,4497,102779,68191,7041,126083,102046,193735,62371,0,21730,162444,19042,비도시
근로자가구,1,1,아님,아님,아님,해당,1세대,없음,남자,25,대학교(4년제 이상),졸업,취업,교육 서비스업,전문가 및 관련 종사자,오피스텔,1,전세,395,55599,0,17,없음,1054,2분위,3분위,200~300만원 미만,1818003,1353969,14345,134453,56555,87727,180,181,64365,45989,44749,0,627414,25648,292540,도시
근로자외 가구,1,1,아님,아님,아님,해당,1세대,없음,남자,58,중학교,졸업,취업,"농업, 임업 및 어업",농림어업숙련 종사자,단독주택(다가구주택 포함),1,자기집,280,0,89386,83,있음,1036,2분위,1분위,200~300만원 미만,679261,669282,143699,1507,34193,42529,289,74180,21875,23876,23984,0,13024,15405,58660,비도시
근로자외 가구,2,1,아님,아님,아님,해당,2세대,있음(동거),남자,56,고등학교,졸업,취업,운수 및 창고업,"장치,기계조작 및 조립 종사자",아 파 트,1,자기집,672,0,282939,66,있음,1288,5분위,9분위,700만원 이상,4670683,3409559,290187,1760,22153,297704,108461,338224,404766,172843,373350,197014,554727,484307,1961323,도시
근로자가구,2,1,아님,아님,아님,해당,1세대,있음(동거),남자,51,고등학교,졸업,취업,제조업,사무 종사자,아 파 트,2,자기집,612,0,159439,98,있음,1309,4분위,7분위,500~600만원 미만,2933231,1832473,369918,119123,61372,210168,11832,21154,350027,77055,29254,0,611310,113588,918959,도시
근로자외 가구,1,1,해당,아님,아님,아님,1세대,없음,남자,62,고등학교,졸업,취업,"농업, 임업 및 어업",단순노무 종사자,단독주택(다가구주택 포함),1,자기집,476,0,227504,82,있음,3087,4분위,7분위,500~600만원 미만,1465524,895899,101113,2715,10903,115376,30315,71115,31313,76552,43454,0,479234,89978,411804,도시
근로자가구,2,1,아님,아님,아님,해당,2세대,없음,여자,62,고등학교,졸업,취업,보건업 및 사회복지사업,전문가 및 관련 종사자,단독주택(다가구주택 포함),1,보증부 월세,289,39871,0,29,없음,1322,1분위,2분위,100~200만원 미만,1583833,1233868,210537,1498,66185,173239,73071,201430,71011,143371,52504,0,28107,136545,476296,도시
근로자가구,1,1,아님,아님,아님,해당,1세대,없음,여자,32,대학교(4년제 이상),졸업,취업,보건업 및 사회복지사업,전문가 및 관련 종사자,다세대주택,1,전세,446,79941,0,30,없음,3634,2분위,4분위,200~300만원 미만,3504655,2198343,254034,596,73972,182714,80940,76500,125196,158194,198021,0,457172,130986,1332058,도시
근로자가구,1,1,아님,아님,아님,해당,1세대,없음,남자,44,초등학교,졸업,취업,건설업,전문가 및 관련 종사자,단독주택(다가구주택 포함),0,보증부 월세,562,5010,0,50,없음,203,1분위,2분위,100~200만원 미만,1224556,1088801,178642,85817,0,322753,3760,836,81399,9564,98481,0,175077,18103,369959,도시
근로자가구,3,1,아님,아님,아님,해당,2세대,있음(동거),남자,56,고등학교,졸업,취업,제조업,"장치,기계조작 및 조립 종사자",아 파 트,1,자기집,469,0,50166,60,있음,1406,4분위,7분위,500~600만원 미만,2254979,1633100,424467,1714,42274,185107,104092,31100,189574,60577,17786,138830,297539,220476,648924,도시
근로자외 가구,3,1,아님,아님,아님,아님,2세대,있음(동거),여자,59,고등학교,졸업,취업,도매 및 소매업,판매 종사자,아 파 트,0,자기집,799,0,157644,64,있음,781,3분위,5분위,300~400만원 미만,4301935,3084017,600755,71043,39971,328194,388972,123861,127079,544056,249296,34473,290905,217885,880116,도시
근로자외 가구,3,2,아님,아님,해당,아님,2세대,있음(동거),남자,65,고등학교,졸업,취업,"농업, 임업 및 어업",농림어업숙련 종사자,단독주택(다가구주택 포함),2,자기집,201,0,167,129,있음,1505,4분위,7분위,700만원 이상,3862781,2966228,351408,2402,14346,138453,14125,883693,620308,363020,97314,0,456920,1055236,895984,도시
근로자가구,3,1,아님,아님,아님,해당,2세대,있음(동거),남자,31,대학교(3년제 이하),졸업,취업,건설업,전문가 및 관련 종사자,아 파 트,2,자기집,561,0,176453,58,있음,1738,3분위,5분위,300~400만원 미만,3230426,2881641,631492,131857,89851,225059,34785,123743,206020,88489,264492,561644,270843,163968,328009,도시
근로자외 가구,2,1,아님,아님,아님,해당,2세대,없음,여자,64,고등학교,졸업,비취업,"기타,무직","기타,무직",아 파 트,0,자기집,1457,0,596843,118,있음,1682,1분위,2분위,100~200만원 미만,1678482,1238259,373883,64890,40519,375576,17072,1355,27682,159653,17052,0,35946,33998,456892,도시
근로자외 가구,3,1,아님,아님,아님,해당,2세대,있음(동거),남자,53,대학교(4년제 이상),졸업,취업,도매 및 소매업,관리자,아 파 트,1,자기집,2412,0,811024,437,있음,1164,1분위,10분위,700만원 이상,14752942,9692425,1030902,1419,191687,645486,179550,1998743,464853,141415,263004,271038,864539,517204,5075668,도시
근로자가구,2,1,해당,아님,아님,해당,1세대,있음(동거),남자,73,초등학교,졸업,취업,제조업,단순노무 종사자,단독주택(다가구주택 포함),0,무상주택,688,0,0,66,있음,1754,3분위,4분위,300~400만원 미만,3003732,2290700,546747,4664,39732,533045,105465,122161,44099,74254,138319,0,137777,41730,909356,도시
근로자가구,2,1,아님,아님,아님,해당,1세대,있음(동거),남자,51,대학교(4년제 이상),졸업,취업,제조업,사무 종사자,단독주택(다가구주택 포함),2,자기집,869,0,1022665,96,있음,1024,5분위,10분위,700만원 이상,10443364,7519532,535747,11768,91230,262580,648768,238167,6891365,88339,67344,4172,636377,493222,1836118,도시
근로자외 가구,2,1,아님,아님,아님,해당,1세대,있음(동거),남자,35,대학교(4년제 이상),졸업,취업,제조업,"장치,기계조작 및 조립 종사자",아 파 트,2,자기집,2172,0,322659,95,있음,2883,5분위,9분위,700만원 이상,5657129,4664748,510639,187437,305088,284333,115044,343310,270049,114142,448212,0,1387147,603904,1125457,도시
근로자외 가구,3,1,아님,아님,아님,해당,2세대,있음(동거),남자,43,대학교(4년제 이상),졸업,취업,"전문, 과학 및 기술 서비스업",전문가 및 관련 종사자,아 파 트,1,자기집,2359,0,869953,64,있음,4513,4분위,7분위,500~600만원 미만,3771989,2905323,150120,20735,56477,267591,44452,52516,403366,163389,472359,814681,438852,234830,820456,도시
근로자가구,1,1,아님,아님,아님,해당,1세대,없음,여자,54,고등학교,졸업,취업,"협회 및 단체, 수리  및 기타 개인 서비스업",서비스 종사자,다세대주택,0,자기집,475,0,196997,75,있음,1230,1분위,2분위,100~200만원 미만,1477772,1316422,263984,3101,35311,14154,17112,122103,44947,35604,26293,36138,463981,269477,174999,도시
근로자가구,1,1,아님,아님,아님,해당,1세대,없음,남자,45,대학교(4년제 이상),졸업,취업,교육 서비스업,전문가 및 관련 종사자,단독주택(다가구주택 포함),0,보증부 월세,456,28058,0,12,없음,1267,1분위,2분위,100~200만원 미만,1125591,1014243,148427,65873,12326,237158,80369,72666,23101,62176,79705,0,252095,58103,95395,도시
근로자외 가구,2,0,해당,아님,아님,아님,1세대,있음(동거),남자,79,고등학교,졸업,비취업,"기타,무직","기타,무직",단독주택(다가구주택 포함),0,전세,353,97683,0,79,있음,946,1분위,1분위,400~500만원 미만,961828,820085,378653,4643,1017,94273,11742,121881,35866,30484,38695,0,39472,62877,145259,도시
근로자외 가구,3,2,아님,아님,해당,아님,2세대,있음(동거),남자,53,대학교(4년제 이상),졸업,취업,도매 및 소매업,서비스 종사자,아 파 트,2,전세,407,78287,0,84,없음,1766,4분위,8분위,600~700만원 미만,3655430,2877470,474233,88739,92256,210286,45944,62265,187191,209298,59105,870168,588557,203606,1021441,도시
근로자가구,2,2,아님,아님,아님,해당,1세대,있음(동거),여자,35,고등학교,졸업,취업,숙박 및 음식점업,서비스 종사자,단독주택(다가구주택 포함),0,보증부 월세,250,9990,0,34,없음,1027,2분위,3분위,200~300만원 미만,1209825,1176275,253024,-1011,45398,141348,3489,672297,55481,28114,16735,0,359352,86053,19027,도시
근로자가구,5,2,아님,아님,해당,아님,2세대,있음(동거),남자,46,대학교(4년제 이상),졸업,취업,제조업,기능원 및 관련기능 종사자,아 파 트,1,보증부 월세,572,34256,0,37,없음,1179,3분위,8분위,400~500만원 미만,3520814,2688272,348656,907,133511,467937,68540,144723,200000,98931,52480,162607,229349,220857,772455,도시
근로자가구,3,1,아님,아님,아님,해당,2세대,있음(동거),남자,53,고등학교,졸업,취업,제조업,"장치,기계조작 및 조립 종사자",아 파 트,0,보증부 월세,503,28934,0,82,없음,927,4분위,8분위,100~200만원 미만,3500029,2368351,342190,60253,94854,290343,58272,88234,180385,129170,110724,64270,378556,387828,1202162,도시
근로자외 가구,2,0,해당,아님,아님,아님,1세대,있음(동거),남자,70,고등학교,졸업,비취업,"기타,무직","기타,무직",아 파 트,0,영구임대,321,49815,0,50,없음,1894,1분위,2분위,100~200만원 미만,1196817,1030751,497021,400,44210,266585,29787,33741,12419,97012,9769,0,37606,97434,9607,도시
근로자가구,3,1,아님,아님,아님,해당,2세대,있음(동거),남자,43,고등학교,졸업,취업,도매 및 소매업,전문가 및 관련 종사자,아 파 트,1,보증부 월세,396,65400,0,75,없음,5076,3분위,5분위,300~400만원 미만,4226645,3485694,596680,21772,7631,401317,4718,1517417,311950,169455,80275,0,96204,79043,723860,도시
근로자외 가구,2,1,아님,아님,아님,해당,2세대,없음,여자,60,고등학교,졸업,취업,보건업 및 사회복지사업,서비스 종사자,아 파 트,1,보증부 월세,558,108292,0,47,없음,1410,1분위,2분위,100~200만원 미만,4490088,3625195,573517,524,109588,381304,112247,789847,98926,66449,86417,0,243865,291590,555904,도시
근로자외 가구,3,1,아님,아님,아님,해당,2세대,있음(동거),남자,64,고등학교,졸업,비취업,"기타,무직","기타,무직",단독주택(다가구주택 포함),2,자기집,901,0,382128,121,있음,933,5분위,9분위,700만원 이상,3730475,2400774,333413,1237,54400,157136,24336,77217,332861,81642,102149,0,469777,295895,1561418,도시
근로자가구,3,1,아님,아님,아님,해당,2세대,있음(동거),남자,41,대학교(4년제 이상),졸업,취업,제조업,전문가 및 관련 종사자,아 파 트,1,자기집,3507,0,1163741,230,있음,1193,5분위,10분위,700만원 이상,9255079,4864426,629817,10254,415834,489765,85359,142526,401251,155058,414506,244983,927089,372036,4466527,도시
근로자외 가구,3,0,해당,아님,아님,아님,2세대,있음(동거),여자,75,초등학교,졸업,비취업,"기타,무직","기타,무직",아 파 트,0,자기집,396,0,82423,81,있음,1461,2분위,3분위,200~300만원 미만,1790666,1771696,440811,-95,62439,160625,145120,510939,725,95240,96765,0,48452,121802,52999,도시
근로자외 가구,2,1,아님,아님,아님,해당,1세대,있음(동거),여자,58,고등학교,졸업,취업,"기타,무직","기타,무직",단독주택(다가구주택 포함),1,전세,800,166187,0,73,없음,976,2분위,4분위,200~300만원 미만,2132970,1276992,380604,2686,1320,94732,360776,161310,86681,80485,73031,0,232409,147426,632300,도시
근로자가구,2,1,아님,아님,아님,해당,1세대,있음(동거),남자,56,대학원(석사),졸업,취업,제조업,전문가 및 관련 종사자,아 파 트,1,전세,648,229388,0,83,있음,5142,5분위,10분위,700만원 이상,13064964,6199902,650784,66123,186446,444262,187885,1578291,212928,181379,545605,455759,849344,276850,5193005,도시
근로자외 가구,1,1,아님,아님,아님,해당,1세대,없음,여자,30,대학원(석사),졸업,취업,교육 서비스업,전문가 및 관련 종사자,단독주택(다가구주택 포함),1,보증부 월세,484,11374,0,25,없음,948,1분위,2분위,100~200만원 미만,2419295,2304651,277620,-140,168417,665263,66790,331808,111890,51395,80559,118101,112509,65675,149746,도시
근로자가구,2,1,아님,아님,아님,해당,1세대,있음(동거),남자,36,고등학교,졸업,취업,제조업,기능원 및 관련기능 종사자,단독주택(다가구주택 포함),1,보증부 월세,399,3203,0,32,없음,1559,3분위,5분위,300~400만원 미만,2600999,2064522,148760,56701,13256,454680,32675,27727,214499,176505,53916,0,592517,65701,413170,도시
근로자가구,1,1,아님,아님,아님,해당,1세대,없음,여자,47,고등학교,졸업,취업,제조업,기능원 및 관련기능 종사자,아 파 트,1,전세,765,139351,0,81,없음,2350,2분위,4분위,200~300만원 미만,2560779,2107319,309786,53917,23024,403941,31156,442003,186154,102114,276697,0,627566,353320,571782,도시
근로자가구,1,1,아님,아님,아님,해당,1세대,없음,남자,28,대학교(4년제 이상),졸업,취업,"전문, 과학 및 기술 서비스업",사무 종사자,아 파 트,1,전세,654,196884,0,71,없음,1999,3분위,6분위,400~500만원 미만,3705950,2647378,133910,12429,16024,241907,47256,262832,72298,143266,371910,0,307750,250776,871075,도시
근로자가구,2,1,아님,아님,아님,해당,1세대,있음(동거),남자,43,대학교(4년제 이상),졸업,취업,건설업,전문가 및 관련 종사자,아 파 트,2,전세,1920,380612,0,60,없음,1630,5분위,9분위,600~700만원 미만,4627056,3830847,383240,28798,157698,233159,210285,335993,262924,158616,372277,35864,444216,499678,1267677,도시
근로자가구,3,2,아님,아님,해당,아님,2세대,있음(동거),남자,64,대학교(4년제 이상),졸업,취업,도매 및 소매업,단순노무 종사자,아 파 트,0,자기집,958,0,240689,134,있음,1002,3분위,4분위,300~400만원 미만,2513437,1675483,514147,934,249611,187348,90801,341188,23129,136606,41309,0,34420,223723,874575,도시
근로자가구,3,1,아님,아님,아님,해당,2세대,있음(동거),남자,40,대학교(4년제 이상),졸업,취업,"공공행정, 국방 및 사회보장 행정",사무 종사자,아 파 트,1,보증부 월세,506,12204,0,58,없음,2619,3분위,6분위,100~200만원 미만,3349086,2401858,344108,1656,591157,448414,82072,109273,91478,71006,191368,0,365962,188860,1288788,도시
근로자외 가구,1,1,아님,아님,아님,해당,1세대,없음,여자,50,고등학교,졸업,취업,제조업,전문가 및 관련 종사자,아 파 트,1,자기집,1011,0,469635,109,있음,1347,1분위,7분위,200~300만원 미만,2932515,1812352,206125,12252,67255,153665,180367,162024,221673,64410,135587,12356,206490,200731,983942,도시
근로자외 가구,2,3,아님,아님,해당,아님,1세대,있음(동거),남자,75,초등학교,졸업,취업,제조업,"장치,기계조작 및 조립 종사자",단독주택(다가구주택 포함),1,자기집,704,0,110383,81,있음,600,2분위,3분위,200~300만원 미만,2425629,2181958,677312,4615,10239,50187,134471,413114,195717,169214,79845,0,149990,136592,471898,비도시
근로자가구,2,2,아님,아님,해당,아님,1세대,있음(동거),남자,58,대학교(4년제 이상),졸업,취업,건설업,기능원 및 관련기능 종사자,아 파 트,1,자기집,1284,0,535392,121,있음,1038,3분위,5분위,300~400만원 미만,2923611,1961981,111153,3115,54254,193769,8899,4415,284672,65834,163073,135538,569857,33141,947950,도시
근로자가구,5,3,아님,아님,해당,아님,2세대,있음(동거),남자,50,대학교(4년제 이상),졸업,취업,도매 및 소매업,전문가 및 관련 종사자,아 파 트,1,자기집,1107,0,556140,210,있음,1655,5분위,10분위,700만원 이상,9635533,6730663,469154,780,357846,393676,110143,338876,397396,201352,309434,1403891,1018478,297252,3985542,도시
근로자외 가구,2,0,아님,아님,아님,아님,2세대,없음,여자,66,중학교,졸업,비취업,"기타,무직",기능원 및 관련기능 종사자,아 파 트,0,보증부 월세,401,11255,0,75,없음,550,1분위,1분위,100~200만원 미만,1733019,1761060,535875,2856,18009,494818,85360,89979,19694,53626,31328,16650,22969,34252,27004,도시
근로자가구,2,1,아님,아님,아님,해당,2세대,있음(동거),남자,54,대학교(4년제 이상),졸업,취업,"기타,무직",사무 종사자,아 파 트,2,전세,466,78165,0,50,있음,355,4분위,8분위,600~700만원 미만,3102686,2297151,561516,1255,59493,270591,93618,151809,680176,114916,47952,0,222342,302065,804468,도시
근로자가구,3,1,아님,아님,아님,해당,2세대,있음(동거),남자,85,초등학교,졸업,취업,"기타,무직",단순노무 종사자,단독주택(다가구주택 포함),0,전세,150,11410,0,25,없음,3846,1분위,1분위,200~300만원 미만,866804,828547,385350,-1717,7,10617,67232,85194,18046,1294,67766,0,53540,13119,96529,도시
근로자가구,2,2,아님,아님,해당,아님,1세대,있음(동거),남자,59,고등학교,졸업,취업,도매 및 소매업,기능원 및 관련기능 종사자,단독주택(다가구주택 포함),1,보증부 월세,475,0,69902,65,있음,217,3분위,6분위,400~500만원 미만,1930174,1656470,433895,-1911,24,238650,24443,107881,220283,37703,72141,0,174854,64265,526815,도시
근로자가구,2,1,아님,아님,아님,해당,1세대,있음(동거),남자,31,대학교(4년제 이상),졸업,취업,제조업,사무 종사자,아 파 트,1,자기집,820,0,208252,74,있음,4375,4분위,7분위,500~600만원 미만,2668339,1653167,216228,55388,41460,187531,16507,16478,207409,66557,240577,148686,235639,177265,779678,비도시
근로자외 가구,2,1,아님,아님,아님,해당,1세대,있음(동거),남자,46,고등학교,졸업,취업,도매 및 소매업,판매 종사자,아 파 트,2,보증부 월세,894,20519,0,86,없음,2699,5분위,9분위,700만원 이상,5451177,3253278,453040,146811,7282,959622,105051,64142,480598,236601,76647,0,526003,85131,2001063,도시
근로자외 가구,2,1,해당,아님,아님,아님,1세대,있음(동거),남자,85,초등학교,졸업,비취업,"기타,무직","기타,무직",단독주택(다가구주택 포함),0,무상주택,566,0,0,51,없음,730,1분위,2분위,100~200만원 미만,1231742,912124,200363,368,1353,639770,4269,177962,12451,155,2506,0,-884,18891,159703,비도시
근로자외 가구,2,2,아님,아님,해당,아님,1세대,있음(동거),남자,61,초등학교,졸업,취업,"농업, 임업 및 어업",농림어업숙련 종사자,단독주택(다가구주택 포함),1,자기집,300,0,113235,120,있음,310,4분위,7분위,500~600만원 미만,2142134,1585379,401891,1141,18481,257139,49342,119527,207532,93613,61766,0,193459,157405,345657,비도시
근로자가구,2,2,아님,아님,아님,해당,1세대,있음(동거),남자,29,고등학교,졸업,취업,제조업,기능원 및 관련기능 종사자,아 파 트,1,보증부 월세,551,29898,0,71,없음,1718,2분위,3분위,200~300만원 미만,2037266,1441524,103037,1667,30897,374301,5543,355,160195,130856,69259,0,423168,31506,263003,도시
근로자가구,3,2,아님,아님,해당,아님,2세대,있음(동거),여자,41,대학교(4년제 이상),졸업,취업,보건업 및 사회복지사업,전문가 및 관련 종사자,아 파 트,1,자기집,1606,0,987268,80,있음,1053,3분위,5분위,400~500만원 미만,5378744,3834502,375778,12852,324279,286592,38820,146479,436558,188681,286111,214857,974208,231598,1620475,비도시
근로자가구,2,2,해당,아님,아님,아님,1세대,없음,여자,57,고등학교,졸업,취업,숙박 및 음식점업,서비스 종사자,아 파 트,1,자기집,349,0,96397,114,있음,227,1분위,1분위,100만원 미만,968693,1017328,211114,11667,20000,179901,38829,4790,41671,23797,20069,0,170668,107775,114445,도시
근로자가구,4,1,아님,아님,아님,해당,2세대,있음(동거),남자,68,중학교,졸업,취업,제조업,단순노무 종사자,단독주택(다가구주택 포함),0,자기집,200,0,18111,98,있음,2158,3분위,5분위,300~400만원 미만,1679903,1303915,431113,12526,74832,173457,47666,93582,133848,165091,12055,16579,99090,51408,273990,비도시
근로자외 가구,2,1,아님,해당,아님,해당,2세대,없음,여자,45,대학교(4년제 이상),졸업,취업,교육 서비스업,전문가 및 관련 종사자,아 파 트,1,전세,1248,407567,0,86,없음,1856,4분위,8분위,600~700만원 미만,4798816,4187378,315587,4606,247808,381040,88298,1044636,201995,239793,327367,348062,377395,305201,436054,도시
