"Var1","Var2","Var4","Var9","Var10"
"F","B",20,2,3
"F","B",19,14,5
"F","C",31,16,5
"M","D",32,12,5
"M","B",16,6,4
"M","B",47,14,5
"F","A",28,2,3
"F","A",38,3,4
"M","A",27,15,3
"F","B",32,11,5
"M","C",39,5,4
"F","A",32,0,4
"M","C",16,7,5
"F","A",26,3,4
"M","A",16,3,4
"M","A",27,5,2
"M","A",30,6,3
"F","A",27,3,4
"M","A",44,12,5
"M","B",21,5,5
"F","A",27,2,2
"M","A",15,5,5
"F","B",27,12,4
"F","B",16,2,3
"M","B",15,4,5
"F","D",35,3,3
"M","B",29,6,5
"F","C",30,19,3
"F","B",16,1,3
"M","B",15,1,3
"F","A",23,8,3
"F","B",27,4,1
"M","C",34,7,4
"F","C",21,5,3
"M","B",16,1,4
"F","B",20,9,5
"M","C",18,15,5
"M","D",16,7,5
"M","D",16,7,5
"F","A",16,2,4
"F","D",21,10,3
"F","A",30,6,3
"M","C",19,6,5
"F","C",28,9,4
"M","B",39,3,4
"F","B",15,3,3
"M","B",16,2,4
"M","B",22,5,3
"F","A",28,5,3
"F","A",36,1,4
"F","C",15,1,4
"F","C",16,5,3
"M","B",16,19,5
"M","B",30,9,4
"M","A",25,0,3
"F","B",18,6,5
"F","D",16,6,5
"F","A",34,7,2
"F","C",35,17,4
"F","D",32,16,3
"F","B",17,2,3
"F","B",23,6,3
"M","C",16,5,4
"F","C",24,16,3
"M","B",19,1,3
"M","B",33,11,3
"M","B",15,3,3
"F","A",45,13,3
"F","B",19,5,3
"M","B",38,5,3
"F","B",17,18,4
"M","A",15,3,4
"F","C",23,15,5
"M","B",29,8,3
"F","A",16,1,4
"F","B",16,14,3
"M","C",24,6,5
"M","A",19,4,4
"F","B",21,25,5
"F","B",28,4,2
"F","A",27,1,3
"F","C",35,14,2
"F","B",15,1,4
"M","A",16,1,3
"F","A",38,9,2
"M","C",28,9,3
"M","C",17,4,5
"F","A",22,23,4
"F","A",29,10,5
"F","A",15,9,5
"F","A",18,6,5
"M","B",37,13,3
"M","C",17,4,5
"M","B",15,5,5
"F","D",24,1,3
"M","C",20,3,3
"F","A",37,6,3
"M","B",16,1,4
"M","B",20,8,5
"F","B",22,2,4
"F","C",19,2,4
"M","C",24,7,5
"F","A",27,1,3
"F","B",16,6,5
"F","B",20,7,3
"M","A",15,6,5
"F","B",17,3,4
"F","A",25,2,4
"M","D",26,1,4
"F","C",27,1,3
"F","C",27,14,3
"F","D",22,5,3
"M","C",22,5,3
"M","A",30,7,3
"M","A",23,15,5
"F","B",21,1,3
"F","B",18,4,4
"F","A",30,0,3
"M","A",24,8,3
"F","A",27,6,3
"F","B",23,10,3
"F","A",37,12,5
"F","C",27,13,5
"M","D",15,26,5
"M","B",16,6,5
"F","B",30,29,4
"F","B",34,21,5
"F","A",27,3,3
"F","A",27,13,4
"F","B",24,18,5
"F","A",42,12,4
"F","B",22,3,3
"M","B",20,5,4
"F","B",34,21,4
"F","B",21,11,3
"M","B",18,6,5
"F","B",25,1,4
"F","A",33,1,4
"F","C",24,7,3
"F","B",29,4,4
"F","B",22,12,4
"M","B",16,4,5
"M","B",20,12,5
"F","A",20,7,4
"M","B",36,5,5
"M","A",30,27,5
"M","B",26,2,4
"F","C",16,17,5
"F","C",22,5,5
"M","C",25,4,3
"F","B",30,5,4
"M","B",25,2,3
"M","A",15,4,5
"M","B",16,4,5
"M","B",15,4,5
"F","B",16,3,4
"F","B",28,7,3
"F","C",16,1,4
"F","A",33,36,4
"F","A",29,1,2
"F","B",16,2,3
"F","B",15,5,3
"M","B",23,9,4
"F","A",33,1,2
"M","A",20,6,5
"M","C",20,4,3
"M","C",16,13,3
"F","C",16,4,4
"F","B",16,3,4
"F","C",23,5,5
"M","B",16,2,4
"F","A",22,5,3
"F","C",29,6,4
"M","B",21,5,5
"F","B",23,5,3
"M","D",33,5,3
"F","B",19,14,5
"F","A",17,1,3
"M","A",20,5,4
"M","A",21,6,4
"M","C",15,2,3
"F","A",31,4,2
"M","C",21,21,5
"F","A",26,2,3
"F","C",28,12,3
"M","A",29,10,5
"F","B",22,5,5
"F","D",28,31,3
"F","C",43,17,5
"M","C",18,6,5
"M","B",18,8,5
"M","B",23,28,3
"M","A",24,17,5
"M","B",32,25,5
"M","A",16,8,5
"M","C",21,1,4
"M","C",24,7,5
"M","C",15,1,4
"M","A",31,11,5
"F","A",26,2,3
"M","C",16,27,5
"F","B",36,26,3
"F","B",26,2,4
"F","B",17,4,5
"M","A",20,4,4
"M","B",20,4,4
"F","B",31,0,3
"M","B",19,3,3
"M","C",20,1,3
"M","B",35,13,3
"M","A",17,5,4
"M","B",24,4,4
"F","A",27,1,3
"M","B",20,11,3
"F","C",20,5,5
"F","C",18,2,4
"F","A",31,20,2
"F","A",20,3,4
"M","C",20,8,5
"F","A",27,1,3
"F","B",15,1,3
"M","B",52,28,4
"M","B",19,6,5
"F","C",26,7,5
"F","C",19,5,5
"F","A",28,3,2
"F","B",29,15,3
"F","C",17,15,5
"M","B",36,13,5
"M","B",20,1,4
"F","A",20,7,5
"F","A",22,7,4
"F","A",26,1,3
"M","B",24,10,4
"F","C",21,17,5
"F","B",15,4,5
"F","B",26,15,4
"F","B",25,20,5
"M","A",16,3,3
"F","D",32,7,5
"M","B",19,6,5
"F","C",26,19,5
"F","A",17,12,3
"F","A",15,7,3
"M","A",32,7,3
"F","A",24,4,4
"M","A",35,21,3
"F","B",20,14,4
"F","B",19,9,4
"F","D",21,9,5
"M","B",20,1,4
"F","C",24,7,4
"M","A",15,2,4
"F","C",20,4,3
"F","A",37,6,3
"F","B",30,4,4
"F","B",17,10,6
"M","B",41,29,3
"F","A",30,8,3
"F","A",17,6,4
"M","B",20,3,3
"F","B",23,3,4
"F","B",22,11,4
"F","C",29,17,3
"F","A",25,9,5
"M","B",27,14,5
"F","A",20,6,4
"F","C",40,0,3
"F","B",19,1,3
"F","A",29,7,2
"F","B",22,7,3
"M","A",40,13,5
"M","C",20,8,5
"M","B",31,10,3
"M","C",44,20,4
"M","C",23,9,4
"F","A",17,3,4
"F","C",25,1,3
"M","A",15,1,3
"M","B",15,1,3
"F","B",16,1,3
"F","B",15,4,5
"F","C",21,6,3
"M","B",28,9,4
"M","A",35,21,5
"M","A",28,0,3
"M","B",25,7,4
"F","D",25,18,5
"F","A",38,7,3
"M","C",20,4,3
"M","B",23,2,3
"F","D",16,5,3
"M","B",27,7,5
"M","C",15,6,5
"M","D",21,28,5
"F","C",22,12,5
"F","C",15,24,5
"M","B",15,1,4
"F","B",16,1,3
"F","D",25,24,5
"M","A",34,39,4
"F","B",21,1,3
"F","A",19,2,5
"M","B",19,4,4
"M","A",16,10,5
"F","C",16,10,5
"M","A",18,4,4
"F","B",28,13,5
"F","C",26,7,3
"M","B",27,14,5
"F","D",17,4,5
"F","A",26,6,3
"M","B",15,5,5
"F","A",15,5,5
"F","A",19,5,5
"M","A",32,10,2
"F","C",19,12,5
"F","B",16,10,5
"F","A",27,6,2
"M","B",26,6,3
"F","B",19,10,5
"M","B",19,22,6
"F","C",25,6,3
"M","A",18,3,4
"M","A",17,2,3
"M","B",15,5,5
"M","A",15,6,5
"F","B",32,16,4
"F","B",22,10,4
"F","A",34,3,3
"F","B",22,4,5
"M","B",16,9,5
"F","A",27,4,3
"F","D",24,6,3
"M","A",47,9,6
"F","C",28,1,4
"M","D",20,5,5
"M","A",17,9,4
"F","A",34,14,5
"F","A",21,2,3
"F","B",31,4,5
"M","C",22,16,5
"M","C",15,4,5
"M","D",17,9,5
"F","A",27,6,5
"F","A",34,5,3
"M","B",15,4,6
"F","B",23,8,4
"M","C",28,17,5
"F","A",24,8,4
"F","B",32,18,5
"F","C",28,15,4
"F","C",16,5,5
"F","A",27,12,3
"F","A",34,4,5
"F","D",29,18,5
"F","B",32,21,4
"F","A",26,22,4
"M","B",16,5,5
"F","A",27,16,3
"M","B",28,10,5
"M","A",27,3,3
"M","D",17,1,4
"F","C",17,1,4
"M","B",18,5,4
"M","C",21,4,5
"F","B",16,11,5
"F","A",64,25,2
"M","B",20,30,4
"F","C",35,0,3
"F","A",31,7,3
"M","A",23,11,3
"M","B",19,8,3
"F","B",20,6,3
"F","C",26,5,3
"F","C",32,4,4
"F","C",28,6,5
"F","A",28,1,3
"F","D",26,32,5
"M","C",24,3,4
"F","B",16,6,3
"F","B",45,12,4
"F","A",27,1,3
"F","A",15,5,4
"F","A",22,4,4
"F","B",23,7,4
"M","D",33,9,5
"M","B",17,4,3
"M","A",18,8,5
"M","A",26,8,3
"F","A",17,2,3
"M","B",25,16,5
"M","D",23,2,4
"M","C",19,5,4
"F","C",25,2,1
"M","A",18,2,4
"F","A",32,12,3
"F","B",29,12,3
"F","A",22,4,4
"F","A",26,5,4
"M","B",15,3,4
"M","A",37,5,3
"F","B",16,12,4
"F","B",18,1,3
"F","B",15,3,5
"M","A",19,12,4
"F","B",17,8,4
"F","A",33,5,3
"M","C",22,1,4
"F","B",20,6,3
"M","C",17,4,3
"M","A",19,13,6
"F","D",17,6,3
"M","B",15,2,4
"M","B",22,5,5
"F","C",21,10,3
"M","A",31,3,3
"F","A",28,2,6
"F","B",47,14,2
"M","B",15,4,5
"M","C",19,10,5
"M","A",16,11,5
"F","B",15,2,3
"M","C",26,29,5
"F","B",16,5,5
"M","C",28,8,1
"F","B",22,4,4
"F","B",19,3,4
"F","A",22,9,4
"F","B",20,13,3
"F","A",40,0,4
"M","B",21,8,4
"F","A",33,5,3
"F","A",28,0,3
"M","D",32,20,5
"M","A",27,8,2
"F","B",22,9,5
"F","B",16,1,3
"M","A",15,1,4
"M","C",35,18,3
"F","D",18,7,5
"M","C",21,6,4
"F","A",19,5,5
"F","C",27,7,3
"F","B",20,1,5
"F","A",16,2,4
"M","B",19,8,5
"M","A",17,19,5
"F","B",21,8,4
"F","B",15,15,5
"F","C",31,11,5
"F","A",16,3,3
"F","B",47,38,4
"M","C",22,9,5
"F","B",52,17,4
"F","C",19,7,5
"F","C",18,4,5
"F","B",19,3,4
"M","D",34,7,5
"M","B",41,8,3
"F","B",36,20,4
"F","A",40,4,3
"F","C",17,5,4
"M","C",21,12,5
"M","A",25,3,3
"F","B",30,7,5
"F","C",15,4,4
"M","A",31,5,3
"M","A",21,6,3
"F","A",28,13,5
"F","C",16,1,3
"F","A",29,16,2
"F","B",19,39,5
"M","A",17,2,4
"F","A",34,11,6
"F","A",39,11,4
"M","B",15,1,4
"F","C",17,1,3
"F","C",21,7,3
"M","C",20,4,3
"F","A",25,2,3
"M","A",27,13,3
"M","C",15,10,5
"F","C",27,14,3
"F","B",17,18,5
"M","A",15,1,5
"F","A",15,1,4
"F","C",25,8,3
"F","B",32,10,4
"F","C",36,7,5
"F","A",39,8,2
"M","B",15,1,4
"F","C",17,16,5
"M","D",22,6,4
"M","B",21,17,5
"F","A",27,3,3
"M","A",34,5,5
"M","A",25,1,2
"F","B",25,5,1
"F","A",30,4,2
"M","D",18,2,3
"M","C",15,4,5
"F","D",25,3,2
"F","A",29,6,5
"M","C",16,6,5
"M","A",18,11,3
"M","A",34,1,4
"F","B",17,4,3
"M","C",25,11,5
"F","C",18,1,4
"F","B",15,1,3
"F","B",26,8,5
"F","C",37,9,3
"M","B",18,4,4
"M","B",18,3,4
"F","B",17,3,4
"M","C",27,23,5
"F","A",17,1,3
"M","B",17,2,3
"F","B",18,2,4
"F","A",29,6,3
"F","B",32,3,3
"M","C",15,8,5
"F","C",27,22,5
"F","D",15,3,3
"F","B",26,10,3
"M","B",27,14,3
"M","B",16,1,3
"F","A",19,5,4
"F","B",19,2,4
"F","A",27,3,3
"F","A",26,25,3
"M","D",15,6,5
"F","A",26,1,3
"F","A",26,6,4
"F","C",16,1,3
"F","C",18,11,5
"F","A",28,7,2
"M","B",29,12,3
"F","B",34,23,4
"F","A",31,6,3
"M","B",21,1,4
"F","C",17,3,4
"M","C",33,5,3
"M","B",18,1,3
"M","B",29,5,5
"F","A",18,1,3
"M","C",19,13,5
"M","B",27,12,5
"F","A",32,13,4
"F","A",26,0,3
"M","C",15,6,5
"F","B",23,10,5
"F","B",31,11,4
"F","B",28,8,4
"F","A",25,0,2
"F","B",20,3,3
"F","A",46,4,3
"F","A",25,1,2
"M","A",26,10,3
"F","B",20,9,5
"M","B",25,4,4
"F","B",16,2,5
"M","B",17,1,4
"F","A",31,8,1
"M","B",27,7,5
"F","B",24,18,3
"M","B",17,4,3
"F","B",20,7,4
"M","B",19,9,5
"F","A",29,3,4
"F","C",17,3,3
"M","B",19,1,3
"F","B",21,6,5
"M","B",25,9,4
"F","C",20,4,3
"M","B",29,6,5
"M","B",21,7,5
"F","C",26,11,2
"F","A",38,0,3
"F","D",26,6,2
"M","A",16,2,3
"M","A",26,5,2
"F","C",18,13,4
"M","D",16,6,5
"M","B",20,2,3
"M","C",56,33,3
"F","C",17,14,5
"M","D",25,15,5
"F","D",31,3,3
"M","B",28,13,5
"M","C",16,18,5
"F","C",16,1,4
"M","B",28,7,3
"M","A",21,13,5
"F","B",22,5,4
"F","B",21,5,3
"F","A",15,3,3
"M","A",26,7,3
"M","A",17,2,4
"F","B",19,5,5
"F","B",40,3,4
"F","B",18,4,4
"M","B",15,4,5
"M","C",20,5,5
"M","A",18,3,3
"F","A",37,4,5
"F","D",19,7,4
"F","A",22,4,5
"M","B",21,1,3
"F","D",21,7,5
"F","C",18,6,5
"F","A",26,11,3
"F","D",42,17,5
"F","D",30,15,4
"M","B",18,2,3
"M","A",21,5,3
"M","B",42,19,5
"M","B",35,21,4
"M","A",39,20,3
"F","A",34,8,3
"F","D",30,1,3
"F","B",22,4,3
"F","A",17,2,3
"M","A",52,2,4
"M","C",26,4,5
"F","B",22,20,4
"F","A",32,15,2
"F","B",17,3,4
"F","B",19,4,3
"F","B",44,23,4
"F","A",26,11,3
"M","A",35,7,3
"M","B",27,25,5
"M","B",32,9,5
"M","B",36,16,4
"M","A",38,14,5
"M","B",15,14,5
"F","B",27,5,3
"M","B",15,1,4
"F","A",26,2,4
"M","A",15,4,5
"F","A",39,7,3
"F","C",20,3,4
"F","A",29,9,3
"F","C",38,7,3
"M","B",19,1,4
"M","B",22,8,3
"M","D",29,23,5
"F","A",15,10,5
"M","C",34,10,5
"F","B",24,18,3
"M","C",33,15,3
"M","A",22,3,3
"M","C",28,10,5
"M","B",18,4,5
"F","C",17,7,5
"F","A",25,3,2
"M","C",20,7,5
"F","A",31,8,3
"M","D",20,4,5
"F","B",18,9,3
"M","B",23,6,4
"F","B",27,5,5
"M","B",17,3,4
"F","A",17,3,4
"F","C",15,4,5
"M","C",17,4,5
"F","A",26,3,4
"F","A",17,1,4
"F","B",21,12,5
"F","C",16,1,4
"M","A",19,3,3
"F","C",39,21,3
"F","B",22,6,3
"F","B",30,7,5
"M","D",33,9,5
"M","B",24,5,4
"F","B",20,10,3
"F","D",16,4,4
"M","A",15,3,3
"F","C",23,13,5
"M","B",19,1,3
"F","B",25,11,4
"F","B",20,5,5
"M","B",25,1,5
"M","B",24,6,3
"F","B",20,6,4
"F","C",35,8,4
"F","A",33,1,3
"F","A",48,27,4
"M","B",57,33,4
"F","C",21,4,5
"M","D",26,9,4
"F","C",35,5,1
"M","B",19,12,5
"F","C",17,5,4
"F","D",26,1,4
"F","B",17,8,5
"F","C",16,6,5
"M","B",29,6,3
"M","A",19,2,4
"M","A",30,3,2
"F","C",19,2,4
"F","B",40,12,4
"M","A",27,15,4
"M","D",26,4,3
"F","A",34,3,4
"F","B",17,13,5
"M","B",16,1,4
"F","B",15,1,4
"M","D",19,9,4
"F","B",18,2,3
"F","A",26,6,3
"M","C",28,8,5
"M","B",22,10,4
"M","A",23,12,4
"F","B",41,22,4
"M","A",28,13,3
"F","A",30,9,5
"M","B",17,9,5
"F","A",35,13,3
"F","D",35,11,5
"F","B",16,5,5
"F","D",16,1,3
"F","B",19,5,5
"F","C",18,2,3
"F","A",48,9,3
"F","B",31,19,4
"M","B",38,10,3
"M","B",24,6,4
"F","A",29,5,3
"F","B",19,6,3
"M","C",29,12,4
"M","A",30,25,5
"F","C",25,11,3
"M","B",32,12,4
"F","C",48,5,3
"M","A",32,4,3
"F","A",15,3,4
"F","A",29,1,3
"F","B",22,5,5
"F","A",17,1,4
"M","D",23,17,5
"F","B",33,22,3
"M","B",15,1,3
"M","D",21,16,5
"M","B",34,10,5
"M","A",26,6,1
"M","C",50,18,3
"F","B",15,2,3
"M","B",26,10,3
"M","A",27,1,3
"M","B",20,17,5
"F","C",23,11,5
"M","B",26,9,4
"M","B",25,4,5
"F","B",39,8,3
"F","C",16,5,5
"M","B",29,9,5
"F","B",21,1,3
"F","B",17,3,3
"F","A",38,9,4
"F","A",15,4,3
"F","C",17,5,5
"F","D",18,6,5
"F","B",20,1,3
"M","B",35,37,5
"F","B",16,7,5
"F","B",26,7,3
"F","A",20,12,3
"F","C",28,29,4
"F","A",17,5,5
"M","C",27,13,5
"F","A",15,6,4
"F","C",15,1,4
"F","C",17,1,4
"F","C",15,6,4
"F","A",29,9,5
"F","B",27,13,3
"F","B",42,24,3
"F","A",16,3,4
"F","C",36,5,5
"M","C",17,8,5
"M","A",23,9,4
"F","A",35,10,4
"F","B",25,10,4
"F","B",39,12,4
"F","B",35,21,3
"F","B",29,4,3
"M","B",18,4,5
"F","A",25,1,3
"M","A",35,11,3
"F","A",29,1,3
"M","C",20,8,5
"F","B",29,11,3
"F","B",33,5,3
"F","A",21,6,5
"F","B",20,7,3
"F","D",19,10,5
"F","C",33,7,3
"F","B",16,1,3
"M","C",20,15,5
"F","C",20,3,4
"F","A",26,15,3
"F","C",18,19,5
"F","A",19,5,4
"F","B",16,3,4
"F","B",18,4,4
"F","A",40,4,3
"M","C",22,7,3
"F","A",25,6,4
"M","B",18,12,4
"M","C",15,4,5
"M","A",22,6,4
"F","D",19,11,5
"F","C",45,1,3
"M","B",20,16,5
"F","A",23,18,5
"F","D",18,2,3
"M","C",17,7,5
"F","A",29,5,5
"F","C",20,1,5
"M","B",29,4,5
"M","C",18,9,5
"F","C",20,1,3
"F","B",43,30,4
"M","C",19,5,3
"F","A",26,4,3
"F","B",22,6,4
"F","B",45,22,4
"M","C",39,27,4
"F","A",34,1,2
"F","B",28,21,4
"M","B",20,5,3
"F","A",27,7,2
"F","A",36,14,4
"M","B",17,4,4
"F","A",15,1,3
"F","A",36,12,3
"F","C",18,8,4
"F","B",26,7,3
"F","D",16,6,4
"F","A",30,7,3
"M","D",32,13,6
"F","B",17,1,3
"F","C",28,7,4
"M","C",37,17,5
"F","C",18,5,5
"F","B",17,6,3
"F","C",22,4,5
"F","C",32,13,2
"M","B",17,5,5
"F","A",47,30,4
"M","C",40,23,5
"F","B",28,8,5
"M","A",31,24,4
"F","B",35,7,2
"F","A",33,26,4
"M","A",21,4,5
"F","C",25,5,4
"M","B",56,25,4
"M","D",43,10,5
"M","B",36,5,5
"M","A",39,14,5
"M","B",16,9,5
"F","A",30,50,5
"F","A",22,7,3
"F","B",15,13,5
"M","A",28,2,3
"F","C",25,7,3
"M","B",23,7,4
"M","B",19,8,5
"F","C",20,12,3
"F","B",18,24,3
"F","A",37,21,3
"M","B",24,8,4
"M","A",28,5,4
"F","C",24,7,5
"F","B",20,16,4
"F","A",27,8,3
"F","B",25,17,5
"M","B",21,4,5
"F","A",17,2,3
"M","D",17,6,5
"F","A",19,10,3
"M","B",17,7,3
"M","D",26,3,3
"M","A",18,6,4
"M","D",15,8,5
"M","A",16,2,3
"F","B",26,12,3
"F","C",16,7,5
"F","B",22,19,5
"F","B",16,12,5
"F","A",34,6,3
"M","A",26,11,3
"M","A",21,6,5
"M","B",15,2,3
"M","A",37,10,5
"M","C",17,8,5
"F","B",16,7,4
"M","A",15,1,4
"M","C",19,9,5
"M","A",27,3,4
"F","C",23,8,5
"F","C",29,1,3
"F","B",33,25,5
"F","A",41,11,3
"M","B",22,15,5
"F","C",27,14,5
"M","A",33,5,3
"M","A",32,3,2
"M","B",16,2,4
"F","B",17,3,4
"F","A",23,8,3
"F","A",29,4,3
"F","B",15,10,5
"F","C",16,4,5
"M","B",30,4,3
"F","A",28,13,1
"F","C",20,1,3
"M","A",16,6,3
"M","A",26,0,2
"M","A",22,4,5
"F","B",15,2,3
"F","B",18,9,3
"F","B",18,4,4
"F","B",25,8,5
"F","A",51,13,2
"F","B",17,2,4
"M","B",15,1,4
"F","A",34,9,3
"F","B",20,8,4
"F","B",20,5,5
"M","B",25,8,3
"F","B",32,15,3
"F","B",16,1,4
"M","B",17,5,5
"F","A",25,4,4
"F","A",27,0,4
"F","B",16,4,4
"M","B",16,2,3
"M","C",19,10,5
"F","A",31,14,4
"M","B",35,26,4
"F","B",29,2,3
"F","A",30,3,4
"M","B",34,2,2
"F","A",25,1,3
"M","B",30,5,5
"F","C",21,4,3
"M","C",26,22,2
"F","A",36,2,3
"F","B",24,17,5
"F","B",28,29,4
"F","D",20,23,5
"M","A",28,11,3
"M","D",30,17,3
"M","A",29,5,1
"F","A",39,5,3
"M","A",17,2,4
"F","C",27,5,1
"F","D",31,11,3
"F","A",28,4,2
"M","D",24,9,5
"F","C",39,11,5
"M","D",16,1,4
"F","B",33,26,4
"M","B",22,6,5
"F","A",16,2,3
"F","A",29,4,1
"F","A",23,14,3
"F","B",25,16,3
"F","B",28,12,4
"F","B",18,1,3
"M","A",21,13,4
"F","A",16,2,3
"M","A",36,11,3
"F","B",26,1,3
"F","B",18,4,5
"M","A",18,2,4
"F","A",18,2,3
"M","C",37,23,3
"M","B",17,1,3
"F","B",21,1,3
"M","A",33,12,4
"F","B",17,7,5
"M","C",19,1,4
"F","A",37,10,3
"M","B",20,2,4
"F","B",23,24,5
"F","B",26,3,4
"F","B",15,3,4
"M","A",41,21,4
"F","A",20,5,3
"F","C",18,2,4
"F","B",23,15,3
"M","A",16,2,3
"M","B",38,27,5
"F","A",29,5,3
"F","B",24,16,3
"F","B",37,16,4
"M","B",17,6,4
"M","B",26,9,3
"F","B",16,4,3
"F","B",16,4,3
"F","A",28,11,4
"F","C",22,10,3
"M","A",28,3,2
"F","B",25,4,3
"F","D",39,6,3
"M","C",15,4,5
"F","B",28,28,4
"M","B",27,12,4
"F","B",17,2,4
"F","B",16,4,3
"M","A",21,10,5
"M","A",29,3,2
"M","B",19,8,5
"F","B",15,1,3
"F","A",42,4,2
"M","A",21,9,4
"M","D",17,5,5
"F","B",35,23,4
"F","A",17,6,5
"F","A",38,0,4
"F","B",22,8,3
"M","B",17,6,4
"F","A",15,6,5
"F","A",25,4,1
"F","A",68,14,2
"F","A",31,5,3
"F","C",34,15,3
"F","C",16,7,5
"F","A",15,5,5
"F","B",26,10,3
"M","B",20,5,3
"F","C",18,6,4
"F","A",31,3,3
"M","D",15,1,4
"M","D",27,8,4
"M","A",22,9,3
"M","B",37,10,4
"F","B",24,5,5
"F","A",37,6,5
"F","D",21,14,5
"F","D",22,4,5
"F","A",26,9,3
"F","C",17,6,5
"F","B",31,2,2
"F","B",25,5,3
"M","B",17,5,5
"F","B",19,2,3
"M","C",32,4,4
"M","C",16,2,4
"F","B",16,1,3
"M","B",17,18,5
"F","A",36,17,3
"M","A",18,5,5
"M","A",31,4,2
"F","B",23,24,3
"F","C",60,16,3
"F","C",21,7,3
"F","B",22,6,4
"M","B",25,8,5
"F","B",17,4,4
"M","A",19,12,5
"M","D",31,22,4
"M","C",26,1,2
"M","A",21,5,3
"F","A",28,12,2
"M","B",23,4,4
"F","A",25,6,3
"F","A",18,1,3
"F","B",23,6,4
"F","A",16,4,4
"F","C",25,5,4
"M","A",15,2,4
"M","C",32,11,5
"F","A",27,10,3
"M","B",23,7,5
"F","A",26,7,5
"F","B",17,2,4
"F","A",28,6,5
"F","C",18,2,4
"F","B",42,2,2
"F","A",50,15,2
"M","B",27,12,3
"M","B",26,5,5
"F","A",26,3,2
"M","B",15,8,5
"M","C",16,4,5
"F","C",18,11,5
"F","A",25,3,4
"F","A",25,15,3
"F","D",20,5,3
"F","A",25,11,3
"F","B",23,14,3
"M","A",22,3,3
"F","A",17,3,3
"F","D",55,25,5
"M","C",21,10,3
"M","A",29,10,3
"F","C",15,3,4
"F","A",31,42,5
"F","B",20,5,4
"F","B",20,10,4
"M","A",18,4,4
"M","B",33,6,4
"F","B",19,3,4
"F","D",34,1,3
"M","C",23,11,3
"M","B",31,13,4
"M","B",23,2,3
"F","B",23,11,5
"M","B",48,25,3
"F","A",27,4,2
"M","D",17,15,5
"F","B",25,13,5
"F","A",22,7,5
"F","B",19,7,3
"M","C",27,1,4
"M","A",17,8,5
"F","C",19,6,4
"F","B",22,9,3
"F","B",16,3,4
"M","C",38,21,3
"F","B",34,7,4
"M","B",21,5,3
"M","C",20,5,4
"M","C",25,3,3
"F","D",16,5,5
"M","A",28,8,3
"M","A",42,12,2
"F","B",23,13,3
"F","C",15,8,4
"M","C",27,13,5
"F","A",27,4,4
"F","C",26,17,3
"M","B",24,23,5
"F","A",18,16,3
"F","B",19,20,5
"F","B",27,5,4
"M","D",26,6,5
"F","A",49,25,4
"M","A",20,1,4
"F","B",32,18,4
"F","A",43,2,3
"F","B",22,1,3
"F","A",17,7,5
"F","A",25,7,2
"M","A",25,3,4
"F","A",27,2,4
"F","A",15,1,4
"F","A",31,1,3
"F","A",25,3,1
"F","A",29,2,1
"F","A",25,1,3
"M","B",18,2,3
"M","C",20,7,5
"M","B",17,5,5
"M","A",20,13,3
"M","A",19,5,5
"F","B",19,4,5
"M","D",22,9,5
"F","C",37,8,5
"F","A",28,1,3
"M","C",18,4,5
"M","A",41,2,3
"M","C",18,6,4
"F","C",24,5,5
"F","B",29,8,5
"F","A",25,3,3
"F","A",42,31,3
"F","A",43,12,2
"F","A",38,9,1
"M","B",19,1,4
"M","A",21,5,5
"F","A",29,18,3
"F","A",33,5,2
"M","B",20,6,5
"M","B",15,9,5
"M","B",31,8,5
"M","A",44,17,3
"F","B",43,13,3
"F","A",30,3,2
"M","A",35,11,3
"F","B",23,8,4
"F","B",21,9,4
"M","C",21,2,4
"F","A",25,9,4
"F","C",20,10,5
"F","A",30,5,5
"M","A",17,14,5
"F","A",16,1,3
"F","A",27,3,3
"F","B",15,2,3
"M","C",17,6,4
"F","A",22,2,4
"F","A",22,4,4
"F","B",19,1,3
"F","C",32,1,3
"F","B",36,22,5
"M","A",48,21,3
"M","B",17,1,4
"M","C",16,4,6
"F","C",43,19,2
"M","A",25,2,3
"F","B",35,10,4
"F","B",25,9,3
"M","B",27,12,5
"F","A",26,6,3
"M","C",25,8,3
"F","A",17,16,3
"M","C",23,11,5
"F","B",30,12,5
"M","A",18,5,4
"M","C",20,5,5
"F","B",48,31,3
"F","C",15,1,4
"F","B",20,12,4
"F","B",22,3,3
"M","A",27,4,3
"F","D",37,13,5
"M","B",18,4,3
"F","D",19,5,3
"M","A",23,3,3
"M","B",17,15,5
"M","C",34,8,5
"F","A",19,2,4
"F","B",21,8,5
"M","D",25,8,3
"F","A",26,8,2
"F","A",26,4,2
"F","B",16,5,3
"F","A",39,11,6
"F","A",34,1,3
"F","D",23,22,5
"M","B",17,12,5
"M","A",17,4,5
"F","D",32,4,4
"M","C",17,17,5
"M","B",33,12,5
"M","B",15,2,3
"M","A",16,3,3
"F","C",22,11,5
"F","A",51,28,3
"M","A",20,9,4
"F","A",41,1,2
"M","B",17,5,5
"M","A",15,1,4
"M","B",16,3,3
"F","A",27,2,3
"M","A",32,9,3
"F","A",34,21,3
"M","C",30,13,4
"M","A",20,2,4
"F","A",20,3,3
"M","B",22,11,3
"F","C",35,2,3
"M","C",20,5,5
"M","C",22,2,4
"F","B",33,14,3
"F","D",26,1,2
"F","C",15,5,4
"M","C",28,7,4
"F","B",21,6,3
"F","A",30,2,4
"F","B",17,4,5
