"Var1","Var2","Var4","Var9","Var10"
"M","B",15,11,4
"M","A",22,12,4
"F","B",25,4,4
"F","B",27,11,5
"F","C",27,3,2
"M","D",36,23,3
"F","D",17,7,5
"F","B",15,11,4
"M","B",16,8,5
"M","B",38,26,5
"M","C",39,5,5
"F","A",33,15,3
"M","A",29,19,6
"M","D",16,10,5
"F","B",31,6,5
"F","B",50,12,3
"F","C",32,9,5
"F","C",22,3,4
"M","C",17,12,3
"F","A",40,6,4
"M","B",15,14,5
"F","B",19,11,5
"M","C",40,19,3
"M","B",42,15,4
"F","B",27,12,4
"M","C",29,8,5
"M","A",15,16,5
"F","A",15,4,4
"M","B",16,4,5
"F","A",15,2,4
"F","A",18,3,3
"M","C",20,4,5
"F","B",26,14,4
"F","C",35,4,2
"F","C",36,13,5
"M","D",15,2,3
"F","C",20,13,5
"M","B",22,4,5
"M","A",22,7,3
"M","A",25,10,3
"F","C",29,15,5
"M","B",15,1,3
"F","C",26,10,2
"F","A",28,6,4
"M","C",16,6,5
"F","B",22,3,3
"F","C",39,10,3
"F","C",27,4,2
"M","B",23,14,3
"F","A",30,2,2
"M","B",15,1,3
"M","B",18,6,5
"M","C",16,7,5
"F","A",31,20,3
"F","A",33,8,3
"M","A",19,4,4
"M","A",30,3,3
"F","C",24,5,4
"M","A",20,4,4
"F","C",32,14,4
"F","B",17,5,4
"F","A",22,1,4
"F","C",16,2,3
"M","A",15,1,4
"M","A",19,4,6
"M","C",31,14,5
"M","B",20,7,3
"M","C",16,11,5
"M","B",25,5,5
"F","C",25,4,3
"M","A",18,4,4
"M","C",37,6,5
"M","B",18,6,5
"M","B",15,7,5
"F","B",22,2,3
"F","A",30,1,2
"F","A",28,10,2
"M","A",34,13,5
"F","A",34,2,2
"F","C",44,4,3
"M","A",21,6,3
"F","B",18,24,5
"F","C",50,31,5
"F","B",20,9,4
"M","D",16,1,4
"M","C",18,9,5
"M","A",18,4,5
"F","A",29,18,3
"F","A",25,0,3
"M","C",17,10,5
"M","C",16,1,4
"F","B",29,13,3
"F","A",32,1,2
"M","B",15,5,4
"F","C",16,3,4
"F","A",33,5,5
"M","A",27,3,1
"F","A",46,2,3
"M","B",15,5,5
"F","B",18,4,3
"F","A",15,8,3
"F","C",18,3,3
"M","A",23,2,3
"F","A",18,2,4
"F","A",16,3,3
"M","A",20,15,4
"F","C",28,9,4
"M","B",17,1,4
"F","A",26,10,4
"M","C",22,6,3
"F","A",42,3,2
"F","A",20,23,5
"F","A",25,0,2
"M","B",29,7,4
"F","D",26,2,3
"F","B",15,1,3
"F","C",17,5,5
"M","B",57,32,4
"F","D",26,0,3
"F","A",33,2,1
"F","B",25,3,3
"M","B",16,6,4
"M","A",23,3,4
"M","A",23,9,3
"M","A",30,1,3
"M","C",20,8,4
"F","A",25,0,4
"F","C",24,9,5
"F","B",18,5,3
"F","A",22,14,4
"M","A",33,6,3
"F","A",21,12,4
"F","B",17,8,3
"M","B",16,3,4
"F","B",16,3,3
"F","C",25,4,3
"M","B",28,5,5
"F","B",28,4,4
"M","C",21,27,5
"F","C",20,4,5
"F","A",25,1,3
"F","C",18,6,5
"F","B",39,21,5
"F","D",21,6,4
"F","A",28,3,3
"M","B",16,10,5
"M","C",22,10,5
"F","C",23,4,3
"M","C",21,5,3
"M","B",27,5,3
"F","B",20,3,4
"F","C",27,2,3
"F","C",46,20,4
"F","B",17,5,4
"M","A",18,6,5
"M","B",19,1,3
"F","A",20,9,5
"F","B",18,5,4
"M","A",22,1,3
"M","A",23,16,3
"M","A",24,1,3
"M","B",22,3,4
"M","C",26,5,5
"M","A",25,17,1
"M","B",16,5,3
"M","A",15,6,5
"F","A",31,3,3
"M","A",46,27,3
"M","A",35,10,4
"F","B",16,5,5
"F","A",25,5,5
"M","D",28,10,5
"F","A",29,6,3
"F","A",19,17,5
"F","B",33,12,4
"F","B",21,4,5
"M","B",17,1,4
"F","B",34,2,3
"F","C",43,17,3
"F","D",25,1,1
"F","A",33,6,2
"F","B",15,4,5
"M","C",61,31,5
"F","C",17,2,3
"F","B",17,1,4
"F","B",28,11,4
"F","A",31,21,4
"M","C",21,9,5
"M","C",16,1,3
"F","B",20,2,3
"M","A",16,5,3
"M","C",43,14,3
"F","A",19,9,5
"M","C",20,11,5
"F","A",32,2,2
"F","A",31,17,5
"F","B",19,7,5
"M","C",19,17,5
"F","C",25,6,3
"F","B",19,2,3
"F","A",27,10,2
"M","B",41,29,5
"M","A",16,8,5
"F","D",17,12,3
"F","A",16,5,5
"F","C",28,10,4
"M","B",18,5,4
"M","C",61,32,4
"M","A",20,1,3
"F","B",17,6,5
"M","A",20,25,5
"F","A",24,4,3
"M","B",18,9,5
"M","A",27,2,4
"F","B",16,1,4
"F","D",17,14,5
"F","B",24,14,4
"M","C",34,19,6
"F","D",25,24,4
"M","D",19,7,5
"M","D",17,14,5
"M","B",28,12,4
"F","B",16,3,4
"F","A",39,11,3
"M","A",24,23,5
"M","A",30,3,2
"F","A",39,5,3
"F","D",25,2,1
"M","C",26,13,3
"F","D",33,4,2
"M","A",23,6,4
"M","B",19,15,5
"M","C",27,7,5
"F","B",35,10,3
"M","A",35,16,4
"M","A",15,5,3
"F","A",46,4,3
"F","A",25,8,3
"F","C",18,14,5
"M","A",23,11,5
"F","D",22,2,4
"M","B",18,22,5
"M","B",36,9,3
"M","C",27,3,2
"F","A",40,7,4
"F","A",37,23,4
"F","C",17,3,4
"F","B",43,6,5
"M","A",25,3,3
"F","B",37,19,4
"F","C",25,1,2
"F","A",56,43,5
"M","B",32,13,5
"F","B",33,18,4
"F","A",26,3,4
"F","B",30,12,3
"F","A",32,6,3
"F","A",15,1,3
"M","C",15,2,4
"M","C",19,6,5
"M","B",15,6,5
"F","B",33,4,4
"F","A",26,1,2
"M","C",42,20,4
"M","C",15,3,4
"F","C",17,4,5
"F","B",24,11,3
"M","A",19,2,3
"F","B",17,4,4
"F","C",26,7,4
"F","B",18,6,5
"M","A",23,11,5
"F","C",28,21,3
"F","B",81,57,4
"F","A",29,11,3
"F","C",19,5,4
"F","D",29,4,4
"F","A",18,11,3
"F","C",23,4,4
"M","B",19,7,4
"F","A",27,5,2
"F","A",36,19,4
"F","A",38,1,2
"F","B",34,8,4
"F","C",18,8,3
"M","C",20,4,3
"F","A",27,4,1
"F","B",21,4,3
"F","A",37,7,3
"F","B",18,4,3
"M","B",15,4,5
"F","B",25,3,3
"M","D",16,13,5
"M","C",58,15,4
"F","B",23,7,5
"F","C",27,26,5
"M","C",20,12,5
"M","C",15,6,5
"F","B",26,10,4
"M","A",23,18,4
"M","D",26,6,4
"M","C",26,3,3
"F","C",19,6,5
"F","A",24,5,4
"F","A",36,7,4
"M","A",21,3,4
"F","B",19,11,4
"M","A",36,4,3
"M","C",15,5,5
"F","B",19,2,4
"F","C",18,8,5
"F","B",33,22,3
"M","A",30,8,5
"F","A",37,31,3
"M","D",30,16,5
"F","C",29,3,2
"M","A",15,6,5
"F","D",35,0,4
"M","D",27,8,3
"F","A",29,0,3
"M","A",19,4,3
"M","B",18,11,3
"F","A",30,2,1
"F","A",25,3,4
"M","B",26,9,5
"F","C",34,17,4
"M","A",34,6,3
"F","A",39,7,2
"F","A",25,2,3
"M","B",29,1,3
"F","A",38,10,3
"F","A",25,3,2
"M","C",16,5,5
"F","B",33,7,4
"F","D",21,2,4
"F","B",16,13,3
"F","B",17,5,4
"M","B",19,4,4
"M","A",24,12,5
"F","C",15,1,4
"M","A",25,5,4
"F","C",20,11,4
"F","B",17,7,3
"F","A",33,3,3
"F","A",25,32,5
"F","B",22,9,3
"F","B",18,2,3
"F","A",37,2,2
"M","B",19,7,3
"F","C",34,5,2
"F","A",29,11,4
"F","A",25,11,4
"F","C",30,11,5
"M","A",21,1,3
"F","B",17,11,5
"F","B",34,4,4
"F","D",21,14,5
"F","A",31,22,3
"M","C",16,2,3
"F","B",22,5,3
"F","B",26,8,4
"M","A",15,4,3
"F","B",58,30,3
"F","C",25,10,3
"M","B",25,9,3
"M","B",26,9,4
"M","B",38,14,3
"F","B",19,16,3
"F","A",17,1,3
"F","B",25,0,5
"M","B",15,4,3
"F","B",48,28,3
"M","A",17,1,4
"F","C",28,5,3
"M","B",22,3,3
"M","B",16,4,5
"M","B",40,8,5
"F","B",20,19,5
"F","B",17,3,4
"F","A",45,10,3
"F","B",26,16,4
"M","B",33,13,5
"F","A",31,9,4
"F","A",15,8,3
"M","B",17,26,5
"F","B",15,3,4
"M","B",20,4,5
"F","C",22,9,5
"M","A",15,3,4
"F","B",22,4,5
"F","A",18,1,3
"M","B",18,2,3
"M","D",33,27,5
"F","A",25,5,3
"F","C",25,5,3
"M","B",25,5,3
"F","B",19,14,6
"F","C",25,4,3
"M","C",18,4,3
"M","B",19,4,3
"F","C",60,17,3
"F","B",25,8,5
"F","B",28,12,4
"M","A",25,13,2
"F","C",18,1,4
"F","A",25,4,2
"M","B",23,5,4
"M","D",26,6,5
"M","B",19,5,5
"F","A",32,6,3
"M","C",16,4,5
"F","C",29,0,3
"M","A",21,6,2
"F","A",44,8,4
"F","B",21,11,5
"F","D",15,2,4
"F","C",20,9,3
"M","A",48,34,4
"M","B",19,6,3
"M","B",16,1,3
"M","A",41,8,3
"F","A",36,5,3
"F","B",32,10,5
"M","D",21,7,3
"M","A",15,8,4
"M","C",42,1,3
"F","A",27,2,1
"F","C",37,2,3
"F","B",34,12,4
"F","B",15,1,3
"F","A",18,4,5
"F","B",49,20,3
"F","B",16,2,3
"F","C",26,1,3
"M","A",20,8,3
"M","A",25,6,3
"F","A",25,17,3
"M","B",34,12,5
"F","C",17,4,5
"M","B",26,9,5
"F","B",15,4,5
"M","B",32,11,4
"F","B",18,6,5
"F","A",24,4,3
"F","B",20,6,3
"M","D",19,5,4
"F","D",18,5,5
"F","B",16,2,3
"F","A",27,1,4
"M","B",21,4,3
"F","D",25,1,2
"F","C",29,8,3
"M","A",21,4,4
"F","A",27,1,3
"F","A",24,18,5
"M","D",15,2,4
"F","A",30,5,3
"M","B",24,5,4
"M","A",21,24,5
"F","D",44,25,4
"F","A",15,1,3
"M","A",27,10,3
"F","B",19,1,4
"M","B",16,5,5
"M","A",25,1,3
"M","A",20,7,3
"F","B",19,5,3
"F","C",32,6,5
"M","C",18,6,3
"F","C",23,13,3
"M","B",21,22,4
"F","A",17,4,3
"M","A",15,12,5
"M","A",17,2,3
"M","C",15,7,4
"F","C",22,8,3
"M","B",21,6,3
"F","B",26,2,3
"M","C",20,14,5
"M","A",35,1,3
"M","A",49,21,4
"F","D",38,10,3
"F","A",20,3,4
"M","A",20,11,3
"M","C",19,6,5
"F","B",20,4,5
"F","D",16,6,5
"F","A",32,42,5
"F","B",33,6,4
"F","B",26,10,5
"F","B",20,3,3
"M","B",49,44,6
"F","A",23,4,3
"F","A",25,22,3
"F","A",25,6,3
"M","B",17,1,4
"F","B",42,31,3
"F","C",33,24,5
"M","B",35,10,3
"F","B",50,38,4
"F","A",29,4,1
"F","B",24,12,5
"M","B",18,18,4
"F","D",39,9,4
"M","A",21,5,3
"F","A",16,3,3
"F","A",17,3,4
"M","B",19,12,5
"F","B",18,1,3
"M","C",20,4,5
"M","A",18,4,5
"F","C",26,14,4
"F","B",18,4,5
"F","B",27,4,5
"F","C",45,15,2
"F","A",15,3,3
"F","A",28,1,3
"F","A",22,6,3
"F","A",28,4,3
"F","B",21,13,4
"F","B",59,15,3
"F","A",16,5,5
"F","A",25,1,3
"F","A",26,1,2
"F","B",34,12,3
"M","A",28,1,3
"F","B",19,6,4
"M","B",31,20,4
"F","B",15,1,4
"F","B",34,7,3
"M","A",15,6,5
"F","C",38,23,5
"M","C",16,4,5
"F","D",25,25,3
"M","B",18,6,4
"M","A",25,10,4
"F","D",29,12,5
"F","A",30,3,3
"F","A",35,8,2
"M","A",15,4,4
"M","A",17,9,5
"M","A",28,6,5
"M","A",17,4,3
"F","C",24,16,5
"F","A",18,7,3
"M","B",24,8,5
"F","B",15,3,3
"F","A",27,13,4
"F","A",37,11,3
"F","A",29,16,2
"F","A",27,2,1
"M","B",15,2,3
"M","C",24,4,4
"F","B",17,4,3
"F","B",16,4,4
"F","C",25,1,3
"F","A",25,4,3
"F","A",34,1,3
"F","B",59,65,3
"F","A",26,6,3
"M","A",26,1,3
"F","A",57,41,4
"F","C",31,14,4
"F","A",15,2,4
"F","B",15,3,3
"F","C",19,13,3
"F","A",30,4,3
"M","A",25,3,3
"M","C",17,16,4
"F","B",22,6,4
"F","B",18,13,3
"F","B",26,3,2
"M","A",17,5,4
"M","D",18,3,4
"F","C",37,5,3
"M","C",22,12,3
"F","C",20,6,5
"M","B",23,16,4
"F","A",25,5,4
"M","C",16,1,3
"F","B",18,5,4
"F","A",27,7,4
"M","A",16,5,5
"F","A",32,5,3
"F","A",30,5,3
"F","B",29,9,3
"F","B",25,3,3
"F","C",21,10,5
"F","A",31,5,4
"M","D",18,4,5
"F","C",27,9,4
"F","A",27,18,4
"M","D",15,4,5
"M","A",20,5,4
"F","A",24,7,4
"M","A",17,2,3
"F","A",25,1,4
"M","C",18,2,4
"F","A",28,4,3
"F","A",38,1,3
"M","C",19,20,5
"M","B",30,4,3
"F","C",24,5,5
"F","B",21,5,5
"F","A",29,0,3
"M","C",37,8,3
"M","B",17,6,3
"M","A",24,6,4
"F","A",35,3,3
"M","B",15,12,5
"M","C",15,11,5
"F","A",62,5,4
"F","C",25,1,3
"F","B",30,10,5
"F","B",21,3,3
"M","C",17,2,3
"M","B",21,8,3
"M","A",36,11,2
"F","D",15,11,4
"M","A",20,23,5
"F","C",40,9,4
"M","B",23,13,5
"F","D",27,1,4
"M","B",18,9,4
"F","C",21,16,5
"F","D",25,0,3
"F","A",28,3,3
"F","B",24,15,4
"F","A",24,5,3
"M","C",23,9,5
"F","A",31,3,2
"F","D",31,9,3
"F","B",21,6,3
"F","B",22,6,4
"F","A",24,16,4
"F","A",15,3,4
"F","A",36,10,3
"M","A",15,11,5
"F","A",27,4,5
"M","A",17,1,4
"M","C",17,4,5
"F","A",33,6,4
"F","C",21,2,3
"F","C",15,1,3
"F","D",27,2,2
"F","C",28,16,5
"F","A",27,13,1
"M","B",26,8,5
"M","A",21,6,5
"F","B",23,6,5
"M","B",15,4,5
"M","A",24,5,4
"M","C",17,2,4
"F","B",18,6,3
"F","C",26,16,2
"F","B",20,3,3
"F","B",34,28,6
"F","B",19,5,4
"F","A",20,8,4
"F","C",32,7,1
"F","D",37,12,4
"M","B",20,14,5
"M","A",18,7,5
"F","B",15,3,3
"F","A",15,1,4
"M","A",28,2,3
"F","B",18,4,5
"M","B",21,3,3
"F","A",29,2,1
"F","D",26,4,5
"F","B",32,8,3
"F","A",25,7,3
"M","A",31,1,3
"F","C",21,4,5
"M","A",17,5,4
"F","A",25,9,5
"M","B",19,14,5
"F","A",16,2,4
"F","B",23,6,5
"F","B",20,10,5
"M","C",17,6,5
"F","C",18,8,3
"M","A",26,6,4
"F","C",15,3,4
"F","D",15,4,4
"M","D",23,4,6
"F","B",25,3,4
"F","B",20,4,5
"F","B",21,4,3
"F","A",29,2,3
"F","B",23,14,5
"F","A",15,2,4
"M","C",29,3,3
"M","B",32,23,3
"F","B",20,9,4
"M","A",27,13,4
"M","B",17,1,3
"M","C",20,7,6
"M","A",26,11,3
"M","A",30,7,3
"F","B",17,3,4
"F","C",31,3,3
"F","B",15,4,5
"F","A",23,3,4
"F","A",29,12,4
"F","A",33,4,2
"F","B",27,14,4
"F","D",17,1,3
"F","A",22,9,3
"F","A",15,3,3
"F","A",25,6,3
"F","B",26,11,4
"M","C",17,4,5
"M","B",42,15,3
"M","D",32,42,5
"M","B",39,21,3
"M","C",16,2,3
"F","C",19,5,5
"F","A",18,4,3
"F","A",28,1,4
"M","B",21,14,5
"M","C",68,9,5
"F","D",19,11,5
"F","C",18,2,4
"M","C",37,19,5
"F","A",29,2,1
"M","A",23,20,5
"F","B",15,7,3
"M","A",33,12,2
"F","D",27,5,4
"F","B",62,21,3
"F","A",39,3,3
"F","B",26,9,3
"M","B",21,4,3
"F","A",26,1,4
"F","B",23,4,3
"M","A",17,4,4
"M","D",23,27,5
"F","A",17,5,5
"M","A",15,7,3
"F","A",31,3,3
"F","B",18,5,4
"F","D",49,17,4
"F","D",15,1,3
"F","A",18,9,5
"F","A",17,3,4
"F","B",29,4,5
"F","C",17,8,5
"M","B",20,6,4
"M","A",15,18,5
"M","B",15,1,4
"M","B",18,5,3
"F","B",15,2,4
"M","A",55,36,3
"M","A",20,5,5
"F","C",17,5,5
"F","A",28,1,1
"M","B",25,11,4
"M","A",18,1,3
"M","A",32,3,4
"M","A",25,7,2
"F","B",26,11,3
"F","B",19,2,3
"F","A",34,5,2
"M","B",32,5,3
"F","A",22,4,3
"F","A",20,3,3
"F","B",15,5,4
"M","A",26,11,3
"M","B",21,15,4
"F","C",31,0,3
"M","C",44,33,5
"F","A",20,4,4
"M","B",23,7,3
"F","A",15,1,3
"M","D",17,5,3
"M","A",35,2,2
"M","B",21,1,3
"M","A",25,2,3
"M","B",25,19,5
"M","B",22,5,3
"F","A",43,21,4
"M","B",32,24,4
"F","B",32,3,2
"M","B",24,22,5
"M","B",33,14,5
"M","A",20,8,4
"F","A",21,6,4
"M","A",19,6,5
"M","B",49,28,5
"M","D",17,6,5
"M","B",31,2,4
"M","B",19,7,4
"F","A",33,1,2
"M","B",18,1,4
"F","B",15,4,4
"M","A",24,10,3
"F","B",29,6,3
"M","B",29,9,4
"F","A",15,1,4
"F","A",21,22,5
"F","B",22,9,3
"F","D",26,4,5
"M","A",15,13,4
"F","C",37,9,5
"M","C",15,1,3
"F","B",21,4,4
"M","A",19,4,4
"M","B",27,12,5
"F","A",29,5,3
"F","A",20,5,5
"M","A",20,1,3
"M","B",15,2,3
"F","B",18,7,5
"M","B",30,16,5
"F","C",15,2,3
"M","B",27,6,3
"F","A",33,5,5
"M","D",38,16,5
"F","B",18,8,3
"M","A",54,8,4
"M","C",27,8,4
"F","A",49,4,1
"F","C",44,24,3
"F","C",20,15,3
"M","B",23,8,5
"F","B",16,2,4
"F","A",19,4,3
"F","D",15,12,5
"M","C",20,5,5
"M","A",41,4,3
"F","D",15,2,3
"F","B",17,6,5
"F","B",42,18,6
"F","A",29,10,3
"F","C",20,2,3
"F","A",31,2,4
"F","B",15,4,5
"F","B",15,6,5
"M","B",50,24,3
"F","A",15,2,3
"F","B",35,20,5
"F","C",22,6,4
"F","A",45,24,4
"F","A",28,8,2
"F","B",15,1,3
"M","B",20,7,4
"F","D",26,1,3
"M","D",17,4,4
"M","A",21,2,3
"F","A",31,3,5
"M","B",17,7,4
"F","B",27,7,4
"M","B",15,1,3
"F","B",32,6,4
"F","C",43,4,5
"F","A",16,5,5
"F","C",39,28,3
"M","D",37,10,3
"M","C",22,6,4
"F","C",25,10,3
"M","B",15,1,4
"F","C",43,11,3
"M","A",22,7,4
"F","B",17,3,4
"M","A",37,13,3
"F","B",24,10,4
"M","A",25,11,3
"M","B",15,9,5
"M","A",22,1,4
"F","B",33,16,5
"M","B",18,7,3
"M","B",26,7,3
"F","A",16,4,3
"F","B",29,5,1
"F","B",20,5,4
"F","A",28,2,3
"M","B",35,4,5
"F","A",27,3,4
"F","B",17,8,5
"F","A",32,11,3
"F","A",18,5,3
"M","B",18,7,4
"M","A",32,7,5
"F","C",21,11,5
"M","B",24,7,5
"F","C",31,7,2
"F","A",15,4,3
"F","A",40,4,3
"F","B",15,9,5
"M","A",26,1,4
"F","A",30,16,3
"F","A",23,15,3
"M","B",16,4,5
"F","A",20,19,3
"M","A",25,11,5
"M","D",37,5,3
"M","C",30,22,5
"F","B",24,6,4
"F","D",16,2,3
"M","C",15,1,3
"M","B",17,6,5
"M","A",23,10,5
"F","B",23,1,4
"F","C",18,4,5
"F","A",43,2,2
"M","C",31,5,3
"F","C",35,6,2
"F","A",27,5,5
"F","A",23,5,3
"F","B",25,2,3
"F","B",28,16,5
"M","A",36,14,3
"M","B",43,12,5
"F","A",40,19,5
"F","A",18,13,5
"F","B",15,2,3
"M","B",16,5,5
"F","C",26,1,4
"F","A",27,4,2
"F","B",28,16,4
"M","A",19,7,4
"M","A",41,21,3
"M","C",15,11,4
"F","C",19,33,5
"F","A",27,1,3
"F","B",23,9,4
"F","A",45,8,3
"F","C",26,2,4
"M","A",20,5,5
"F","C",17,8,4
"M","C",34,4,3
"F","B",15,3,4
"M","B",23,7,5
"F","A",19,2,3
"M","B",27,17,3
"F","B",15,4,3
"F","C",15,2,4
"F","C",15,16,5
"M","C",20,14,5
"M","D",17,6,5
"F","A",33,2,3
"M","A",29,7,1
"M","C",30,7,5
"M","D",32,8,5
"F","A",25,4,3
"F","A",36,13,3
"F","C",19,5,5
"F","C",19,9,5
"M","B",16,1,4
"F","C",24,12,4
"F","C",24,12,5
"M","A",22,4,4
"F","A",27,7,3
"M","C",22,13,6
"M","A",17,2,3
"F","C",16,2,4
"F","C",29,6,5
"M","A",23,8,5
"F","C",17,5,5
"M","A",26,3,4
"M","C",15,1,4
"M","B",15,3,3
"F","C",20,9,3
"M","A",26,9,3
"M","B",26,11,3
"F","C",31,10,3
"F","A",30,6,2
"M","B",36,32,3
"M","B",19,3,3
"M","B",29,16,5
"F","A",39,0,3
"M","A",24,13,5
"F","C",29,5,2
"F","B",33,9,4
"M","D",38,46,3
"F","D",19,6,5
"F","C",21,9,5
"F","C",22,8,5
"F","B",18,19,4
"F","D",26,2,3
"F","B",18,6,4
"M","B",18,5,5
"F","A",31,9,3
"F","C",29,11,5
"M","C",21,9,5
"F","B",24,9,3
"F","B",26,13,5
"F","A",17,4,3
"F","A",18,5,5
"F","D",35,12,5
"F","A",25,7,3
"M","C",16,9,5
"M","B",19,4,4
"M","A",19,3,4
"F","C",17,6,4
"M","B",19,6,4
"F","A",35,13,3
"F","A",27,7,2
"F","A",25,7,4
"M","D",15,7,3
"M","A",30,3,2
"F","B",18,4,4
"M","B",16,12,5
"F","B",23,1,4
"F","C",29,12,5
"M","A",15,10,5
"F","A",28,7,3
"F","A",30,5,3
"M","B",22,12,5
"F","B",18,4,5
"M","A",30,6,3
"F","C",24,19,5
"F","A",29,14,2
"M","C",15,9,4
"F","A",21,6,3
"F","C",19,4,5
"F","A",19,3,3
"F","A",19,4,4
"F","A",25,16,3
"F","A",26,12,4
"F","C",16,3,3
"M","B",21,2,3
"M","D",26,13,5
"M","B",17,5,3
"M","B",17,3,3
"F","B",37,10,3
"F","A",36,9,1
"F","A",32,4,3
"F","A",15,3,4
"F","A",27,2,3
"F","B",16,8,4
"F","A",28,4,3
"F","B",23,9,3
"F","A",20,14,3
"F","A",15,2,3
"M","A",20,9,3
"F","A",43,9,3
"F","B",15,1,3
"M","B",21,2,3
"M","B",22,4,4
"M","A",30,13,5
"M","B",19,4,5
"F","B",35,2,3
"M","A",26,2,3
"F","C",27,9,3
"M","A",36,18,3
"M","C",25,14,3
"M","A",15,1,3
"M","B",36,11,3
"M","A",31,17,4
"M","A",35,10,5
"F","D",26,6,2
"F","A",24,9,3
"F","C",18,3,3
"F","A",22,4,5
"F","C",30,1,3
"F","A",27,1,4
"M","B",18,2,4
"F","D",21,1,3
"F","A",32,9,4
"F","B",19,4,4
"M","B",32,15,4
"F","A",29,2,4
"M","A",35,8,1
"F","A",18,10,5
"F","A",15,11,5
"F","A",24,8,5
"F","B",23,1,4
"F","A",15,3,4
"M","A",23,3,4
"M","A",37,15,4
"M","B",22,25,5
"M","D",17,5,5
"F","B",44,4,3
"F","A",31,14,4
"M","B",36,7,2
"F","A",30,4,2
"M","A",61,15,3
"M","C",19,5,4
"F","D",27,6,3
"F","A",29,4,3
"M","C",24,3,4
"F","B",19,2,3
"M","D",15,4,5
"M","A",17,3,3
"F","A",16,8,5
"M","A",15,5,4
"M","A",59,18,4
"M","C",15,10,5
"F","C",37,14,4
"F","C",18,6,3
"F","C",15,5,5
"F","B",15,4,5
"F","B",42,13,3
"F","A",29,5,3
"F","B",16,1,3
"M","C",28,10,5
"F","B",18,16,5
"M","A",16,4,5
"M","B",27,12,4
"F","B",16,5,5
"M","D",17,5,5
"F","C",17,7,5
"F","B",19,1,3
"F","B",20,4,4
"F","B",26,4,3
"F","B",18,9,5
"F","B",28,28,3
"F","A",31,8,4
"F","B",30,17,3
"M","B",15,7,4
"M","C",17,5,5
"M","B",19,6,5
"F","A",21,9,4
"F","B",22,3,4
"F","A",19,5,4
"M","A",38,3,2
"M","A",21,13,3
"F","A",17,2,3
"F","A",18,19,3
"F","B",16,3,4
"M","B",15,2,3
"F","C",17,10,5
"F","B",19,3,4
"F","A",36,4,1
"F","B",30,6,4
"F","B",21,4,5
"F","A",39,14,3
"M","D",27,15,5
"M","D",19,6,4
"F","B",18,3,4
"F","A",35,13,3
"M","C",17,5,5
"F","A",26,9,2
"F","B",31,10,4
"M","B",24,17,5
"F","B",15,3,4
"M","A",24,12,5
"F","A",42,3,3
"F","A",28,1,3
"F","A",15,26,5
"F","A",28,3,4
"M","A",20,2,4
"M","B",17,5,5
"F","C",26,7,5
"F","C",31,11,3
"F","C",26,10,5
"M","A",18,12,5
"M","B",40,12,4
"F","A",19,4,5
"F","A",51,13,3
"F","A",25,6,2
"F","B",18,3,3
"F","D",26,0,4
"M","B",17,4,4
"F","B",26,4,4
"F","B",15,2,4
"M","B",29,15,4
"M","B",16,1,4
"F","A",16,7,3
"F","B",18,8,3
"F","C",15,15,4
"M","C",23,10,5
"F","C",30,1,3
"F","A",17,2,3
"F","B",24,8,3
"F","B",23,6,4
"M","D",16,5,3
"F","B",16,5,5
"M","B",20,11,5
"F","A",29,1,1
"M","A",18,7,4
"F","C",27,12,4
"F","B",15,4,4
"M","A",15,8,5
"F","B",22,7,5
"F","C",36,5,5
"F","A",25,3,2
"F","B",16,1,4
"M","C",39,12,5
"F","C",23,9,5
"F","B",40,12,3
"F","B",21,2,3
"F","B",15,3,3
"M","A",36,2,3
"F","B",17,10,3
"F","A",50,7,4
"M","B",16,1,4
"M","B",16,6,3
"F","B",26,16,4
"M","B",39,10,5
"F","A",23,10,3
"F","C",15,9,5
"F","C",19,10,4
"F","B",16,1,3
"F","D",25,4,3
"F","C",25,0,2
"F","A",32,4,2
"M","A",24,14,5
"F","B",28,8,3
"M","B",26,5,5
"M","B",16,1,4
"F","B",18,4,4
"M","B",20,27,5
"F","B",27,6,5
"F","A",45,19,3
"M","B",18,10,5
"F","B",29,15,4
"F","B",34,17,4
"F","B",24,17,5
"M","B",21,4,6
"F","A",17,10,3
"M","C",15,5,5
"M","C",37,4,5
"M","C",20,3,3
"F","A",15,1,5
"M","C",19,4,5
"F","C",38,1,3
"F","A",18,4,4
"M","C",23,20,3
"M","A",22,2,4
"F","B",18,1,4
"M","B",28,9,3
"F","B",32,1,1
"F","B",15,2,4
"F","A",34,10,3
"M","B",15,2,3
"F","B",70,31,4
"F","B",15,1,3
"F","C",24,10,3
"M","A",18,4,3
"F","C",31,4,5
"M","C",17,8,5
"F","A",29,9,2
"F","B",35,8,4
"F","B",29,4,3
"M","D",54,9,5
"M","A",25,20,5
"F","A",30,2,3
"F","A",37,12,3
"F","C",29,2,2
"F","A",26,1,3
"M","D",16,1,3
"F","D",15,1,3
"M","B",19,7,3
"M","D",37,16,3
"F","A",20,7,5
"M","B",16,9,5
"F","A",33,2,3
"M","A",23,2,3
"F","C",16,12,5
"M","B",21,4,4
"M","B",19,4,4
"M","C",19,9,5
"M","A",17,2,4
"F","C",17,6,4
"F","A",16,4,5
"F","C",59,39,5
"F","C",20,4,3
"F","C",15,5,5
"F","B",18,6,5
"M","B",16,7,5
"F","B",23,4,3
"F","B",24,3,3
"F","A",26,0,2
"F","A",20,8,3
"F","C",38,3,3
"F","A",31,4,3
"M","A",22,7,5
