"Var1","Var2","Var4","Var9","Var10"
"M","C",22,2,4
"M","C",29,10,5
"M","C",26,5,5
"F","C",28,4,3
"M","A",29,5,3
"M","A",26,5,1
"F","B",24,7,3
"F","B",20,14,3
"M","B",17,14,5
"M","B",17,7,4
"F","A",31,8,3
"M","B",18,8,5
"M","A",33,16,3
"M","C",29,2,3
"F","B",16,9,3
"F","A",21,10,5
"F","B",19,3,3
"F","A",20,1,4
"M","A",53,14,3
"F","C",26,4,1
"M","A",19,11,4
"M","A",16,6,5
"M","B",40,2,2
"F","A",35,2,3
"M","A",31,9,4
"F","A",25,2,3
"M","B",44,19,5
"F","B",17,6,5
"M","B",26,1,4
"M","D",20,1,4
"F","B",21,1,4
"F","C",28,2,3
"M","A",46,21,3
"F","B",18,4,4
"F","A",30,1,2
"M","B",46,28,3
"F","B",17,4,3
"F","C",16,4,5
"M","C",24,7,4
"M","D",21,4,4
"M","B",18,1,3
"M","C",41,8,3
"F","B",30,6,3
"F","B",19,5,5
"M","B",15,10,5
"M","A",16,6,5
"F","A",46,8,3
"F","B",21,11,5
"M","D",35,24,5
"M","C",27,8,3
"F","A",37,3,3
"F","C",26,3,3
"M","B",18,13,5
"M","A",34,2,4
"F","B",24,2,4
"F","C",18,3,4
"M","A",15,1,4
"F","A",17,4,4
"M","B",27,10,3
"M","D",21,5,5
"F","B",30,6,3
"F","A",26,6,3
"M","A",25,10,3
"F","A",19,9,3
"F","B",16,1,3
"F","B",16,3,3
"F","A",25,2,2
"F","A",23,21,5
"M","A",21,10,5
"F","B",25,2,3
"M","C",27,2,3
"F","D",22,8,5
"F","A",19,1,3
"M","B",23,18,4
"F","B",18,4,4
"F","B",26,5,4
"F","A",34,3,3
"F","B",41,15,5
"M","C",17,2,4
"F","A",15,4,5
"F","B",28,7,4
"F","A",23,9,4
"F","C",27,16,5
"F","D",31,1,3
"F","D",29,4,5
"M","A",18,8,5
"F","A",25,1,3
"F","A",30,11,2
"F","B",41,12,4
"F","B",15,1,4
"F","A",49,2,4
"M","A",37,20,3
"M","B",17,12,5
"F","B",18,2,3
"M","B",18,10,4
"F","B",17,1,5
"F","B",18,6,5
"M","B",19,4,3
"F","A",29,5,3
"M","A",16,10,5
"F","B",25,12,4
"F","B",30,4,3
"F","D",24,13,5
"F","C",27,7,3
"M","B",27,4,4
"M","C",17,5,5
"M","A",38,5,3
"F","A",41,11,5
"M","B",16,3,3
"M","B",17,3,3
"F","A",37,18,3
"M","D",19,33,4
"F","B",16,10,4
"M","C",19,5,5
"F","A",34,18,4
"F","A",28,19,3
"M","A",25,18,3
"F","B",16,1,4
"F","A",35,6,3
"F","C",16,12,5
"M","A",16,2,3
"M","B",22,17,5
"M","A",20,6,4
"M","B",18,5,3
"F","B",19,4,5
"M","D",17,12,5
"M","B",15,4,3
"F","B",41,20,4
"F","B",37,14,4
"M","C",21,3,3
"F","B",18,2,4
"M","C",26,1,3
"F","A",28,12,3
"F","C",31,9,2
"F","C",15,4,4
"M","C",15,7,5
"M","A",15,2,4
"F","A",23,7,4
"F","A",15,7,5
"F","B",16,3,4
"M","B",22,12,3
"M","B",15,4,4
"F","A",15,5,5
"M","D",25,46,5
"M","D",16,6,5
"M","A",15,10,5
"F","A",30,1,3
"F","A",34,0,1
"F","A",26,2,2
"F","A",29,1,3
"F","A",33,1,3
"M","B",20,3,3
"F","B",20,8,5
"M","B",17,5,3
"M","A",19,12,5
"M","B",21,6,5
"F","A",43,11,3
"M","A",17,2,3
"F","C",17,5,5
"F","D",20,5,5
"M","B",20,17,4
"M","B",17,1,4
"F","C",21,5,5
"F","A",15,29,5
"F","B",70,55,4
"F","B",19,6,3
"F","A",28,6,4
"F","B",16,2,5
"F","A",21,9,3
"M","D",16,5,5
"M","A",19,12,5
"M","B",16,9,5
"F","B",29,20,5
"M","C",41,11,4
"M","B",28,12,4
"M","A",22,9,5
"F","B",16,1,3
"F","D",15,5,5
"M","C",18,2,4
"F","B",20,5,3
"M","B",29,17,5
"M","A",30,1,3
"M","D",30,20,5
"M","B",15,1,3
"M","B",16,2,3
"F","C",23,4,5
"F","A",34,1,4
"F","A",17,1,4
"F","A",19,1,3
"F","A",29,21,4
"M","C",15,1,4
"F","A",26,7,3
"M","B",20,7,5
"M","B",21,6,5
"F","A",20,6,4
"F","C",38,16,4
"M","B",19,5,5
"F","B",22,6,5
"F","D",17,7,5
"F","B",18,14,5
"F","A",21,8,5
"F","A",30,11,4
"M","C",32,28,5
"M","D",41,4,4
"F","B",18,1,4
"M","B",17,8,3
"M","A",41,5,4
"F","A",32,15,4
"M","C",23,18,5
"F","B",17,5,5
"M","A",27,2,3
"M","B",31,5,5
"M","B",36,20,5
"M","C",34,14,5
"M","C",26,11,4
"M","B",16,4,5
"F","B",22,4,3
"F","C",16,16,5
"M","A",33,3,3
"F","A",35,5,3
"F","A",16,2,4
"F","C",22,3,4
"F","D",20,4,5
"M","A",16,10,5
"F","B",16,1,3
"F","B",15,5,4
"F","A",18,12,5
"F","A",15,22,5
"M","B",30,11,3
"F","A",27,7,2
"F","A",26,2,3
"M","C",18,8,5
"M","B",20,7,5
"F","C",16,2,3
"F","A",15,11,5
"M","B",27,7,4
"F","B",25,14,5
"F","C",25,3,3
"F","D",21,5,4
"F","B",28,1,4
"M","A",21,13,3
"M","B",22,6,4
"F","A",25,1,1
"F","B",35,10,3
"F","B",22,11,3
"F","C",27,10,4
"M","A",17,10,3
"F","C",28,5,5
"F","A",26,5,5
"F","D",28,12,5
"F","B",37,2,4
"F","A",16,1,4
"M","B",22,11,5
"F","B",22,4,3
"F","D",21,1,3
"F","A",19,5,4
"F","A",31,9,4
"F","C",34,11,4
"F","B",18,18,5
"F","A",21,10,4
"F","B",15,1,4
"M","A",32,11,4
"F","A",19,4,5
"F","C",50,6,3
"M","B",18,3,4
"M","A",29,8,3
"M","A",16,5,4
"F","B",18,14,5
"F","C",41,24,5
"F","B",19,3,4
"F","B",25,1,4
"M","A",28,6,3
"F","A",26,9,2
"F","A",24,1,4
"F","C",15,8,5
"F","A",31,8,3
"M","D",24,6,4
"F","A",29,1,4
"M","A",31,15,1
"M","B",21,4,4
"F","A",42,1,2
"F","B",16,6,4
"F","D",16,2,4
"F","D",26,1,1
"M","B",21,1,3
"F","A",52,6,3
"F","B",15,1,3
"F","B",32,5,5
"F","A",27,24,5
"M","D",24,18,5
"F","B",23,16,5
"F","D",32,17,5
"M","A",25,6,2
"F","B",19,4,4
"M","A",26,1,3
"M","B",19,17,4
"M","C",39,25,5
"M","A",25,3,4
"F","A",16,3,5
"M","C",26,8,5
"M","B",18,22,5
"F","A",32,4,3
"M","A",27,3,2
"F","C",16,7,3
"F","B",16,5,5
"M","C",25,8,4
"M","C",20,8,4
"F","C",33,13,4
"F","A",32,2,3
"F","B",20,14,5
"F","A",31,2,2
"F","B",15,3,4
"F","A",59,7,3
"F","B",26,2,4
"M","A",26,0,3
"F","C",16,3,3
"F","B",44,18,3
"F","B",27,12,4
"M","B",52,11,5
"F","D",35,1,2
"F","B",21,5,3
"F","B",15,6,5
"M","A",16,2,3
"F","A",38,8,3
"F","B",18,9,4
"M","B",17,15,5
"F","A",16,7,5
"F","C",18,10,4
"M","C",18,14,5
"M","D",24,15,5
"M","B",20,13,4
"M","A",25,10,3
"F","A",18,2,3
"F","A",24,4,5
"M","D",17,4,6
"F","A",26,2,3
"F","A",25,5,3
"M","A",19,18,3
"M","A",19,7,3
"M","B",25,12,4
"F","D",31,15,3
"F","A",39,1,3
"F","A",25,1,2
"F","A",24,10,4
"F","A",28,18,5
"F","C",24,5,5
"M","B",15,3,3
"F","B",21,6,5
"F","B",15,1,4
"F","A",18,27,5
"F","B",16,3,3
"M","D",34,7,3
"F","B",23,1,4
"F","A",26,2,4
"F","A",22,12,4
"F","A",43,26,4
"F","D",24,10,5
"F","D",16,12,5
"M","A",24,8,4
"F","B",19,9,3
"M","B",20,8,5
"F","B",59,18,3
"F","A",26,1,3
"F","A",38,5,3
"F","A",20,2,4
"M","A",22,4,3
"F","A",42,15,3
"F","B",15,5,3
"M","B",16,2,3
"F","B",33,18,4
"M","A",34,8,3
"F","C",27,1,1
"F","C",44,4,3
"F","B",20,7,4
"M","B",21,15,4
"M","B",18,4,4
"M","B",20,10,5
"F","B",28,10,3
"M","B",22,5,5
"M","B",16,4,5
"M","C",18,5,5
"F","C",31,6,2
"M","A",27,13,3
"M","C",18,6,5
"M","B",28,3,3
"M","A",25,1,3
"F","C",24,8,5
"F","B",27,14,5
"M","B",18,4,3
"M","B",31,18,4
"M","D",27,4,4
"M","A",15,1,3
"F","A",36,24,3
"F","B",21,1,4
"M","B",15,2,4
"M","C",15,4,4
"M","B",17,4,3
"M","A",19,4,4
"M","B",15,1,4
"F","A",39,3,1
"F","C",32,2,2
"M","A",43,10,3
"M","B",21,15,5
"M","B",32,3,3
"M","B",47,42,5
"F","A",29,5,2
"M","A",42,1,2
"F","B",24,9,5
"F","A",33,4,4
"F","C",26,6,2
"M","A",15,3,3
"F","B",17,4,3
"F","A",18,4,5
"M","C",27,4,5
"M","D",18,7,5
"F","C",26,7,4
"M","A",20,2,4
"F","A",25,3,2
"F","C",16,1,3
"M","A",17,18,4
"M","B",19,2,3
"F","B",15,4,5
"M","B",15,1,3
"F","A",20,4,4
"F","B",18,11,5
"M","B",27,11,3
"M","A",25,10,5
"M","A",29,4,3
"F","B",21,6,3
"M","B",29,15,4
"F","A",28,4,4
"M","C",17,13,4
"F","A",26,8,3
"F","A",23,3,3
"F","D",21,14,5
"F","A",18,7,5
"F","B",26,10,5
"F","C",16,5,5
"M","B",18,11,3
"M","C",23,7,5
"M","B",55,39,4
"M","A",19,6,5
"M","C",21,16,5
"F","B",16,6,3
"F","A",39,3,3
"F","B",22,3,4
"F","B",15,1,3
"M","B",23,6,3
"M","B",30,13,5
"F","B",17,7,3
"F","B",25,6,3
"M","C",25,2,3
"F","A",20,1,3
"F","C",36,6,4
"M","B",33,7,4
"M","A",15,4,5
"M","B",22,8,5
"F","A",26,4,4
"F","C",34,10,4
"F","B",25,1,2
"F","A",18,1,3
"F","B",16,5,3
"F","A",20,8,5
"M","A",26,13,5
"M","B",16,5,3
"F","B",17,2,3
"F","C",19,5,3
"M","B",44,20,5
"M","A",26,9,3
"F","A",28,5,4
"F","B",18,3,3
"F","B",28,8,4
"F","A",26,6,3
"M","C",18,6,5
"F","A",29,4,3
"M","A",16,2,3
"M","A",30,14,4
"F","A",32,17,4
"F","A",16,4,3
"M","B",21,4,4
"F","C",18,3,4
"F","C",20,8,5
"M","B",46,9,5
"F","D",17,3,3
"F","C",21,4,3
"F","A",24,7,3
"F","B",20,14,3
"F","C",15,5,5
"F","B",25,6,3
"M","B",16,6,5
"M","B",30,7,3
"F","D",16,2,3
"F","C",20,11,5
"F","A",32,5,2
"F","B",34,12,4
"F","C",25,3,3
"F","A",19,3,4
"F","A",42,10,2
"F","A",27,2,3
"M","D",15,6,3
"F","A",26,8,3
"F","A",21,10,3
"F","A",29,4,2
"F","A",35,4,3
"F","B",28,7,5
"M","C",16,5,5
"M","A",25,6,3
"F","C",16,10,5
"F","B",16,2,3
"M","B",21,9,5
"F","A",22,10,3
"M","C",18,4,5
"M","A",17,5,3
"F","C",27,10,5
"M","A",35,12,3
"F","A",15,1,4
"F","B",23,12,5
"F","B",18,9,3
"F","B",29,13,4
"M","B",22,5,5
"M","B",24,5,3
"M","B",19,10,5
"M","C",17,7,5
"M","C",24,7,5
"F","B",20,9,5
"M","C",27,11,4
"M","B",25,19,4
"M","B",25,2,4
"F","C",30,5,5
"M","B",21,26,4
"M","C",35,7,5
"F","A",31,2,3
"M","C",34,12,5
"F","B",29,4,5
"F","B",20,7,4
"F","C",23,12,5
"M","C",54,7,3
"F","B",16,4,5
"F","B",26,14,3
"F","C",19,7,5
"F","B",29,13,5
"F","A",39,2,4
"F","C",37,6,5
"M","A",48,4,2
"M","B",25,8,5
"F","C",28,16,4
"M","B",18,10,5
"F","A",26,9,3
"F","A",31,30,3
"F","C",34,4,4
"M","B",17,4,5
"F","A",17,3,4
"F","B",15,1,3
"F","A",50,4,3
"F","A",19,3,3
"F","A",26,1,3
"M","B",15,2,3
"F","A",29,9,3
"F","A",59,17,4
"F","A",33,12,5
"F","B",16,12,3
"F","B",17,1,4
"M","B",30,22,5
"M","C",29,10,4
"F","B",52,17,4
"F","A",21,5,3
"M","B",22,10,5
"M","A",18,6,5
"F","A",24,2,3
"F","A",37,26,3
"M","B",23,6,3
"M","C",36,3,3
"M","B",21,2,3
"M","C",20,8,5
"M","B",15,2,3
"F","B",19,1,3
"F","D",24,8,3
"F","B",38,13,3
"M","B",18,8,5
"M","A",22,2,3
"F","C",34,13,5
"F","B",18,3,5
"M","A",32,0,3
"F","B",18,3,3
"M","A",27,4,3
"M","A",16,4,5
"F","B",28,3,3
"F","C",23,8,5
"F","A",34,13,3
"M","B",17,3,4
"F","B",32,9,5
"M","B",22,19,3
"M","A",30,9,3
"F","A",27,11,4
"M","B",29,11,4
"F","B",18,3,4
"F","B",18,3,4
"M","B",17,5,5
"F","C",23,8,5
"M","D",25,1,3
"F","B",29,12,2
"M","B",22,5,4
"M","D",60,42,5
"F","B",20,7,5
"F","C",16,1,4
"M","A",26,11,2
"M","A",25,0,3
"M","B",28,6,5
"F","B",21,7,4
"M","B",19,5,5
"M","B",17,4,6
"F","B",24,8,5
"F","B",20,3,3
"M","B",25,13,5
"F","B",18,8,3
"M","A",27,11,3
"M","A",25,25,5
"F","D",16,4,5
"F","C",18,4,5
"M","A",24,5,3
"M","B",22,5,5
"F","B",15,5,3
"F","C",26,3,2
"F","B",24,11,3
"M","C",24,6,3
"F","B",26,10,3
"F","C",17,4,4
"M","B",15,1,4
"M","B",31,5,5
"M","B",20,4,5
"F","C",20,6,5
"F","B",18,7,4
"F","A",29,4,3
"F","B",19,4,4
"F","A",26,0,3
"F","C",19,10,5
"M","B",21,5,5
"F","A",28,7,4
"F","B",15,1,3
"F","A",33,15,3
"M","B",15,6,5
"M","C",19,7,5
"F","D",27,3,3
"F","B",29,30,5
"F","B",27,4,1
"F","A",34,10,3
"M","B",18,5,5
"F","C",25,7,3
"M","A",28,4,2
"M","B",20,11,5
"F","A",27,5,3
"F","C",18,6,5
"F","A",25,3,3
"M","C",19,5,5
"F","B",17,1,4
"M","A",16,5,4
"F","B",23,7,3
"F","C",28,2,2
"M","A",19,6,3
"M","B",19,23,3
"F","C",16,4,3
"M","A",18,6,3
"M","A",30,18,5
"F","A",26,0,5
"M","B",16,1,4
"F","A",29,28,5
"F","B",23,6,5
"F","A",31,5,3
"M","A",22,22,4
"F","B",18,5,3
"F","B",16,10,5
"F","B",27,7,3
"F","B",31,24,4
"F","A",27,3,3
"F","B",16,12,5
"M","B",20,2,4
"M","C",20,7,5
"M","C",29,19,3
"M","B",15,2,3
"M","C",17,6,5
"F","C",16,9,5
"F","B",25,18,3
"F","B",19,9,3
"F","B",32,4,3
"F","C",45,18,5
"M","B",78,46,3
"F","B",15,14,4
"M","C",18,19,3
"F","C",26,5,5
"F","C",19,8,3
"F","A",35,7,3
"M","D",16,17,5
"M","A",23,5,4
"F","B",19,14,3
"M","C",34,1,1
"F","A",40,4,3
"M","C",24,10,4
"F","B",20,4,4
"F","A",34,9,2
"F","B",17,7,4
"F","A",25,23,5
"F","A",39,1,4
"F","C",15,1,4
"F","B",25,11,5
"F","B",27,19,5
"F","A",28,5,2
"M","C",27,10,5
"F","B",28,2,1
"M","B",30,8,5
"M","B",23,15,3
"F","B",19,4,4
"M","A",21,11,5
"M","B",21,4,5
"M","A",16,4,5
"M","B",19,5,5
"M","A",33,7,4
"F","C",19,7,3
"M","B",28,14,3
"F","B",33,13,5
"F","C",26,2,2
"M","A",17,4,5
"M","A",15,2,4
"M","B",18,10,3
"F","A",25,3,3
"F","C",20,9,3
"F","C",17,8,4
"F","A",25,5,4
"F","B",24,1,3
"M","A",28,1,3
"M","B",20,11,5
"F","A",17,13,5
"F","A",31,6,3
"M","B",17,5,3
"M","B",28,8,4
"M","D",24,6,5
"F","B",19,1,5
"F","D",36,17,4
"F","A",25,7,3
"M","C",27,11,5
"F","B",15,6,5
"F","B",18,3,3
"F","A",36,1,4
"F","B",21,16,5
"M","A",18,5,4
"M","B",15,4,4
"M","D",30,17,5
"M","A",15,1,4
"M","B",16,1,4
"F","B",28,11,3
"F","B",18,4,3
"F","A",21,5,4
"F","B",35,19,3
"F","A",29,1,3
"F","B",24,7,5
"F","D",23,1,4
"F","B",36,7,2
"F","A",17,7,4
"F","A",26,3,2
"F","D",16,7,5
"M","A",17,8,5
"F","B",19,2,4
"F","B",28,5,3
"M","A",27,11,5
"F","B",19,2,3
"F","B",22,5,5
"M","A",21,6,5
"M","B",36,10,4
"F","B",28,6,5
"M","C",17,11,4
"M","B",15,11,3
"F","C",26,31,5
"F","B",55,0,4
"M","B",38,11,3
"F","A",26,7,3
"F","A",20,9,4
"F","A",34,21,2
"M","C",31,10,3
"M","C",28,7,3
"F","A",33,8,2
"F","C",18,2,3
"F","A",33,0,2
"F","B",20,2,3
"M","B",25,11,5
"F","A",28,2,3
"M","C",24,3,3
"M","B",16,1,3
"F","A",29,1,5
"F","C",28,6,5
"M","A",32,26,5
"F","A",16,1,4
"F","B",15,1,4
"M","B",15,2,4
"F","C",20,7,5
"M","B",20,3,3
"M","C",25,18,5
"F","B",36,11,3
"F","A",22,2,3
"M","C",15,4,5
"M","C",23,6,5
"F","A",33,1,2
"F","A",24,2,3
"F","B",20,5,3
"M","B",32,17,5
"M","C",17,23,5
"M","B",15,1,4
"F","B",16,5,4
"M","B",21,5,5
"F","A",52,6,2
"M","B",27,4,5
"M","B",27,8,3
"F","B",22,5,3
"F","A",22,4,4
"F","B",25,1,3
"M","A",36,21,4
"F","D",16,11,3
"F","A",25,0,3
"F","A",29,3,3
"F","D",33,26,5
"M","C",16,13,5
"F","C",17,5,5
"F","C",30,12,5
"M","A",18,1,3
"F","B",16,1,4
"M","B",17,4,3
"F","A",30,1,3
"M","A",17,9,4
"F","A",21,3,4
"M","A",32,5,3
"M","B",27,15,5
"F","A",26,6,3
"F","A",25,2,4
"M","C",27,3,3
"F","C",15,6,5
"M","A",31,16,3
"M","B",23,8,5
"F","C",15,5,5
"F","A",18,3,4
"F","B",30,2,3
"F","B",20,4,5
"F","B",21,9,4
"M","A",25,6,5
"M","A",33,18,4
"F","D",29,7,2
"M","B",17,2,3
"F","A",27,1,2
"M","B",25,10,5
"M","B",35,6,5
"M","A",20,7,5
"F","B",15,1,3
"F","B",20,20,3
"F","C",32,23,5
"M","B",22,15,5
"F","B",16,17,5
"M","B",21,11,3
"M","A",15,6,3
"F","D",42,5,5
"F","A",18,2,4
"F","C",15,1,4
"F","D",24,7,5
"M","A",24,3,3
"F","A",18,5,3
"F","B",19,7,4
"F","C",18,6,3
"F","C",21,3,3
"F","A",26,3,3
"M","C",17,5,5
"F","B",15,1,4
"F","B",32,13,4
"F","A",33,1,3
"F","D",17,3,3
"F","A",17,7,4
"F","B",31,13,3
"F","B",15,2,4
"F","B",21,5,3
"M","C",22,4,4
"F","C",32,16,5
"F","B",29,11,4
"M","A",17,3,4
"F","C",16,2,5
"F","A",34,3,3
"F","C",22,19,5
"F","A",25,3,3
"F","B",16,2,3
"F","A",27,1,4
"M","A",16,4,3
"F","C",21,8,5
"F","B",20,4,5
"F","A",27,1,2
"F","C",25,4,3
"F","A",19,4,5
"F","B",20,1,2
"F","B",19,1,3
"M","A",18,7,4
"M","B",33,20,4
"F","B",15,15,5
"M","B",33,13,3
"M","A",32,9,5
"M","B",28,2,4
"F","C",18,5,5
"F","A",26,1,4
"F","D",24,6,5
"M","B",37,7,5
"F","A",15,1,4
"F","A",46,2,4
"M","B",19,8,3
"M","B",16,14,5
"M","B",15,4,5
"M","B",16,2,4
"M","C",59,36,5
"F","B",19,2,3
"F","B",31,18,3
"M","B",31,35,6
"M","C",27,10,5
"M","B",15,6,5
"F","B",15,6,5
"M","C",37,21,5
"M","B",23,10,5
"F","A",25,1,3
"F","C",31,15,5
"M","B",15,19,5
"M","B",25,1,3
"M","B",19,5,5
"F","C",48,21,4
"F","A",33,1,3
"F","C",39,24,5
"M","B",23,1,3
"M","C",38,37,3
"F","D",16,7,3
"F","A",26,3,3
"M","A",32,2,3
"M","C",19,11,5
"M","A",15,12,5
"F","B",33,1,4
"M","A",27,6,5
"F","B",26,6,4
"F","A",38,11,3
"M","B",16,2,4
"F","B",19,5,4
"F","A",25,1,3
"F","A",28,2,2
"F","A",24,8,3
"F","B",27,10,3
"F","A",25,11,4
"F","C",38,51,5
"F","D",45,3,3
"F","A",25,1,3
"M","A",31,1,2
"M","C",24,15,5
"M","B",20,7,4
"M","B",41,18,3
"F","A",26,9,4
"F","A",32,2,4
"F","B",40,28,3
"F","B",20,5,4
"M","D",26,13,4
"F","B",38,4,4
"M","A",29,4,3
"F","C",15,1,4
"F","B",17,8,3
"M","B",31,7,5
"F","B",20,4,3
"M","D",25,17,4
"F","C",16,1,3
"F","B",18,10,3
"M","B",15,7,5
"F","C",29,5,4
"F","B",28,7,4
"F","B",15,3,4
"F","A",15,2,3
"F","C",16,10,4
"F","B",17,10,5
"F","A",18,1,3
"F","A",31,9,4
"F","B",17,5,5
"F","A",30,7,4
"F","A",31,17,3
"F","D",25,2,4
"F","A",33,4,3
"F","B",30,13,2
"F","B",15,1,3
"F","B",42,18,3
"F","A",22,6,4
"F","A",27,1,3
"F","B",19,2,4
"F","B",15,2,3
"F","A",15,1,4
"F","A",26,1,3
"F","A",32,8,3
"F","A",32,2,4
"F","A",29,10,4
"F","C",32,15,5
"F","A",37,18,1
"F","D",16,3,3
"F","C",38,3,3
"M","B",23,4,4
"M","A",29,6,3
"F","A",21,4,4
"M","C",34,37,5
"M","B",30,24,4
"F","B",32,3,3
"M","B",15,10,5
"M","A",16,1,4
"F","C",22,8,3
"M","B",22,8,5
"F","A",18,2,3
"F","B",21,5,4
"F","A",28,2,3
"F","B",19,1,3
"F","A",25,5,3
"F","A",18,3,3
"F","A",19,12,5
"F","C",39,6,4
"M","C",19,11,5
"F","D",25,7,5
"F","C",17,2,3
"F","B",20,3,4
"M","C",37,23,4
"M","A",44,9,2
"F","C",15,4,5
"M","A",17,2,4
"F","C",20,4,5
"F","A",27,1,3
"M","B",16,6,5
"F","B",16,7,5
"M","A",17,5,3
"F","A",15,2,4
"F","A",23,9,4
"M","B",29,6,5
"F","C",28,4,3
"F","A",25,1,2
"M","A",37,11,4
"F","B",18,4,5
"F","D",19,1,4
"F","A",25,2,2
"F","A",25,11,1
"M","C",34,0,2
"M","B",26,7,3
"F","B",16,5,5
"F","B",36,14,3
"M","B",32,19,3
"F","A",18,3,4
"F","B",17,2,3
"M","C",33,14,4
"M","A",23,11,3
"F","D",29,8,4
"F","A",26,2,3
"M","A",17,2,4
"F","B",21,10,4
"F","A",24,7,4
"M","C",16,6,3
"F","A",47,23,3
"M","A",28,15,3
"M","B",24,14,3
"F","A",43,11,2
"F","D",27,2,3
"F","C",47,3,3
"M","B",49,25,4
"F","B",17,3,3
"M","B",36,16,5
"M","D",20,6,5
"F","B",17,7,4
"F","A",18,3,4
"F","A",30,5,3
"F","A",30,3,3
"M","D",21,16,5
"F","C",16,9,4
"M","B",19,10,4
"M","C",23,4,5
"M","D",30,28,5
"F","D",32,2,4
"F","B",25,5,4
"M","B",20,12,5
"F","A",26,2,3
"M","A",26,5,2
"F","D",32,16,3
"F","C",24,8,3
"F","A",33,0,1
"F","B",22,10,3
"M","B",23,33,5
"F","B",22,2,4
"M","C",17,9,5
"F","A",52,25,3
"F","B",53,6,5
"F","A",25,8,4
"M","A",24,9,5
"M","A",15,1,3
"M","C",38,8,3
"F","A",22,12,3
"F","D",25,1,2
"F","B",25,8,3
"F","B",17,10,3
"F","A",33,8,2
"F","B",15,3,3
"F","C",25,9,5
"F","B",25,5,3
"M","A",18,7,5
"M","B",21,11,5
"F","C",41,2,3
"F","A",38,2,3
"F","B",17,8,5
"M","A",17,2,3
"F","B",27,14,5
"F","A",23,2,3
"F","C",23,20,5
"M","A",23,20,5
"M","D",25,5,5
"F","B",17,7,5
"F","C",19,2,3
"F","C",15,4,5
"F","A",21,25,3
"F","B",25,10,3
"F","C",26,4,4
"F","C",26,7,3
"F","C",15,7,5
"M","A",16,4,3
"M","B",23,1,4
"F","B",16,1,3
"M","B",30,17,3
"F","A",17,4,3
"F","A",24,3,3
"F","A",21,8,5
"F","B",20,1,4
"F","A",33,3,3
"M","A",29,2,3
"F","B",39,22,4
"M","C",44,4,3
"M","B",20,3,4
"M","A",21,12,5
"M","B",48,8,5
"F","B",18,2,4
"F","C",27,12,3
"F","C",36,10,2
"F","A",26,2,4
"F","C",17,4,3
"F","B",22,7,5
"F","C",18,7,3
"F","A",15,4,4
"F","B",27,1,2
"F","B",15,5,5
"M","C",23,6,5
"M","B",16,5,4
"M","B",19,2,3
"M","B",17,8,5
"F","B",16,7,5
"M","B",46,28,4
"M","D",18,8,4
"M","C",19,5,3
"F","A",20,7,5
"F","C",56,33,4
"M","B",15,15,5
"F","B",24,11,4
"M","C",21,10,5
"F","A",43,7,3
"M","B",15,18,5
"M","C",15,5,5
"F","B",27,4,4
"M","C",29,8,4
"M","D",18,1,3
"M","B",24,7,5
"F","C",26,15,5
"F","A",16,1,3
"M","B",16,6,4
"M","A",26,1,2
"F","C",35,11,1
"M","A",18,2,4
"F","B",18,5,4
"F","B",21,5,3
"M","B",23,8,5
"F","B",29,11,3
"M","B",28,6,4
"F","A",19,3,4
"F","C",18,8,5
"F","B",31,9,3
"F","C",27,10,3
"F","A",32,18,3
"F","A",26,1,4
"F","A",29,3,3
"F","B",19,1,3
"M","D",35,7,2
"F","A",22,2,4
"M","A",54,18,5
"F","C",17,5,4
"M","C",25,1,3
"F","A",19,5,3
"M","B",18,4,4
"F","C",20,6,4
"F","A",27,2,2
"F","C",16,11,3
"M","A",25,10,4
"F","B",26,12,4
"M","B",24,6,3
"M","C",27,29,5
"F","B",20,9,3
"F","C",89,46,5
"M","B",22,4,5
"M","A",16,6,4
"M","A",37,12,2
"F","A",34,5,3
"F","C",25,3,4
"F","B",35,21,3
"M","B",23,7,5
"M","B",31,12,4
"F","A",16,5,5
"M","B",26,12,3
"M","B",15,6,5
"M","D",20,4,5
"F","C",15,13,5
"M","A",35,7,5
"F","A",36,5,3
"F","C",26,1,3
"M","A",32,3,3
"F","A",25,5,3
"M","B",30,18,4
"M","B",28,6,4
"M","C",16,2,3
"F","A",30,0,3
"F","B",56,19,4
"F","A",33,14,4
"F","B",16,5,3
"F","C",27,18,4
"F","D",35,3,3
"F","B",15,1,4
"F","A",25,3,4
"F","B",16,1,3
"F","B",26,8,5
"F","A",24,13,5
"F","B",15,4,5
"F","B",22,4,4
"F","C",24,15,5
"M","B",31,8,4
"M","C",19,5,5
"M","B",18,2,4
"M","D",27,4,3
"M","B",20,16,5
"F","C",28,10,5
"F","A",17,3,3
"M","A",45,2,4
"M","C",39,21,5
"F","A",26,2,3
"F","B",17,4,5
"F","A",15,7,5
"M","B",28,5,6
"F","D",38,24,3
"M","B",35,12,5
"F","A",52,4,3
"F","A",32,1,2
"M","D",16,6,5
"F","B",20,3,4
"F","B",17,1,3
"F","C",29,1,4
"M","B",19,5,5
"M","C",18,3,4
"M","B",15,5,5
"M","A",40,26,3
"F","C",57,23,3
"F","B",20,3,3
"M","A",24,8,4
"M","B",25,11,3
"M","A",19,11,4
"F","B",16,5,3
"F","C",21,13,5
"F","A",28,11,4
"F","A",32,6,3
"F","B",16,13,5
"F","A",29,7,4
"M","D",18,13,5
"F","C",31,7,5
"F","D",34,1,3
"M","A",42,16,5
"M","A",27,2,3
