"Var1","Var2","Var4","Var9","Var10","Var11","Var12","Var13","Var14","Var15","Var16","Var17","Var18","Var19","Var20"
"F","A",32,4,3,"M","B","AZ",31,1,0,0,2,3,4
"F","B",24,1,3,"M","A","CB",25,3,1,2,2,4,4
"F","B",17,1,3,"M","B","CB",15,3,1,5,3,5,6
"M","B",41,19,5,"M","C","CJ",25,2,2,0,0,27,5
"M","C",29,5,3,"F","B","ST",16,1,1,2,1,1,3
"F","C",29,25,4,"M","B","CB",16,0,1,2,3,1,3
"F","A",28,1,3,"M","A","EY",18,0,0,2,4,7,3
"F","D",16,17,5,"F","C","PO",16,0,0,1,0,12,5
"F","C",34,14,3,"F","A","CB",21,2,2,0,2,4,3
"F","A",29,1,3,"M","A","AZ",26,0,1,4,1,7,3
"F","A",37,28,4,"M","B","PO",29,1,2,1,3,9,4
"F","B",35,16,3,"F","B","EY",16,0,1,0,0,1,4
"M","B",18,4,5,"F","B","PO",19,0,0,0,3,6,4
"F","A",26,4,2,"M","B","CJ",16,1,2,1,1,9,3
"M","B",32,10,4,"M","A","IC",15,0,0,0,1,6,4
"F","C",21,7,4,"M","A","AZ",16,1,1,3,3,5,5
"F","A",28,7,2,"F","B","EY",20,1,0,3,5,12,4
"M","B",16,1,3,"F","B","AZ",17,0,1,0,3,2,4
"M","B",15,10,5,"M","B","PO",15,0,0,0,1,5,4
"F","A",23,9,4,"M","A","ST",18,1,3,1,3,3,4
"M","A",40,27,5,"M","C","AZ",41,3,0,4,4,10,5
"F","A",33,8,4,"F","A","AZ",34,1,0,2,3,11,2
"M","B",20,8,5,"F","B","EY",31,3,1,0,4,16,4
"M","A",15,2,4,"F","B","EY",49,2,2,1,1,3,4
"M","A",18,5,3,"M","C","PO",19,2,0,4,4,8,5
"M","B",16,3,4,"F","C","ST",25,0,2,0,1,12,3
"F","A",25,2,4,"M","D","AZ",19,2,3,0,2,2,4
"M","B",36,5,4,"F","A","CB",19,0,2,2,2,3,4
"M","A",18,4,5,"F","A","ST",19,1,1,0,2,9,4
"M","A",19,7,4,"F","C","PO",18,3,1,1,3,16,5
"F","C",21,7,4,"M","C","PO",15,1,1,2,2,4,5
"F","B",15,1,4,"M","C","PO",15,1,3,1,2,1,3
"M","B",47,7,5,"F","B","EY",16,0,1,2,5,1,3
"F","A",26,1,3,"F","D","CJ",16,4,2,4,1,4,5
"M","A",17,1,3,"M","A","EY",35,1,0,1,3,23,3
"F","A",38,20,3,"F","B","EY",27,0,0,4,4,5,4
"F","A",35,1,4,"M","B","AZ",18,5,1,5,4,5,5
"M","B",21,6,4,"F","B","EY",19,1,1,1,2,2,3
"M","C",15,1,4,"F","B","PO",15,1,2,0,2,4,3
"F","A",23,4,3,"F","B","AZ",26,0,0,0,1,3,4
"F","A",30,3,2,"M","B","AZ",21,1,1,3,2,14,5
"M","B",35,11,3,"F","A","AZ",35,1,3,0,1,4,4
"F","A",27,1,2,"M","A","PO",32,2,0,4,2,27,5
"F","A",16,4,4,"M","A","EY",17,4,0,0,1,5,3
"F","A",29,1,3,"F","A","IC",28,0,2,2,2,5,3
"M","B",17,5,4,"F","A","IC",32,0,2,1,2,13,4
"F","B",26,5,2,"M","B","CB",17,5,0,4,4,6,5
"M","A",26,10,4,"F","B","CB",15,0,0,0,2,1,4
"M","B",15,8,5,"F","A","EY",42,1,0,1,0,11,3
"M","B",24,4,3,"F","A","CB",19,2,1,3,3,6,3
"M","B",22,5,4,"F","B","PO",17,0,1,1,2,1,3
"M","D",26,19,4,"M","A","IC",26,0,0,2,0,9,1
"F","B",20,7,3,"M","A","IC",39,0,1,1,2,12,3
"F","C",40,19,3,"F","D","PO",26,1,1,0,0,2,2
"M","B",16,13,5,"M","D","PO",27,0,0,0,2,11,3
"M","A",46,16,4,"M","B","AZ",15,0,1,0,2,1,3
"M","C",16,14,5,"M","A","EY",30,1,0,3,6,13,5
"F","B",44,19,3,"F","A","CB",22,3,0,6,4,6,5
"F","D",35,17,5,"M","A","ST",19,2,2,0,3,16,5
"F","B",37,6,2,"M","B","PO",33,2,0,1,3,3,4
"F","B",20,7,5,"F","B","AZ",22,3,1,4,2,7,5
"F","A",38,8,4,"F","B","CB",18,1,1,1,3,1,3
"F","A",29,0,3,"F","A","CJ",25,0,2,2,4,7,3
"M","B",21,1,3,"F","B","CB",16,2,0,2,2,8,5
"M","B",18,9,5,"F","C","PO",15,0,1,1,3,5,4
"M","C",19,2,3,"F","B","IC",27,3,1,0,0,13,3
"F","A",37,13,3,"M","C","EY",19,0,2,1,2,4,3
"F","B",22,3,4,"F","B","PO",30,2,1,3,0,14,5
"F","A",16,8,3,"F","B","PO",39,2,1,1,1,8,5
"F","A",29,2,3,"M","C","CJ",33,4,2,3,1,4,5
"F","C",33,28,5,"F","A","AZ",15,4,1,2,0,6,5
"F","A",38,4,3,"M","B","AZ",15,1,0,1,2,2,3
"M","A",23,15,5,"M","C","AZ",25,2,1,1,3,25,5
"M","B",27,2,5,"F","A","AZ",37,0,0,0,1,8,2
"M","B",19,11,5,"M","B","EY",45,1,2,0,1,4,3
"F","B",51,14,2,"M","B","ST",21,2,0,1,3,9,5
"F","C",24,10,5,"M","A","AZ",16,0,1,2,5,2,4
"F","A",40,13,3,"F","C","PO",42,0,0,3,0,22,5
"F","B",16,10,4,"F","C","AZ",19,0,1,8,6,9,5
"M","A",17,4,3,"F","A","IC",31,0,2,3,2,25,3
"F","D",32,7,1,"F","C","PO",15,1,1,2,1,4,5
"M","C",28,1,2,"M","B","PO",35,2,4,3,2,21,5
"M","D",21,9,4,"M","A","PO",15,1,0,1,3,1,3
"F","A",32,17,3,"F","A","AZ",15,1,0,0,2,4,4
"M","A",22,6,5,"M","B","PO",24,1,0,0,2,5,3
"M","A",55,24,4,"F","B","EY",31,0,0,0,0,9,4
"F","D",21,10,5,"F","B","EY",25,1,1,2,5,10,4
"F","C",29,2,3,"M","B","PO",22,0,0,1,6,9,3
"M","C",19,6,5,"F","C","ST",34,0,1,3,0,1,3
"F","B",20,3,3,"M","B","ST",28,1,1,1,2,11,4
"F","B",25,12,3,"F","B","AZ",34,2,1,1,2,5,5
"F","A",25,6,4,"M","B","PO",19,0,1,0,4,6,3
"F","B",17,12,5,"F","B","CJ",23,0,1,2,3,9,3
"M","B",17,6,5,"F","A","CB",29,1,2,1,2,4,2
"F","B",15,10,4,"M","A","EY",15,1,1,1,7,1,3
"F","A",26,19,4,"F","A","CB",18,1,0,0,0,4,3
"F","A",15,3,3,"F","D","EY",62,1,0,1,6,30,4
"F","A",46,25,4,"M","B","CB",43,1,0,0,1,13,4
"F","A",25,2,2,"M","B","PO",29,3,1,3,4,12,3
"M","C",42,14,4,"M","B","AZ",19,0,1,3,2,10,5
"F","B",17,2,4,"F","A","AZ",25,3,2,2,0,1,3
"M","A",28,4,4,"M","B","AZ",21,0,1,1,5,4,3
"F","B",27,1,2,"M","C","PO",16,1,1,6,1,6,5
"F","A",21,7,4,"F","A","AZ",18,1,0,1,1,1,3
"F","B",21,4,3,"F","B","AZ",46,0,0,1,2,4,3
"M","C",17,4,5,"M","C","PO",29,3,0,2,1,9,5
"M","C",26,18,5,"M","B","PO",21,0,0,0,4,1,4
"F","B",24,3,3,"F","A","PO",15,0,0,2,1,4,5
"F","B",18,5,5,"F","B","AZ",28,1,4,2,4,14,3
"M","B",28,17,5,"F","B","PO",16,2,3,4,4,4,5
"M","B",26,17,5,"M","A","CB",30,2,1,0,0,7,4
"F","B",25,24,5,"F","B","CB",16,3,0,1,1,14,5
"F","C",59,11,3,"F","B","AZ",32,1,0,0,1,4,3
"M","B",52,1,5,"F","C","ST",16,2,2,1,2,13,5
"F","C",18,11,4,"F","A","EY",20,3,3,1,2,7,2
"F","B",15,4,4,"M","A","AZ",27,0,0,1,1,2,3
"F","A",32,13,3,"M","B","EY",20,0,2,0,3,6,3
"F","B",23,18,5,"M","A","EY",15,1,2,0,1,2,3
"M","A",26,9,3,"M","B","CJ",16,2,0,5,2,16,5
"F","A",29,21,4,"M","C","AZ",38,0,0,2,1,19,4
"F","B",50,16,3,"F","A","EY",23,1,1,3,2,9,3
"M","A",31,3,3,"M","B","AZ",29,3,3,1,0,15,5
"F","A",24,4,4,"F","B","CJ",17,1,0,1,5,4,4
"F","B",22,17,5,"F","B","PO",21,1,1,0,5,9,3
"M","A",27,2,2,"F","B","EY",25,1,0,2,4,1,4
"F","B",26,1,3,"F","A","PO",24,2,0,2,2,15,3
"M","B",23,15,5,"M","B","ST",19,1,2,6,5,18,5
"F","A",21,13,3,"M","B","PO",20,2,2,2,2,11,5
"M","C",28,12,3,"F","B","CJ",23,2,2,1,1,8,5
"F","A",31,2,4,"F","C","CJ",17,2,0,0,3,5,4
"F","A",19,11,5,"F","C","AZ",21,0,2,0,1,2,4
"F","B",19,5,3,"F","B","CJ",22,2,3,1,2,3,3
"F","B",18,9,5,"F","A","AZ",27,3,1,0,2,5,2
"M","C",15,4,5,"M","C","PO",25,1,0,5,2,10,5
"F","B",42,12,5,"M","B","AZ",29,0,1,3,0,27,5
"F","A",23,8,5,"M","B","PO",17,0,1,2,4,6,4
"M","A",18,10,3,"M","A","ST",33,0,1,1,1,3,3
"F","B",27,2,3,"F","B","PO",21,2,0,1,2,6,5
"F","A",19,1,4,"F","B","AZ",32,1,1,1,0,16,5
"F","A",17,2,4,"M","B","ST",24,2,0,2,5,5,4
"F","B",28,7,4,"F","A","AZ",24,1,2,3,2,11,5
"F","A",55,22,3,"M","A","PO",35,3,2,2,2,3,2
"F","B",22,12,3,"F","C","CB",16,2,0,1,1,9,3
"F","B",15,4,5,"M","A","EY",17,1,2,0,1,3,4
"M","A",15,4,5,"F","A","AZ",35,3,1,1,0,1,3
"F","B",18,1,3,"F","B","AZ",41,1,0,1,3,7,3
"F","C",27,9,3,"M","B","EY",17,1,0,0,2,11,3
"M","B",17,4,5,"M","A","CB",31,2,0,2,2,8,5
"F","A",27,34,4,"F","C","PO",19,2,0,1,0,4,5
"F","B",22,6,6,"M","D","PO",32,3,4,3,0,17,5
"M","B",23,15,5,"M","A","AZ",35,1,3,2,0,1,2
"F","C",25,2,4,"F","B","AZ",17,3,1,2,3,6,4
"F","B",33,23,3,"F","C","IC",49,0,1,2,0,5,3
"F","B",49,21,3,"F","C","PO",22,1,1,4,2,19,5
"F","A",16,2,3,"F","C","EY",16,0,0,1,1,16,5
"M","D",23,8,5,"F","C","ST",16,0,1,3,5,2,4
"F","A",26,1,3,"M","B","CB",24,1,0,1,1,9,3
"F","C",26,0,2,"M","B","PO",38,0,4,1,1,8,5
"M","D",38,11,4,"M","B","EY",27,4,1,6,2,4,5
"F","C",23,8,5,"M","B","AZ",25,1,0,0,3,9,3
"M","A",35,10,2,"F","B","AZ",26,0,0,0,3,8,3
"M","B",18,4,5,"F","B","CJ",32,2,0,0,2,14,3
"M","B",15,1,4,"M","D","AZ",19,0,1,3,3,6,5
"M","C",19,4,5,"M","B","PO",21,0,1,0,2,9,3
"M","B",32,16,4,"F","B","PO",17,0,1,1,1,2,3
"M","C",53,35,5,"F","D","PO",28,1,2,0,0,2,3
"F","A",25,9,4,"F","B","CB",26,0,1,1,3,6,4
"M","A",25,1,3,"M","A","PO",18,1,0,0,1,5,3
"F","B",19,4,5,"F","A","CJ",33,0,1,1,0,0,2
"M","B",15,2,3,"F","A","PO",27,0,2,0,3,1,1
"M","C",24,13,4,"F","B","IC",23,2,0,2,2,5,3
"F","A",49,7,3,"M","C","IC",18,3,0,2,0,7,5
"M","D",25,5,3,"M","A","PO",32,1,1,1,0,31,4
"F","B",27,9,3,"F","D","CB",21,6,2,4,2,7,5
"F","A",18,3,3,"F","A","EY",26,1,0,0,1,1,2
"M","A",18,11,5,"F","C","CB",18,3,1,6,3,6,4
"F","C",28,3,4,"F","A","PO",29,2,2,2,0,10,5
"F","A",15,3,3,"F","B","AZ",19,3,1,3,7,1,4
"M","C",21,8,5,"F","B","EY",15,2,0,1,2,4,4
"M","A",18,6,5,"M","D","AZ",24,0,0,2,4,7,4
"M","A",30,8,3,"F","A","CJ",16,3,5,2,4,3,4
"M","A",26,32,5,"M","C","EY",30,1,0,3,6,12,3
"F","B",16,6,3,"F","A","AZ",30,1,0,0,1,4,3
"F","C",35,22,4,"F","C","PO",21,3,0,1,2,4,5
"F","B",15,1,3,"F","A","CB",15,0,3,1,1,3,4
"F","A",19,2,3,"F","B","ST",17,3,0,2,3,4,3
"M","C",16,13,5,"M","D","PO",21,1,3,2,1,13,5
"F","A",23,4,4,"M","A","PO",36,2,0,1,2,40,5
"F","B",29,22,3,"F","C","AZ",45,0,1,0,0,19,2
"F","A",18,10,5,"M","A","AZ",25,0,0,3,1,1,2
"F","A",36,5,1,"F","A","PO",15,1,1,4,2,2,4
"F","A",22,9,5,"F","B","AZ",17,0,0,1,2,1,4
"M","A",27,1,1,"F","B","EY",43,2,2,0,1,6,4
"M","A",18,5,3,"M","B","IC",33,0,1,1,4,2,3
"M","A",32,14,3,"M","A","EY",21,4,0,1,2,4,5
"F","C",35,2,4,"F","B","CJ",15,2,1,1,0,2,3
"M","C",22,5,4,"F","B","AZ",27,2,0,0,1,2,3
"F","C",33,5,5,"F","B","AZ",18,1,1,2,3,5,5
"F","C",25,4,3,"F","A","PO",34,1,0,2,2,7,5
"F","A",28,24,3,"M","A","CJ",33,2,1,4,2,9,5
"F","C",18,7,3,"M","A","CB",16,3,0,0,0,7,5
"F","B",34,19,3,"F","A","EY",20,2,1,0,4,12,4
"F","A",20,6,5,"M","A","PO",28,2,0,5,2,10,5
"M","A",27,4,3,"F","A","IC",17,1,2,1,1,6,4
"M","B",20,10,4,"F","C","EY",26,1,1,1,2,9,4
"M","C",21,4,5,"F","B","ST",17,2,1,1,4,2,4
"F","B",18,11,5,"F","B","CJ",19,0,1,3,6,7,3
"M","B",16,12,3,"F","A","ST",49,0,0,0,0,2,3
"F","C",38,1,4,"F","A","AZ",20,3,0,4,3,18,5
"F","A",26,4,4,"F","B","PO",22,1,1,1,2,6,3
"M","A",27,4,2,"M","B","CB",18,1,2,2,3,1,4
"F","B",16,10,5,"F","B","PO",15,0,0,0,1,1,3
"F","A",29,15,4,"M","A","EY",19,1,1,1,3,1,3
"F","A",17,5,3,"M","B","CJ",38,2,0,3,3,31,3
"F","A",28,8,3,"M","A","PO",27,2,2,1,9,4,3
"F","A",22,2,3,"M","B","AZ",51,3,3,3,2,5,5
"M","A",32,14,5,"F","A","CB",36,0,0,2,3,15,3
"M","C",17,4,5,"F","C","ST",27,2,0,0,1,3,2
"F","A",21,5,3,"F","A","AZ",29,0,0,2,2,2,3
"M","B",32,22,4,"F","B","EY",27,3,2,2,5,7,3
"F","A",33,3,2,"F","B","CJ",16,0,0,0,2,2,4
"F","D",27,2,3,"M","C","CB",19,4,0,1,1,9,5
"M","C",24,21,5,"F","B","PO",15,1,0,0,0,3,4
"M","B",15,1,4,"M","A","CB",24,1,1,0,3,8,3
"M","D",26,5,4,"F","A","EY",21,0,1,0,1,3,4
"M","C",34,1,3,"M","A","CJ",20,2,3,0,0,5,5
"M","B",29,2,3,"M","B","PO",19,3,0,2,3,5,5
"F","C",17,11,5,"M","C","IC",30,3,1,1,1,1,3
"M","C",16,4,5,"F","B","AZ",22,2,0,2,0,15,3
"F","C",36,2,3,"F","B","IC",28,3,0,0,4,8,3
"F","A",29,1,4,"F","B","EY",21,1,2,0,0,5,5
"F","C",20,4,5,"F","B","CB",28,1,2,1,2,5,2
"M","D",26,10,5,"F","A","IC",19,0,0,0,3,2,3
"F","B",56,23,3,"F","C","AZ",30,1,2,3,0,1,4
"M","A",28,20,5,"M","B","PO",23,0,2,0,0,3,3
"F","A",16,3,3,"F","D","AZ",20,1,0,1,2,5,3
"M","C",30,5,5,"F","A","AZ",17,0,1,0,3,1,4
"F","C",15,5,5,"M","B","AZ",16,0,0,2,6,2,4
"F","D",25,10,2,"M","A","AZ",15,3,0,0,1,1,3
"F","D",18,6,5,"M","C","PO",16,1,0,2,2,6,5
"M","B",16,8,5,"F","B","ST",16,1,2,1,0,2,3
"F","A",24,1,4,"M","B","PO",35,4,1,4,2,11,5
"F","A",38,17,3,"F","B","PO",18,1,2,0,1,5,5
"F","A",22,5,4,"M","B","CB",18,1,1,3,0,22,5
"F","C",27,2,1,"F","A","EY",29,1,3,1,1,2,3
"M","A",31,20,3,"M","B","PO",25,2,3,1,1,7,5
"F","B",38,14,5,"M","A","AZ",18,3,2,3,1,9,5
"M","A",48,12,3,"M","A","CB",30,0,0,2,5,7,4
"F","B",30,12,4,"F","C","IC",32,1,0,0,0,1,3
"F","B",22,35,5,"F","A","PO",49,2,0,3,2,12,5
"F","C",32,1,3,"F","B","EY",25,1,3,0,2,1,3
"M","B",25,17,3,"M","C","PO",21,1,2,5,2,7,5
"F","C",16,7,5,"M","B","EY",19,1,3,2,2,6,5
"F","B",16,4,3,"F","B","CJ",45,3,0,2,3,15,5
"F","A",17,5,5,"M","C","PO",33,4,3,5,6,5,5
"F","D",31,5,5,"M","C","PO",23,1,0,2,2,6,5
"F","C",34,14,5,"M","B","CB",25,1,0,4,1,13,5
"F","A",15,4,4,"F","C","EY",27,1,1,1,0,2,3
"F","C",29,11,4,"M","B","EY",19,0,2,1,4,7,3
"F","C",26,11,5,"M","A","CJ",18,0,0,4,4,8,5
"F","A",29,1,3,"M","B","AZ",24,3,0,0,0,7,5
"M","B",32,4,5,"M","B","CJ",18,0,0,0,3,5,3
"M","D",19,22,5,"F","A","PO",36,2,3,2,0,2,2
"F","D",16,12,5,"F","A","AZ",25,2,1,0,0,3,3
"F","A",37,1,4,"F","B","EY",19,1,0,0,2,9,3
"M","B",16,1,4,"F","A","EY",18,2,0,0,3,1,3
"F","B",32,17,5,"F","B","IC",32,0,1,1,3,5,1
"M","B",18,11,5,"M","B","PO",15,0,2,0,3,1,3
"F","D",26,0,2,"M","C","AZ",21,2,1,8,2,11,5
"F","A",31,2,1,"F","A","PO",27,2,2,1,2,0,2
"F","B",15,1,4,"M","B","CJ",15,0,0,0,1,9,4
"F","D",27,13,3,"M","C","EY",24,0,1,1,4,5,3
"F","C",28,19,5,"F","B","CB",16,3,2,4,1,4,5
"F","B",26,4,4,"F","C","EY",18,4,2,3,5,2,4
"M","D",17,11,5,"M","B","CB",16,1,0,0,5,3,4
"M","B",18,4,5,"F","A","AZ",40,0,0,0,1,7,4
"F","C",23,5,5,"M","C","ST",27,1,1,0,2,10,4
"F","C",17,3,4,"M","C","CJ",15,1,0,2,3,1,3
"F","B",15,1,3,"F","D","EY",17,1,1,1,3,1,4
"M","C",53,21,5,"M","B","EY",18,2,1,4,1,9,6
"F","B",28,5,4,"F","A","IC",16,1,0,2,4,3,3
"F","A",27,5,3,"M","B","EY",17,3,2,2,7,3,3
"M","A",22,12,5,"M","B","PO",24,1,0,0,1,13,4
"M","C",23,10,5,"F","C","AZ",34,1,1,0,0,3,3
"M","D",22,12,5,"F","A","EY",17,1,2,1,1,4,5
"F","B",18,9,4,"F","B","AZ",20,0,0,0,3,1,3
"F","A",17,3,4,"F","B","AZ",21,0,0,1,5,7,3
"F","A",21,5,5,"M","D","PO",15,0,1,1,2,1,3
"F","C",31,11,3,"F","A","AZ",21,2,1,2,3,1,3
"M","A",20,7,5,"M","C","CJ",15,2,1,3,2,11,5
"F","D",18,2,4,"F","B","AZ",18,2,0,2,6,10,3
"M","A",15,4,5,"M","C","PO",52,0,0,2,1,24,5
"F","B",15,1,4,"M","B","EY",30,1,1,0,4,13,4
"M","C",18,12,5,"M","D","PO",44,0,0,4,3,6,5
"M","C",64,34,3,"F","A","EY",20,0,2,2,3,7,3
"F","A",42,3,2,"M","C","AZ",20,0,0,1,0,4,3
"F","A",33,6,3,"F","A","ST",32,0,1,3,1,13,3
"M","C",45,29,5,"F","B","PO",40,0,0,1,0,8,2
"F","B",23,12,5,"F","C","CB",16,0,4,0,3,2,3
"F","B",30,6,5,"F","B","EY",15,3,3,1,1,2,3
"M","A",21,18,5,"F","B","AZ",21,0,2,4,2,8,3
"F","A",29,1,4,"F","A","PO",40,1,1,0,2,10,3
"M","B",54,36,4,"M","D","CB",15,1,1,2,1,18,5
"M","A",18,6,3,"M","C","CJ",30,0,0,0,0,1,3
"M","B",25,9,5,"F","C","CJ",24,1,1,1,2,6,5
"M","A",34,5,3,"F","D","AZ",58,1,0,0,1,15,3
"F","A",33,5,5,"M","B","AZ",22,1,0,5,3,6,5
"M","B",22,8,5,"M","C","PO",21,2,1,0,3,5,4
"F","A",40,5,3,"M","A","CJ",20,1,2,1,2,11,4
"M","B",21,3,4,"F","D","AZ",18,1,1,0,1,1,3
"F","A",21,8,5,"F","B","PO",46,0,0,2,2,8,5
"F","B",61,1,3,"F","B","CB",15,2,0,1,4,16,3
"F","B",25,13,3,"F","A","CJ",28,1,0,1,2,4,3
"F","B",25,4,5,"F","A","PO",32,1,1,0,3,3,5
"F","B",43,20,5,"M","B","EY",17,3,0,2,6,2,3
"M","C",22,7,4,"F","B","AZ",45,0,0,2,1,7,5
"M","C",46,21,3,"M","B","CB",33,0,1,0,7,8,4
"F","A",40,3,1,"M","B","CJ",42,1,1,2,0,6,2
"F","A",28,5,3,"F","A","CJ",16,2,0,2,6,1,3
"F","C",18,11,3,"M","A","EY",20,0,0,0,1,4,4
"M","A",19,14,5,"F","A","AZ",26,2,1,3,3,7,4
"M","C",18,6,5,"M","B","IC",15,1,0,2,1,4,5
"M","B",28,9,3,"M","A","AZ",21,2,3,1,4,5,3
"F","A",20,10,5,"F","C","ST",26,2,1,0,0,6,4
"F","A",30,12,3,"M","D","CB",16,2,0,5,3,7,5
"F","B",33,10,3,"M","A","AZ",18,3,1,2,4,2,3
"M","B",15,3,3,"F","A","IC",29,0,0,1,1,1,2
"F","A",18,4,5,"M","B","CB",31,0,0,4,3,4,5
"F","B",30,4,4,"M","B","CB",25,1,0,0,1,2,3
"F","B",16,11,5,"F","B","EY",38,0,1,1,5,18,5
"F","A",23,4,3,"F","B","PO",28,0,0,2,7,4,3
"M","A",25,4,3,"F","B","PO",26,0,0,2,2,19,3
"F","D",16,4,3,"M","B","CB",16,1,0,2,2,10,3
"F","B",23,15,3,"F","D","EY",31,0,2,1,5,8,3
"F","B",16,4,3,"M","A","PO",25,1,0,1,1,2,4
"M","D",22,20,5,"F","C","CB",31,0,0,1,0,5,3
"F","C",18,10,4,"F","C","EY",19,1,1,0,3,3,4
"M","C",22,2,4,"F","A","AZ",48,1,1,1,0,17,3
"F","D",29,3,2,"F","A","AZ",16,0,0,3,5,3,3
"F","B",23,8,3,"M","B","EY",20,0,0,0,0,2,3
"M","A",16,10,5,"F","A","EY",29,0,0,1,1,7,3
"F","B",20,12,5,"F","B","PO",50,2,0,2,2,34,5
"F","B",26,1,3,"M","B","EY",28,2,1,0,1,6,4
"F","A",20,26,5,"F","A","AZ",19,0,0,0,3,7,3
"F","C",41,21,4,"F","B","CB",15,2,2,2,0,4,5
"F","B",27,14,3,"M","C","AZ",15,2,1,1,3,3,4
"M","A",17,33,5,"F","C","AZ",15,0,1,1,2,13,4
"F","C",28,16,4,"F","A","CB",19,1,1,2,3,4,4
"M","C",16,33,4,"F","C","AZ",34,1,1,1,2,10,3
"M","B",22,3,4,"M","B","CB",55,0,2,1,4,21,3
"M","B",23,13,5,"F","B","AZ",15,3,1,4,2,37,5
"M","A",28,2,3,"M","B","PO",24,4,1,4,1,7,5
"M","A",32,5,4,"F","B","AZ",15,2,2,2,3,7,5
"M","B",16,5,3,"F","A","EY",18,0,1,1,1,4,3
"M","B",22,4,5,"M","C","EY",30,0,0,1,1,2,1
"F","B",19,9,3,"M","B","PO",19,2,0,0,6,2,3
"M","B",22,1,4,"F","A","PO",32,3,0,0,0,12,4
"M","B",15,7,5,"F","A","EY",35,2,0,1,2,1,2
"F","A",29,30,3,"F","C","PO",30,1,2,2,2,6,3
"F","A",29,3,1,"F","A","PO",20,1,0,0,2,21,5
"M","C",20,6,5,"F","B","CB",26,1,1,1,4,5,3
"M","A",24,9,3,"F","A","CB",16,0,0,1,3,5,3
"F","A",18,6,5,"F","B","CB",29,2,0,3,3,14,5
"F","A",36,3,4,"F","A","EY",20,1,1,0,3,1,3
"M","C",38,22,4,"M","C","PO",21,2,1,1,1,5,5
"M","B",23,7,3,"F","A","EY",25,0,1,1,0,0,3
"F","C",19,6,4,"F","B","PO",19,4,3,2,2,12,5
"F","B",38,22,4,"M","B","CB",16,1,0,8,5,9,5
"F","A",25,4,3,"M","B","PO",16,0,3,0,3,14,3
"F","A",21,7,3,"F","B","PO",15,1,0,1,4,2,3
"F","A",37,13,5,"F","B","AZ",35,1,1,2,1,1,3
"F","D",17,20,5,"M","A","PO",42,1,2,2,7,10,4
"F","C",20,6,3,"F","B","PO",16,2,0,2,0,5,6
"M","A",18,6,5,"F","A","PO",47,1,3,3,2,21,2
"F","B",15,1,3,"F","B","PO",22,1,1,0,2,12,3
"M","A",27,9,4,"M","C","EY",16,2,2,5,4,17,5
"F","C",29,4,3,"M","A","AZ",20,4,1,4,3,8,5
"F","B",23,10,4,"M","A","AZ",39,1,0,0,0,5,3
"F","A",28,20,4,"F","C","AZ",28,0,1,2,0,2,2
"F","A",17,6,3,"M","D","AZ",33,0,3,0,4,6,3
"M","A",34,13,4,"M","B","ST",40,5,0,1,2,32,5
"F","A",23,5,3,"F","A","IC",18,1,1,1,4,3,4
"M","B",40,28,3,"M","B","AZ",26,2,1,1,2,8,3
"F","A",25,1,3,"F","B","CB",18,0,0,0,1,1,3
"F","A",26,3,4,"F","B","EY",17,2,1,0,1,11,4
"F","A",36,9,3,"F","A","AZ",15,5,1,4,1,7,5
"M","A",22,4,5,"M","B","PO",17,1,1,6,1,7,5
"F","A",64,47,3,"F","B","IC",32,0,2,1,3,3,3
"F","A",38,9,4,"F","B","AZ",17,1,0,0,3,4,3
"F","B",25,12,3,"M","A","AZ",31,1,3,2,2,11,3
"M","D",29,8,4,"M","B","AZ",16,3,0,0,3,10,5
"F","A",26,1,3,"F","A","EY",25,2,0,3,4,5,4
"M","B",19,1,3,"M","D","CB",15,1,2,0,1,4,3
"M","D",22,6,3,"M","B","IC",15,7,2,1,1,5,5
"M","C",22,6,3,"F","A","AZ",39,1,2,3,2,1,3
"F","B",17,6,4,"F","C","CJ",26,1,0,3,2,9,5
"M","D",25,0,2,"M","A","EY",23,1,0,2,2,2,3
"M","B",25,10,5,"M","A","AZ",27,0,0,0,3,7,4
"M","B",25,8,5,"M","B","EY",26,2,4,0,1,10,4
"F","B",27,8,5,"M","B","EY",17,1,0,2,4,2,4
"F","A",39,18,3,"M","B","PO",16,1,2,1,1,5,5
"F","C",29,9,5,"M","B","CB",17,1,1,0,1,1,4
"F","B",43,5,5,"F","A","CJ",28,0,1,2,2,4,3
"M","B",15,1,3,"F","B","AZ",18,2,0,1,4,1,4
"F","A",62,13,1,"F","A","EY",29,1,2,0,1,16,4
"F","A",33,2,3,"F","A","PO",20,2,0,0,1,11,4
"F","A",35,8,3,"F","A","AZ",43,0,1,1,1,7,3
"F","A",15,3,3,"F","C","PO",38,1,1,3,3,28,5
"F","A",40,13,4,"F","B","IC",23,0,0,1,5,1,4
"M","D",47,7,2,"M","B","ST",16,0,0,1,4,1,4
"F","C",26,5,5,"F","C","CJ",22,2,0,2,2,10,5
"F","B",26,6,3,"F","A","AZ",35,1,0,1,1,12,3
"M","A",17,1,4,"M","B","IC",20,2,0,4,4,4,5
"M","B",17,7,5,"M","C","PO",16,4,2,3,7,2,3
"F","A",26,1,2,"F","C","CB",25,0,0,1,4,5,3
"F","A",36,16,3,"F","A","CJ",33,1,0,1,2,1,3
"F","C",18,6,4,"M","A","IC",78,0,0,1,2,45,4
"F","C",16,5,5,"M","B","AZ",32,1,0,1,0,7,5
