"Var1","Var2","Var3","Var4","Var5","Var6","Var7","Var8","Var9","Var10"
"M","A","CB",24,0,1,3,6,9,3
"M","D","AZ",18,4,1,3,1,5,5
"M","A","CB",16,1,1,2,3,10,5
"M","A","AZ",16,1,1,1,3,1,3
"F","B","CB",17,0,0,2,3,2,3
"F","C","AZ",45,1,0,3,1,9,5
"M","D","PO",34,2,2,3,0,12,4
"M","B","CB",32,1,0,0,1,7,3
"F","A","EY",29,1,0,0,1,7,3
"F","B","IC",28,0,1,0,0,3,3
"M","B","PO",19,1,1,4,2,11,5
"F","A","PO",32,1,0,0,0,20,4
"F","B","ST",24,1,2,0,0,11,5
"M","A","AZ",27,0,2,2,0,13,4
"F","B","AZ",21,1,1,1,4,3,3
"F","A","ST",32,1,0,2,0,1,3
"F","B","EY",18,2,2,1,4,4,5
"M","B","EY",17,1,0,3,3,5,5
"F","D","PO",24,1,1,5,1,8,5
"F","A","ST",33,2,0,0,0,12,3
"F","A","IC",27,1,1,3,1,2,2
"F","A","PO",24,1,0,6,3,9,5
"F","A","CJ",27,0,1,1,3,1,1
"M","B","AZ",28,2,1,1,2,27,5
"F","A","PO",27,1,3,0,1,10,4
"F","C","CB",16,3,1,0,1,3,3
"M","B","IC",29,3,0,3,2,19,3
"F","A","PO",49,0,1,0,0,22,3
"M","A","PO",37,1,3,3,1,21,5
"M","B","AZ",19,2,2,3,6,2,3
"F","A","CB",16,2,0,0,2,2,4
"M","B","PO",28,2,1,1,5,21,3
"M","A","IC",21,0,1,1,5,2,3
"M","C","ST",22,0,1,0,6,10,4
"M","C","PO",16,3,0,6,4,7,5
"F","B","AZ",19,1,0,1,2,2,3
"M","C","CJ",28,1,2,2,1,3,4
"M","C","CB",17,2,0,3,3,7,5
"F","B","PO",30,3,0,1,3,26,5
"F","B","AZ",15,1,1,1,5,2,4
"F","A","IC",23,2,0,0,0,1,4
"F","A","IC",17,2,2,2,2,5,5
"M","D","PO",22,3,1,6,5,11,5
"F","B","EY",23,0,0,0,0,11,4
"F","B","EY",18,1,0,1,3,3,4
"F","B","CB",19,1,1,2,1,2,3
"M","B","AZ",18,0,0,1,4,7,4
"F","B","IC",20,2,0,1,6,6,3
"F","A","IC",26,1,1,0,2,0,2
"M","A","AZ",42,0,1,1,1,10,2
"M","C","PO",18,2,1,0,1,5,4
"M","D","PO",24,1,0,3,5,11,5
"M","B","EY",57,1,2,3,3,36,4
"F","B","ST",15,2,3,0,2,3,4
"F","B","PO",23,1,2,2,3,9,4
"F","B","CB",15,2,0,0,2,4,4
"M","A","AZ",28,0,0,1,1,2,2
"F","A","EY",38,0,0,0,0,12,3
"M","B","PO",19,0,1,1,3,2,4
"M","B","EY",18,2,0,1,4,8,4
"M","A","PO",32,2,4,2,1,3,3
"F","C","PO",15,5,3,1,3,9,3
"M","C","CB",31,1,3,1,3,11,4
"F","C","EY",26,0,1,0,4,12,3
"F","B","PO",18,3,3,5,2,7,5
"F","B","PO",25,1,2,4,5,7,5
"F","A","AZ",38,1,1,0,1,10,3
"M","B","CB",27,0,2,3,1,9,5
"F","A","IC",25,2,1,0,1,11,3
"M","B","CJ",24,1,1,6,3,7,5
"M","A","ST",16,2,2,3,4,4,5
"F","B","EY",32,1,1,0,2,11,3
"F","A","CJ",19,0,0,1,3,1,5
"F","D","AZ",18,1,0,0,2,1,3
"F","C","AZ",21,1,1,1,7,7,3
"M","B","ST",18,3,1,5,3,14,5
"F","B","PO",31,1,2,0,2,14,4
"F","B","CJ",18,1,0,0,2,5,4
"F","A","IC",19,1,2,0,3,4,2
"F","A","AZ",30,0,1,0,2,2,2
"F","C","EY",25,0,0,0,0,1,5
"M","B","CJ",15,1,1,0,2,3,4
"M","A","EY",17,1,2,2,2,6,4
"M","B","CJ",18,0,3,1,3,5,4
"F","B","AZ",22,1,3,3,5,6,3
"M","B","AZ",36,0,0,1,4,11,3
"F","A","AZ",28,2,3,2,0,9,5
"F","B","CJ",24,0,1,0,1,5,3
"M","B","AZ",18,0,1,4,7,10,3
"M","A","IC",41,2,4,3,4,9,5
"F","B","EY",20,1,0,0,2,18,4
"F","D","EY",17,1,2,0,3,1,3
"M","A","PO",19,2,0,1,3,5,3
"F","B","ST",27,0,0,1,1,5,4
"F","D","PO",21,1,0,3,9,5,4
"F","A","IC",26,1,0,1,2,7,3
"F","A","CB",15,2,2,1,1,5,4
"F","C","AZ",50,0,0,2,2,9,3
"M","B","IC",20,2,2,0,3,1,3
"F","C","ST",38,3,3,4,3,29,5
"M","C","CB",17,3,0,4,4,7,5
"M","A","CJ",38,1,2,6,4,16,5
"M","B","CJ",15,1,1,2,2,1,3
"F","A","EY",30,2,2,2,2,1,2
"F","B","CB",17,2,0,1,3,1,3
"F","B","CJ",18,0,0,0,1,16,4
"F","A","ST",38,1,2,3,3,6,4
"M","B","CB",21,1,0,1,4,3,4
"M","B","PO",15,0,0,4,2,6,5
"M","A","AZ",28,0,0,0,2,5,3
"M","A","AZ",15,0,0,2,4,4,4
"M","B","PO",41,0,0,1,0,14,5
"F","A","IC",27,5,1,0,1,2,3
"M","A","PO",16,3,0,4,3,4,5
"F","C","CB",16,0,2,1,2,9,3
"F","A","AZ",50,0,1,1,3,14,2
"M","B","AZ",25,0,0,0,2,1,4
"F","A","CJ",18,0,0,1,4,6,3
"F","D","PO",25,1,0,1,7,2,3
"F","D","CB",15,1,1,3,1,5,5
"F","B","AZ",18,2,3,1,6,4,5
"F","C","CJ",31,2,3,2,1,11,5
"F","B","EY",32,1,1,1,6,9,4
"F","B","AZ",39,1,2,1,4,5,4
"F","B","ST",21,1,1,3,6,10,4
"M","B","IC",16,3,0,5,1,4,5
"F","A","AZ",29,1,0,0,4,3,4
"F","C","EY",30,1,0,0,2,7,4
"M","A","IC",30,3,1,2,2,8,5
"M","A","AZ",40,0,0,2,1,19,4
"F","B","PO",20,2,1,1,2,7,4
"M","B","CB",23,0,0,2,1,9,3
"F","C","CJ",25,3,0,2,0,7,5
"F","D","PO",30,1,0,3,3,4,5
"M","C","EY",32,0,1,0,1,14,3
"M","B","PO",47,4,3,7,3,17,5
"M","B","IC",40,2,0,1,2,4,3
"M","C","CB",16,2,1,2,2,9,5
"M","A","PO",28,2,0,4,6,8,4
"F","A","EY",21,2,2,0,0,19,3
"F","C","EY",51,2,3,1,1,21,4
"M","D","CJ",17,0,0,0,0,2,4
"M","A","CJ",19,1,3,4,1,7,5
"F","A","AZ",39,0,0,4,4,17,6
"F","A","PO",17,1,1,1,4,2,3
"M","A","AZ",16,5,1,1,3,7,5
"M","C","CB",26,1,1,2,1,6,5
"M","A","PO",30,1,0,0,1,16,3
"M","C","PO",15,2,1,6,3,4,5
"M","B","PO",36,0,0,1,1,10,4
"F","C","CB",23,2,1,6,0,17,5
"F","B","CJ",43,1,0,6,3,18,5
"F","B","CJ",24,1,1,0,8,4,3
"M","B","IC",27,2,0,1,3,5,4
"F","B","PO",15,1,1,1,3,3,3
"M","A","CJ",39,1,3,0,0,18,3
"F","A","PO",21,0,1,2,0,9,5
"F","B","PO",22,1,1,0,0,8,5
"F","B","CJ",15,1,2,0,2,1,4
"F","B","AZ",18,0,0,0,2,9,4
"F","C","CJ",17,1,1,2,4,2,3
"F","B","PO",16,1,0,0,4,4,3
"F","B","PO",24,0,0,1,1,12,5
"F","A","CB",27,1,0,2,0,2,3
"F","D","PO",15,1,1,5,2,11,5
"M","B","PO",59,1,0,1,1,12,5
"F","B","EY",17,1,1,0,2,1,3
"M","A","CB",25,3,3,0,1,2,4
"F","D","ST",30,3,1,0,0,4,3
"M","C","EY",40,4,1,1,1,6,3
"F","A","PO",27,2,1,4,5,21,5
"F","B","CJ",21,0,1,2,3,4,4
"F","C","IC",40,2,2,1,1,1,4
"F","D","PO",19,1,2,1,3,7,3
"M","D","EY",18,2,1,1,4,2,3
"F","B","AZ",15,0,0,4,4,2,4
"M","A","EY",40,4,2,0,1,12,3
"F","A","EY",27,2,1,0,1,3,3
"M","A","EY",15,0,2,1,5,1,3
"F","B","CB",24,2,0,3,2,7,5
"M","C","IC",15,1,1,0,3,3,3
"M","A","PO",32,1,0,2,4,13,4
"M","C","EY",16,0,1,0,1,1,3
"F","C","PO",18,2,1,2,1,6,6
"F","D","AZ",15,0,0,2,3,4,4
"F","B","EY",44,2,1,1,2,9,5
"M","C","PO",17,0,0,1,2,3,3
"F","D","PO",16,3,0,1,0,6,5
"F","B","PO",42,2,0,6,4,4,5
"M","B","AZ",16,2,1,2,3,1,4
"F","B","IC",17,1,0,4,3,5,5
"M","B","AZ",43,6,0,4,2,14,5
"M","C","IC",25,2,2,1,0,16,2
"M","B","CB",23,0,1,5,1,9,5
"F","B","CB",55,0,2,4,4,53,5
"M","C","PO",19,3,2,2,2,7,5
"F","B","AZ",23,0,1,1,5,7,3
"F","A","CB",30,1,0,1,1,9,3
"F","C","AZ",18,1,2,0,0,1,4
"M","A","CB",35,0,0,0,0,6,3
"F","B","AZ",20,4,0,6,2,7,5
"M","C","EY",17,3,1,3,2,5,5
"F","A","PO",36,0,1,1,5,24,4
"M","B","CB",16,0,1,3,3,7,5
"F","B","CB",22,0,1,2,1,3,4
"M","A","CB",18,0,1,1,5,8,3
"M","A","EY",17,2,1,1,3,7,4
"F","B","CJ",27,2,3,0,1,19,3
"F","B","CJ",15,3,2,0,3,15,4
"F","C","CB",19,0,0,8,5,10,5
"M","A","CJ",18,0,2,1,2,7,3
"F","B","PO",58,1,1,0,0,47,3
"F","A","CJ",19,1,2,1,2,1,4
"F","A","PO",36,1,0,2,3,11,4
"F","C","CJ",26,4,0,0,2,8,5
"F","B","PO",18,2,1,4,3,9,5
"F","A","EY",31,2,0,0,0,1,4
"M","C","CB",21,1,1,3,2,7,5
"F","B","AZ",15,3,2,7,6,4,5
"M","B","EY",15,0,0,0,2,2,3
"F","A","CB",18,0,0,3,0,9,5
"F","A","PO",15,2,0,0,4,4,4
"M","B","AZ",18,2,1,5,5,8,4
"F","A","CJ",40,0,1,0,2,25,3
"F","A","CJ",27,2,0,0,1,2,2
"F","B","PO",15,1,1,5,1,5,5
"M","A","CJ",20,0,0,5,1,5,5
"M","A","PO",27,3,3,0,0,2,3
"M","B","CJ",18,0,0,0,1,5,3
"F","B","CB",19,1,2,0,2,2,3
"M","A","CB",18,2,0,3,2,9,5
"M","A","EY",21,0,1,1,2,4,3
"M","B","PO",22,3,0,3,3,9,5
"M","B","CB",15,1,1,1,3,4,3
"F","C","AZ",15,3,1,4,2,16,5
"F","D","AZ",17,0,0,2,4,20,5
"F","D","AZ",17,4,0,3,3,11,4
"F","B","EY",20,0,2,3,5,11,3
"F","C","CB",20,2,1,1,3,9,3
"M","A","AZ",22,3,1,4,2,9,5
"F","C","PO",16,2,2,4,3,7,5
"F","B","CJ",22,1,2,1,3,14,4
"M","A","PO",18,3,1,1,3,10,5
"F","A","IC",31,1,1,0,0,8,4
"F","D","CJ",15,1,0,0,3,4,3
"F","B","CJ",18,3,0,3,0,4,6
"F","B","AZ",22,1,2,1,5,6,3
"F","C","AZ",33,1,1,1,1,11,5
"M","B","AZ",17,2,2,4,3,7,5
"F","A","AZ",19,2,0,1,5,4,3
"F","B","PO",34,3,1,2,4,14,5
"F","B","AZ",15,1,0,4,6,4,4
"M","C","PO",17,2,2,4,2,13,5
"M","A","ST",28,2,1,1,2,3,3
"M","A","IC",16,3,0,1,3,5,4
"F","B","AZ",33,0,1,0,2,19,4
"F","B","CB",37,0,2,1,2,27,3
"M","A","ST",25,0,2,0,1,1,3
"M","B","CB",25,2,2,2,2,25,5
"M","D","PO",17,2,0,4,4,8,5
"F","B","IC",25,0,0,2,3,4,3
"F","D","IC",16,0,1,0,2,1,4
"F","A","ST",15,2,1,3,4,4,3
"F","C","CB",16,2,2,3,3,11,5
"M","D","CJ",41,0,0,0,1,15,4
"M","A","EY",20,1,2,0,2,1,3
"F","A","AZ",25,0,0,1,0,4,2
"F","B","EY",16,2,0,1,3,6,3
"M","A","CJ",40,0,0,0,2,7,1
"M","A","PO",16,1,0,3,4,6,5
"M","A","AZ",24,1,1,1,3,15,3
"M","C","EY",16,2,1,0,2,1,3
"F","A","PO",32,1,1,0,1,4,1
"M","A","CB",17,0,0,1,2,9,4
"M","C","AZ",26,2,3,4,4,9,4
"M","C","IC",43,5,2,2,0,7,3
"F","A","CJ",17,0,0,0,1,7,4
"F","C","PO",17,4,0,3,1,26,5
"F","B","EY",22,2,0,0,3,10,3
"F","A","CJ",16,0,1,0,1,1,3
"F","B","CB",16,2,2,1,5,5,3
"M","B","PO",39,2,1,4,5,5,6
"M","A","AZ",24,3,3,3,0,24,5
"M","C","PO",16,3,0,0,3,4,4
"F","B","CB",18,2,1,4,5,5,4
"F","A","IC",36,0,0,0,0,4,2
"M","D","EY",16,3,1,2,5,4,3
"M","B","AZ",22,2,2,2,2,5,5
"M","B","PO",19,0,0,1,5,2,3
"F","B","AZ",18,0,1,4,0,12,5
"F","A","EY",40,2,3,1,2,30,4
"M","B","AZ",15,1,2,5,4,4,5
"M","D","AZ",16,5,1,3,6,4,5
"F","B","PO",17,3,1,1,5,2,3
"F","A","AZ",21,0,1,0,2,1,4
"F","B","PO",40,1,3,2,3,18,3
"M","B","CB",15,0,1,1,3,6,3
"F","A","PO",27,2,2,0,0,3,2
"M","B","CJ",17,0,1,1,2,3,4
"M","B","PO",20,1,0,5,2,12,5
"F","A","EY",15,5,0,0,5,4,3
"M","A","EY",31,2,3,2,2,27,2
"F","B","IC",17,1,5,0,2,6,3
"F","A","IC",27,4,3,0,0,3,2
"M","A","PO",15,1,1,1,3,2,4
"F","D","CJ",27,0,2,1,4,1,4
"F","C","PO",16,4,0,2,9,6,3
"F","B","PO",22,1,1,6,6,13,6
"F","B","ST",18,0,0,0,3,2,3
"M","A","CB",39,1,0,2,4,17,5
"F","A","IC",26,0,1,0,2,7,3
"M","C","CJ",20,2,0,1,3,3,3
"F","A","PO",30,0,1,2,1,7,3
"M","B","PO",18,0,2,4,6,1,4
"F","B","EY",25,1,1,1,5,1,3
"M","B","PO",16,1,0,4,3,4,5
"F","A","PO",27,1,2,0,2,1,3
"M","C","AZ",17,2,1,4,4,8,5
"F","C","EY",22,1,1,0,3,2,3
"F","C","PO",15,0,1,1,3,2,4
"F","C","CB",25,1,0,2,0,0,4
"M","D","PO",28,0,0,2,8,8,4
"M","B","AZ",28,0,0,3,1,9,5
"F","B","CJ",32,1,2,1,0,17,1
"M","B","EY",30,0,0,1,3,15,3
"F","C","CB",18,3,0,1,2,7,4
"M","B","AZ",16,0,1,1,1,4,3
"F","A","AZ",32,1,0,1,0,6,2
"F","A","PO",20,1,1,0,2,6,4
"M","C","PO",25,2,0,3,3,16,5
"F","A","ST",31,0,0,1,2,3,3
"F","B","CB",23,0,1,1,2,5,4
"M","B","AZ",15,2,2,1,2,5,3
"F","B","PO",18,0,1,3,2,5,4
"F","B","EY",16,1,0,0,3,3,3
"M","A","PO",21,0,2,1,8,4,3
"M","B","CB",16,2,4,2,2,7,5
"F","C","EY",52,1,4,0,4,23,4
"M","B","AZ",27,2,0,2,0,6,5
"M","A","ST",25,1,0,2,2,2,3
"F","B","AZ",18,2,2,0,2,17,4
"F","A","CJ",32,0,0,1,3,1,4
"F","C","PO",16,4,1,4,1,9,5
"M","C","PO",18,3,2,4,2,12,5
"M","B","EY",36,0,2,0,1,6,4
"F","A","CB",31,1,0,1,0,3,1
"M","A","AZ",31,1,0,2,1,5,3
"F","B","PO",16,1,0,1,1,1,3
"M","A","PO",17,1,2,0,1,10,5
"M","D","PO",23,1,1,5,5,10,5
"F","B","EY",32,1,3,0,3,13,3
"M","B","IC",16,1,0,0,3,4,3
"M","C","PO",18,3,1,2,1,11,5
"F","C","AZ",23,1,1,1,3,7,3
"F","A","PO",32,1,1,1,0,1,3
"M","B","PO",18,0,1,1,5,4,3
"M","A","PO",35,1,0,1,0,23,4
"F","B","IC",20,2,1,1,3,4,4
"F","A","AZ",19,1,0,1,2,1,3
"M","B","PO",23,2,2,2,4,16,4
"F","A","AZ",28,1,1,0,0,1,3
"F","B","EY",22,2,1,0,1,14,4
"M","B","PO",31,2,0,3,1,16,5
"M","A","CJ",23,4,3,4,7,22,5
"M","C","AZ",15,0,3,1,6,8,4
"M","A","EY",17,3,0,4,7,8,3
"F","C","IC",22,0,1,0,2,5,5
"M","A","IC",19,1,1,0,2,3,4
"F","A","CB",26,0,0,2,1,3,3
"F","A","EY",28,1,2,1,1,1,2
"F","A","IC",43,0,2,1,1,2,2
"M","B","CJ",25,1,0,0,2,7,4
"F","B","AZ",18,1,0,0,1,7,4
"F","D","CJ",15,2,0,0,0,7,5
"M","A","ST",17,0,2,2,1,5,4
"F","C","AZ",25,0,1,0,0,1,4
"F","D","ST",19,0,1,3,2,14,5
"M","C","CB",19,8,0,2,1,7,5
"M","B","IC",48,2,0,4,0,21,5
"M","C","CJ",38,1,3,2,3,9,4
"F","A","CB",15,0,0,0,5,2,3
"F","A","CB",26,1,1,0,0,1,3
"M","A","PO",33,2,1,1,1,5,4
"F","D","AZ",35,3,3,3,1,14,5
"F","A","PO",22,2,1,1,4,7,3
"F","A","CB",31,1,1,1,1,6,3
"M","B","IC",26,3,2,0,1,5,3
"F","A","IC",25,2,0,0,0,0,3
"M","B","AZ",28,2,2,1,1,9,5
"F","C","EY",24,0,0,1,4,27,3
"F","A","IC",25,2,1,1,1,2,4
"F","B","EY",20,1,2,0,3,9,4
"F","B","CB",29,2,2,0,0,3,2
"F","A","CJ",37,1,1,0,0,1,3
"M","B","AZ",20,1,1,1,0,14,5
"F","A","PO",15,4,1,3,2,8,5
"F","B","AZ",22,0,1,3,3,4,3
"F","B","EY",17,0,1,1,1,3,3
"M","A","CJ",52,2,0,0,0,21,3
"F","B","AZ",28,1,0,2,3,16,4
"M","A","CJ",15,1,0,0,1,1,3
"M","A","ST",19,1,2,1,3,4,3
"F","C","PO",22,1,2,1,3,5,3
"F","B","CB",22,0,0,0,0,10,4
"F","A","AZ",34,0,1,1,2,8,3
"F","A","IC",43,1,1,0,3,18,4
"F","A","PO",17,3,0,1,4,4,4
"F","C","PO",20,2,2,2,1,5,5
"M","A","EY",19,1,3,2,4,3,4
"F","A","IC",21,2,0,0,2,3,3
"M","B","AZ",31,5,2,4,3,13,5
"F","B","PO",20,4,2,3,0,8,5
"M","A","AZ",40,1,0,2,2,5,3
"F","B","IC",26,1,1,0,2,2,3
"F","A","CB",17,0,2,2,2,3,3
"F","B","AZ",49,1,2,1,4,30,3
"F","C","IC",31,2,0,2,1,23,2
"M","B","PO",17,2,1,7,2,14,5
"M","A","PO",16,1,2,0,2,3,4
"M","C","CB",16,2,2,2,4,2,3
"F","D","PO",23,1,0,3,2,18,5
"F","B","EY",17,3,2,0,0,1,4
"M","B","PO",15,1,0,1,5,1,4
"F","D","PO",22,1,1,1,2,2,4
"F","B","AZ",18,2,1,3,2,4,5
"F","B","AZ",15,3,1,4,4,8,5
"F","A","PO",15,2,3,2,2,2,4
"M","A","AZ",18,1,0,0,1,4,4
"F","A","EY",28,0,4,0,0,15,4
"M","B","CJ",16,1,0,2,2,5,5
"M","B","CB",32,3,1,0,0,26,5
"F","B","EY",18,1,0,2,4,2,4
"M","A","CB",36,2,0,0,2,4,1
"M","C","PO",37,3,0,6,2,4,5
"M","A","EY",16,0,0,12,6,6,5
"F","B","ST",38,3,0,1,3,15,3
"F","B","CJ",29,1,0,2,3,4,4
"F","A","CJ",25,0,0,0,2,4,3
"M","C","EY",27,2,0,4,3,17,4
"F","B","IC",15,0,0,1,5,12,3
"F","B","EY",21,1,3,3,3,13,3
"F","B","EY",37,0,0,2,3,8,5
"M","B","PO",19,0,0,1,1,4,5
"F","A","EY",19,0,0,2,5,11,3
"F","A","AZ",25,0,0,1,2,5,3
"M","C","AZ",31,0,2,5,1,15,3
"F","A","IC",48,0,0,0,0,18,2
"F","A","IC",37,4,4,3,2,15,4
"F","B","PO",24,0,2,1,2,8,5
"M","D","PO",16,0,0,2,2,5,5
"M","A","EY",29,1,2,2,4,16,3
"F","A","AZ",27,1,1,0,0,0,3
"M","A","CB",21,3,0,0,2,8,3
"M","C","PO",16,2,3,0,1,1,3
"M","C","CJ",17,2,1,6,4,6,5
"M","C","ST",23,1,1,2,2,7,5
"M","D","PO",23,1,1,0,0,5,5
"M","B","EY",38,0,1,1,4,25,5
"M","B","EY",37,1,1,0,2,11,4
"F","B","AZ",21,1,1,1,2,9,4
"M","D","AZ",26,3,2,0,2,11,3
"M","C","CJ",25,0,1,0,1,16,4
"M","C","PO",26,1,1,2,1,5,5
"M","A","PO",18,1,2,1,4,5,4
"M","B","AZ",18,0,0,2,2,2,3
"F","D","CB",44,1,0,0,0,3,4
"M","B","EY",15,1,0,1,1,3,4
"M","B","PO",26,1,0,8,5,8,4
"M","D","CJ",16,3,2,3,2,4,5
"F","B","CJ",18,1,1,0,3,4,3
"F","A","EY",48,0,1,1,6,19,3
"M","A","PO",35,3,1,1,1,33,5
"F","B","EY",16,1,1,0,1,1,3
"F","B","CB",19,3,1,0,3,5,3
"M","A","AZ",30,2,0,0,2,11,4
"F","B","PO",36,0,1,0,1,19,3
"F","A","ST",23,2,3,6,1,14,5
"F","A","PO",41,2,2,1,0,1,1
"F","A","PO",23,2,1,0,4,8,4
"F","A","PO",27,1,0,1,1,9,5
"M","B","CB",33,0,4,0,1,25,4
"F","A","AZ",38,0,1,1,1,8,4
"F","A","PO",20,0,1,2,3,10,4
"M","B","EY",30,1,1,2,3,13,4
"F","B","AZ",16,0,1,0,3,2,3
"M","B","EY",21,4,0,4,1,8,5
"M","C","AZ",26,1,2,3,7,11,5
"M","C","PO",31,2,1,0,1,40,5
"M","B","CJ",24,0,1,0,2,13,4
"M","C","AZ",17,0,3,3,2,9,5
"F","B","CB",21,0,2,0,1,5,3
"F","D","PO",28,5,2,3,2,6,5
"F","C","EY",44,1,1,1,3,25,4
"M","A","AZ",29,1,0,1,2,11,4
"M","A","AZ",19,3,2,0,0,11,5
"F","A","CJ",26,1,1,2,0,1,4
"F","B","AZ",22,0,0,1,6,11,3
"M","C","CB",16,0,1,1,5,4,4
"F","B","CB",17,0,0,2,4,2,4
"F","C","AZ",15,4,1,1,2,1,3
"F","A","CB",31,0,1,2,1,10,4
"F","C","PO",16,0,1,0,1,2,4
"F","D","AZ",29,1,0,0,1,2,3
"F","A","IC",25,1,0,1,0,5,3
"M","B","EY",19,0,1,1,3,3,3
"F","B","AZ",31,1,0,1,2,8,3
"F","B","AZ",20,1,0,2,8,2,3
"F","A","EY",21,1,0,2,4,5,3
"M","D","PO",31,5,2,2,1,14,5
"F","A","CJ",44,2,2,3,0,11,2
"F","B","CJ",24,1,2,10,5,8,5
"M","A","ST",28,0,1,3,2,11,5
"F","B","AZ",32,1,0,2,6,7,3
"F","B","CB",23,1,1,2,4,3,4
"M","A","IC",19,2,0,1,3,2,4
"F","B","PO",37,1,3,1,1,8,5
"F","B","CJ",21,2,3,0,3,1,4
"F","A","AZ",30,3,1,1,0,1,3
"F","C","CB",25,1,3,1,0,19,4
"F","B","EY",32,4,2,1,5,10,4
"F","A","AZ",33,0,0,1,2,14,3
"M","B","IC",16,1,1,0,2,4,4
"M","B","PO",24,3,0,1,1,8,5
"F","A","CB",31,1,0,1,1,3,2
"M","A","CB",29,2,0,4,0,20,5
"M","B","CJ",16,0,0,2,1,5,5
"M","A","AZ",26,0,2,2,6,2,3
"F","A","CB",20,0,1,1,3,5,3
"F","A","CJ",25,5,2,4,1,15,5
"M","A","EY",18,3,0,1,1,15,5
"F","B","EY",17,0,0,1,4,1,4
"F","B","AZ",25,0,0,1,3,6,4
"F","B","AZ",22,2,1,0,2,4,4
"M","A","CB",27,0,0,1,0,2,3
"M","A","IC",26,2,2,0,1,1,3
"F","A","CJ",27,0,1,1,0,1,4
"M","D","PO",37,1,0,1,2,15,5
"F","A","EY",28,0,1,1,0,8,2
"F","A","AZ",40,3,1,1,1,35,3
"F","D","AZ",25,2,0,0,1,2,3
"M","A","CB",44,0,0,2,0,10,2
"M","A","EY",16,0,0,1,3,2,4
"M","A","PO",21,1,0,3,3,5,5
"M","C","CB",27,0,1,7,2,13,5
"F","D","CB",48,1,0,5,4,19,5
"F","D","CB",28,0,1,2,1,8,5
"F","A","AZ",40,0,1,2,2,3,6
"F","B","ST",15,2,2,1,4,3,4
"M","C","PO",15,1,1,1,2,12,5
"F","A","IC",37,1,3,0,2,3,3
"F","C","CJ",29,1,1,2,1,6,2
"F","A","AZ",36,1,0,0,2,2,3
"M","C","ST",44,2,1,3,4,18,5
"F","B","AZ",17,2,1,0,2,3,4
"F","B","PO",34,1,0,1,7,17,3
"M","B","ST",17,2,0,1,3,10,4
"M","A","EY",25,2,0,0,2,15,3
"M","B","AZ",29,0,0,2,3,13,3
"M","A","PO",32,4,4,0,2,8,5
"M","B","IC",29,0,1,1,3,14,3
"F","C","AZ",19,5,0,3,2,5,5
"M","A","IC",24,3,2,1,4,6,4
"M","C","PO",25,0,1,2,1,6,5
"F","C","EY",18,0,0,3,4,1,4
"F","B","PO",16,1,0,1,0,5,5
"F","A","AZ",24,2,3,2,5,9,3
"M","A","CB",25,4,0,2,1,5,5
"F","B","AZ",28,1,0,0,2,9,4
"M","B","CB",15,1,0,0,2,1,3
"M","A","CJ",17,0,0,1,4,1,4
"M","C","CJ",16,3,1,5,1,4,6
"F","A","AZ",27,3,1,2,1,2,3
"M","A","PO",19,0,1,0,1,8,3
"F","C","ST",18,0,1,2,2,9,3
"M","B","CJ",15,0,0,3,1,16,5
"F","D","PO",15,4,2,6,1,4,5
"M","B","CB",15,2,0,4,3,1,4
"F","A","AZ",18,0,0,1,4,5,4
"M","A","EY",32,1,1,2,0,1,3
"M","C","PO",43,2,0,1,2,13,5
"M","B","AZ",17,2,1,1,3,8,4
"F","A","AZ",44,0,1,0,1,12,4
"M","A","CJ",23,0,0,0,0,8,4
"F","A","AZ",33,1,1,1,1,3,4
"F","C","ST",17,1,0,3,3,21,5
"F","A","EY",22,2,1,1,3,1,4
"F","B","PO",28,3,2,0,2,0,3
"F","A","ST",30,2,0,1,5,20,3
"F","A","PO",24,3,0,2,2,10,5
"F","A","AZ",40,0,1,0,0,33,5
"F","A","CJ",19,2,3,0,3,10,3
"F","A","CB",26,3,2,1,3,5,3
"F","A","IC",29,1,1,1,0,5,4
"F","A","PO",25,1,2,1,0,9,3
"F","A","CJ",30,1,1,0,1,13,3
"M","C","CB",18,3,4,4,5,4,5
"F","C","EY",38,0,1,2,4,1,3
"F","B","EY",18,1,0,2,3,10,3
"M","A","PO",27,3,1,0,0,15,5
"M","B","PO",15,5,1,3,3,4,5
"M","A","CB",20,1,1,2,0,4,5
"F","B","CB",33,2,2,1,1,7,5
"F","D","CB",25,1,1,1,2,1,3
"F","B","PO",28,5,1,5,3,4,5
"M","B","PO",23,4,3,1,1,4,5
"F","B","AZ",21,0,1,0,4,7,4
"M","B","EY",18,1,0,2,2,6,4
"M","D","PO",18,4,0,2,1,4,5
"F","A","IC",50,3,3,1,1,18,3
"M","B","PO",23,1,0,0,4,5,4
"F","B","CB",16,0,4,0,2,14,4
"F","A","AZ",25,0,1,1,1,2,4
"F","C","ST",15,1,0,0,2,7,4
"F","A","EY",36,1,1,2,7,18,4
"F","C","CJ",19,1,1,1,1,8,3
"M","A","CJ",25,2,1,3,3,7,5
"F","C","AZ",23,2,1,0,2,11,4
"M","B","PO",27,3,1,5,2,7,5
"F","C","CJ",25,4,1,0,2,11,4
"M","B","EY",22,1,1,4,2,16,5
"F","A","EY",29,0,2,1,1,2,2
"M","B","ST",32,3,1,2,1,14,5
"F","B","CB",19,3,0,3,4,6,4
"M","A","IC",61,2,0,2,0,4,1
"F","A","IC",24,0,2,1,2,5,3
