"Var1","Var2","Var3","Var4","Var5","Var6","Var7","Var8","Var9","Var10"
"F","B","AZ",16,2,2,0,1,2,3
"F","C","AZ",15,0,0,3,6,1,3
"M","D","PO",40,2,1,0,2,10,3
"F","B","CB",22,2,2,0,1,10,4
"F","B","CB",16,4,2,5,2,4,5
"F","D","ST",28,0,0,0,2,2,3
"F","D","IC",32,1,0,4,4,24,5
"M","A","AZ",31,3,1,3,2,15,5
"F","A","EY",33,1,1,1,0,1,2
"F","B","CB",15,0,0,0,1,2,4
"F","A","AZ",29,2,2,0,2,8,3
"F","B","EY",37,1,1,0,6,19,4
"F","C","PO",29,1,0,1,1,8,5
"F","B","PO",26,2,0,3,2,6,6
"F","B","EY",15,1,1,1,4,2,3
"M","A","CJ",29,1,1,0,0,18,3
"F","B","PO",25,0,3,0,0,7,5
"M","A","EY",43,2,0,0,1,18,3
"M","B","AZ",25,2,0,4,1,6,5
"F","A","AZ",29,1,1,0,1,3,4
"F","B","CB",15,1,2,1,2,1,3
"M","A","AZ",15,1,0,1,5,9,4
"M","B","AZ",34,2,4,4,3,4,5
"M","B","PO",20,1,1,0,0,4,4
"F","C","CB",33,0,0,1,1,1,4
"F","A","AZ",52,1,0,0,3,34,4
"F","C","PO",16,1,1,1,6,1,3
"M","B","PO",19,1,0,0,1,2,4
"M","A","CJ",15,1,1,0,3,6,3
"M","C","CJ",18,1,0,0,2,5,3
"M","B","PO",20,0,2,0,0,2,4
"F","B","EY",43,1,0,1,3,8,3
"F","B","PO",17,2,2,3,5,5,4
"M","A","IC",26,1,0,1,2,15,4
"M","B","PO",31,2,1,2,2,18,5
"F","B","PO",20,3,1,1,3,8,3
"F","C","CB",22,2,2,2,2,4,4
"F","B","AZ",16,1,1,3,2,4,5
"M","B","PO",50,0,1,3,6,29,4
"M","B","CJ",18,1,5,3,1,5,5
"F","A","EY",33,0,2,0,0,18,5
"F","C","AZ",15,2,2,4,3,5,5
"M","C","EY",38,1,1,1,3,18,4
"F","B","CJ",20,1,1,2,2,2,4
"M","B","PO",20,1,0,1,4,10,4
"M","B","CB",15,0,1,1,4,11,4
"M","A","CJ",50,0,2,2,5,22,4
"M","A","CJ",41,3,1,2,1,9,2
"F","B","PO",38,0,2,1,5,13,3
"F","A","CB",33,0,0,0,1,7,2
"F","A","IC",29,1,3,0,6,12,3
"F","A","EY",22,0,0,0,3,7,4
"F","A","EY",46,1,1,4,3,12,3
"M","A","AZ",15,1,0,1,2,4,3
"M","D","CJ",32,1,1,7,3,5,5
"F","A","CB",31,1,2,2,0,12,3
"F","C","CB",17,0,0,0,3,1,4
"M","B","CJ",15,0,0,3,1,7,5
"M","C","PO",43,2,1,0,2,24,4
"F","C","CB",19,1,0,4,0,6,5
"F","A","AZ",29,1,3,1,1,10,3
"F","A","CB",29,2,1,0,1,1,3
"M","A","CB",19,3,1,1,0,4,5
"M","C","PO",17,1,1,1,4,4,3
"M","C","CB",20,1,2,2,1,14,5
"M","C","CB",36,5,1,2,0,21,5
"F","A","AZ",26,1,2,1,1,17,4
"F","B","CJ",27,1,4,2,2,3,4
"M","B","CJ",38,2,0,2,0,22,5
"F","B","CJ",26,1,0,2,1,0,3
"M","A","CJ",40,2,0,0,1,10,3
"F","A","EY",29,0,3,1,2,9,4
"F","A","CB",27,3,1,0,0,4,1
"F","B","EY",23,0,1,1,4,7,3
"M","A","AZ",25,0,0,0,3,1,3
"F","B","IC",25,0,3,3,3,8,5
"F","A","PO",19,1,2,0,2,3,4
"M","B","CB",33,0,0,2,2,8,3
"M","B","ST",27,1,1,2,4,1,4
"M","A","IC",18,2,2,1,2,5,4
"F","A","PO",28,1,1,0,0,9,2
"M","C","IC",28,2,2,0,3,7,3
"F","B","AZ",22,5,1,2,1,5,6
"F","C","AZ",36,1,0,1,5,9,4
"M","C","PO",18,3,1,1,2,7,5
"M","A","CB",24,0,0,1,2,12,4
"F","C","CJ",30,0,3,1,3,15,4
"M","A","EY",16,1,2,1,3,1,3
"M","B","EY",27,2,2,2,0,8,5
"F","A","IC",29,1,0,0,1,7,3
"F","A","AZ",30,2,3,0,0,1,3
"F","A","CB",40,1,1,1,1,14,2
"M","A","IC",27,0,1,5,2,6,3
"F","A","PO",37,3,1,2,6,8,3
"F","A","EY",15,1,1,0,1,4,3
"M","A","EY",15,0,1,1,4,1,3
"F","B","IC",45,1,1,0,1,33,4
"F","C","PO",15,4,2,3,4,7,5
"F","B","CJ",16,0,0,1,1,2,4
"F","B","CB",18,4,1,0,3,3,3
"M","D","PO",18,4,2,2,0,7,5
"F","A","CJ",15,2,3,2,1,6,5
"M","C","AZ",15,0,0,2,5,2,4
"F","A","EY",29,1,0,2,6,7,3
"F","A","IC",37,0,2,1,0,2,2
"F","B","AZ",18,1,3,2,4,6,4
"M","B","PO",21,1,1,4,1,8,5
"M","C","ST",24,0,0,3,6,2,4
"F","B","CJ",25,1,0,2,8,25,3
"M","B","PO",32,1,2,2,7,9,3
"F","B","ST",16,0,0,3,2,6,5
"M","B","CJ",24,1,1,0,1,21,3
"F","A","CJ",26,1,1,0,2,6,1
"M","C","ST",32,0,1,1,3,13,4
"M","B","CJ",26,3,1,4,6,7,3
"F","B","AZ",18,0,2,1,4,4,3
"F","A","AZ",15,1,0,2,5,4,3
"M","A","EY",33,0,0,4,5,18,3
"M","D","CJ",15,1,1,9,4,14,5
"F","B","IC",17,0,1,0,1,6,4
"F","A","PO",16,1,5,2,1,14,5
"F","A","AZ",15,2,1,2,2,6,5
"M","B","ST",21,1,0,0,2,8,4
"M","B","CJ",20,0,0,2,3,6,4
"F","C","PO",18,3,2,1,3,12,4
"M","C","PO",64,0,1,1,4,39,4
"M","C","PO",22,3,1,4,2,12,5
"M","A","CB",35,1,1,1,3,14,4
"M","B","AZ",16,0,0,2,3,3,3
"M","B","CB",15,1,2,1,2,1,4
"F","B","AZ",25,0,0,1,4,9,4
"F","B","PO",17,1,0,3,2,4,5
"M","C","EY",24,1,1,6,3,12,5
"F","B","EY",22,1,2,2,3,4,4
"M","A","CJ",26,0,0,1,0,4,3
"M","B","CJ",24,1,1,0,2,11,3
"F","A","AZ",33,1,1,1,0,6,3
"F","A","CB",16,3,0,4,3,7,5
"M","C","AZ",18,2,0,2,4,6,3
"F","B","ST",22,3,0,4,3,13,5
"F","D","IC",28,2,0,4,2,9,5
"F","A","EY",15,2,1,1,3,10,3
"M","A","PO",24,1,0,2,2,10,5
"F","D","AZ",37,0,0,1,0,4,2
"F","D","AZ",15,1,0,1,6,4,3
"F","A","EY",31,5,2,1,2,12,4
"F","C","CB",23,1,1,3,3,7,5
"M","B","AZ",18,1,0,1,3,1,3
"F","A","AZ",28,1,0,1,2,2,3
"F","A","EY",37,1,2,3,7,20,5
"F","B","CB",40,3,0,6,3,6,5
"F","A","ST",31,0,3,1,4,6,4
"F","A","AZ",17,1,1,0,3,2,4
"F","B","PO",22,3,2,0,5,5,4
"F","A","CJ",26,0,0,1,0,4,4
"M","C","PO",30,2,0,1,2,4,5
"M","B","AZ",26,3,3,6,6,19,5
"F","B","CB",45,3,0,4,2,25,4
"F","B","AZ",15,3,4,4,4,7,5
"M","B","AZ",19,3,2,7,3,11,5
"F","B","CB",17,0,1,0,3,1,3
"F","C","CJ",15,0,0,8,3,8,5
"M","B","CB",38,4,0,5,4,48,5
"F","B","AZ",15,0,2,1,1,2,3
"F","B","IC",17,1,1,1,2,3,4
"F","A","PO",18,6,2,3,1,6,5
"F","C","PO",15,0,0,3,4,4,5
"M","B","PO",40,5,0,3,6,6,5
"F","B","CB",17,0,0,1,4,4,3
"F","A","ST",31,0,0,0,2,5,4
"F","A","CJ",18,1,0,3,0,11,5
"F","B","ST",16,0,2,1,2,2,4
"F","C","EY",15,1,1,2,6,1,3
"M","A","CB",16,1,2,1,1,8,5
"F","C","AZ",17,0,1,2,5,1,4
"F","B","CB",16,1,2,2,2,6,4
"F","A","EY",23,1,1,3,4,12,4
"F","B","CJ",29,0,1,1,4,7,4
"F","B","CB",16,1,0,0,2,1,3
"M","B","CB",17,1,2,2,6,3,3
"F","A","CJ",47,0,0,1,0,22,3
"F","A","EY",34,2,0,2,2,12,3
"F","B","PO",17,1,2,0,1,3,3
"F","C","PO",18,4,1,3,2,8,5
"F","B","PO",16,1,0,1,1,1,3
"M","A","CB",16,0,3,1,4,11,4
"F","A","EY",21,2,0,1,4,10,4
"M","C","PO",19,3,1,0,2,4,5
"M","B","PO",17,2,2,0,1,5,3
"M","A","PO",26,1,0,1,1,17,5
"F","C","AZ",31,1,0,4,3,20,4
"F","A","AZ",34,0,2,1,1,2,2
"M","A","CB",16,3,3,4,2,8,5
"F","B","PO",15,0,0,0,2,1,3
"M","A","AZ",16,1,1,0,1,10,4
"F","B","IC",44,1,1,1,0,16,2
"F","B","AZ",18,0,3,2,4,3,4
"F","A","AZ",28,3,0,0,1,7,3
"F","C","AZ",16,1,1,2,2,2,3
"F","D","AZ",22,3,0,1,5,8,3
"F","C","AZ",44,0,0,1,1,8,2
"M","B","AZ",30,0,2,2,3,8,4
"F","C","AZ",20,3,2,5,1,18,5
"F","B","IC",27,2,0,0,1,10,3
"F","B","IC",19,0,3,4,8,6,3
"F","A","IC",52,1,3,1,6,6,4
"F","B","EY",15,0,0,1,3,1,3
"F","B","AZ",24,1,1,1,4,9,3
"M","B","AZ",20,2,0,1,1,3,3
"F","B","PO",19,1,0,0,0,4,5
"M","A","AZ",15,2,2,3,7,6,3
"M","B","EY",32,3,1,1,3,27,3
"F","A","CB",26,1,1,1,4,7,3
"F","B","ST",59,0,4,4,3,13,5
"M","A","EY",26,1,0,2,2,6,3
"M","A","CB",26,0,0,0,0,14,2
"F","B","IC",32,0,0,3,5,7,3
"F","A","IC",31,1,2,1,1,3,3
"M","B","AZ",24,2,1,3,5,3,3
"F","A","AZ",25,3,2,0,2,0,3
"F","A","EY",34,0,4,0,3,9,4
"F","A","CJ",19,0,0,3,2,3,4
"M","C","AZ",18,1,2,1,2,11,5
"F","B","EY",27,1,0,0,4,12,4
"F","B","EY",23,1,2,1,2,3,3
"M","C","AZ",45,2,2,2,7,5,3
"F","A","EY",20,0,2,0,2,13,3
"F","A","IC",43,0,1,2,1,13,3
"M","B","CB",20,0,0,0,4,4,3
"F","B","PO",23,2,1,4,1,15,5
"F","B","PO",19,2,2,6,3,29,5
"F","C","EY",35,2,3,2,2,1,3
"F","B","AZ",16,0,0,2,4,2,3
"F","C","PO",19,2,0,6,3,7,5
"F","A","EY",22,0,1,0,2,5,3
"M","B","PO",27,3,1,3,2,10,5
"F","B","ST",25,0,2,3,4,31,5
"F","B","PO",22,0,0,0,3,6,4
"F","B","PO",36,2,2,5,0,15,6
"F","B","EY",18,2,0,0,3,1,4
"M","A","PO",19,0,1,0,1,1,5
"F","C","CJ",18,0,2,1,3,1,3
"F","C","CB",40,1,0,5,2,20,5
"F","C","EY",35,2,3,0,1,4,2
"F","C","ST",25,1,1,5,3,11,5
"M","A","CB",17,1,1,2,4,2,5
"F","A","AZ",32,1,1,1,1,9,2
"F","C","PO",21,1,0,2,2,4,4
"F","A","ST",40,1,1,0,2,10,3
"M","A","EY",15,1,1,1,4,1,4
"F","D","PO",35,3,2,4,2,41,5
"F","D","ST",30,0,0,1,0,10,2
"M","B","CJ",22,0,1,4,2,10,5
"M","B","PO",19,0,1,4,2,6,4
"F","C","EY",17,0,0,0,7,4,4
"M","C","CB",48,0,1,0,2,25,3
"F","B","PO",16,0,3,1,3,2,4
"F","B","PO",15,1,0,2,4,3,3
"M","C","PO",23,1,3,5,1,10,5
"F","A","CB",26,1,2,0,0,2,4
"M","A","CJ",15,2,2,2,4,5,3
"M","B","IC",15,0,0,4,5,7,5
"M","C","CB",22,3,0,3,2,8,5
"M","A","AZ",36,1,0,1,2,3,3
"M","A","CJ",20,1,1,1,4,4,4
"M","B","CB",19,1,0,1,2,2,3
"F","B","CB",20,0,0,2,4,2,3
"F","A","IC",27,1,0,0,0,6,4
"F","B","EY",31,0,2,2,3,2,3
"F","A","ST",30,0,1,0,1,5,3
"F","B","PO",20,6,2,6,2,7,5
"F","B","CB",16,0,1,2,1,5,5
"M","B","PO",15,1,4,1,4,1,4
"F","C","CJ",17,1,2,1,6,4,3
"M","C","PO",17,5,1,5,3,5,5
"F","B","ST",18,3,1,1,3,5,3
"F","A","CB",34,1,1,1,0,7,1
"F","B","CB",20,0,1,0,1,4,4
"M","A","CB",18,0,0,0,1,14,3
"F","A","PO",15,3,1,8,2,11,5
"M","B","EY",36,2,2,0,3,21,3
"F","C","PO",16,6,1,1,0,6,5
"F","D","PO",40,2,0,1,3,13,4
"M","C","PO",23,1,1,1,1,6,4
"M","B","IC",31,0,0,0,1,15,3
"M","A","CJ",29,0,3,0,0,15,2
"F","A","IC",37,0,0,2,1,9,3
"F","A","ST",27,1,1,1,0,0,2
"F","A","PO",28,1,2,0,2,1,3
"M","C","CJ",18,5,3,2,1,10,5
"M","A","EY",46,0,0,0,1,6,3
"F","B","AZ",38,0,1,2,3,12,1
"F","C","PO",42,0,0,2,3,41,4
"M","A","PO",20,1,0,1,6,6,3
"F","A","AZ",30,0,1,1,0,7,4
"F","C","AZ",34,0,2,2,3,11,5
"M","C","PO",17,4,2,2,2,4,5
"M","B","PO",23,1,1,1,4,5,5
"M","A","CJ",25,1,0,2,0,17,5
"M","C","PO",22,1,0,2,5,5,3
"F","C","ST",32,0,0,1,4,20,4
"F","B","IC",25,0,0,1,2,7,4
"F","B","IC",16,0,1,1,3,6,3
"M","B","PO",24,0,0,0,2,10,3
"F","A","EY",43,1,0,1,0,1,2
"F","A","CJ",17,1,1,1,0,5,5
"M","B","CJ",15,3,0,1,3,11,3
"M","C","CB",16,2,1,1,6,10,5
"F","C","EY",19,1,0,0,0,1,3
"M","B","AZ",35,1,0,0,1,25,3
"M","A","PO",18,0,0,2,5,15,4
"F","C","CJ",20,0,0,0,6,6,5
"F","B","AZ",23,3,0,0,2,12,4
"M","A","PO",38,1,0,2,3,7,3
"F","C","CB",43,0,1,0,2,21,4
"M","B","AZ",20,1,2,0,1,6,4
"F","A","IC",26,2,2,0,0,3,3
"F","B","ST",15,1,2,3,0,5,5
"F","C","ST",46,1,2,0,0,7,3
"F","C","AZ",20,3,0,2,2,9,5
"M","B","CJ",17,3,0,4,2,8,5
"F","A","PO",33,1,2,0,0,3,3
"F","C","CJ",29,2,0,2,2,9,5
"M","B","IC",16,0,4,3,6,2,4
"F","B","CB",17,2,2,2,2,2,3
"M","C","PO",16,2,1,2,4,31,5
"F","A","PO",18,1,0,2,3,2,3
"F","A","PO",45,0,2,0,4,25,3
"M","B","PO",31,2,2,1,5,16,3
"F","B","EY",16,0,0,2,8,2,4
"F","B","EY",19,0,2,2,6,1,4
"F","A","AZ",30,0,0,2,0,4,3
"F","A","AZ",28,0,0,0,1,2,3
"F","C","IC",37,0,0,0,3,10,3
"M","B","EY",32,0,0,0,6,21,4
"F","A","AZ",25,1,0,1,3,3,3
"F","B","ST",43,1,0,0,1,6,3
"F","B","PO",19,1,2,1,1,7,4
"M","A","CJ",43,1,1,0,2,20,4
"M","B","CB",22,0,0,1,1,3,3
"F","B","AZ",17,3,1,3,1,7,5
"F","B","CJ",43,1,1,4,3,26,5
"F","C","CB",35,1,0,0,2,14,3
"M","B","EY",16,2,1,0,0,10,5
"F","C","EY",16,1,1,0,0,2,3
"M","A","AZ",44,1,0,2,4,12,4
"F","A","IC",31,0,0,0,2,6,4
"M","A","CB",31,2,1,3,4,8,5
"F","B","IC",25,1,2,0,0,2,1
"M","A","AZ",42,2,0,4,2,40,5
"M","D","PO",16,5,1,1,1,5,5
"M","B","IC",19,2,2,4,1,11,5
"F","C","PO",16,2,1,1,0,14,5
"F","B","AZ",20,3,2,2,1,24,5
"M","A","PO",24,2,1,1,1,6,5
"M","B","PO",21,1,0,1,4,3,3
"M","A","EY",27,2,1,2,2,18,5
"F","D","AZ",36,0,0,2,2,9,3
"M","C","EY",17,4,1,1,2,1,3
"F","C","PO",20,0,1,1,4,4,4
"F","C","CJ",31,0,1,1,3,14,5
"M","B","CB",15,1,0,0,2,3,3
"F","A","AZ",34,1,1,0,1,10,2
"F","A","AZ",28,1,1,1,0,3,3
"M","B","AZ",17,3,2,5,3,10,5
"F","A","ST",27,1,0,0,2,1,2
"M","C","AZ",63,2,0,4,0,34,5
"F","D","AZ",19,1,0,1,1,7,4
"F","B","PO",19,3,1,0,2,2,3
"M","A","PO",22,1,1,2,3,5,5
"M","B","ST",20,3,2,0,0,6,3
"F","C","IC",16,1,0,2,0,5,5
"F","C","AZ",37,2,1,4,2,33,5
"F","A","CJ",15,0,0,2,3,7,3
"M","B","PO",26,0,0,2,1,17,5
"M","B","CJ",16,2,1,1,0,9,5
"M","A","ST",22,2,1,1,5,6,4
"F","A","AZ",29,1,0,0,1,1,3
"M","B","CB",51,1,0,0,1,31,3
"M","C","PO",21,4,2,2,2,7,5
"M","A","CB",26,2,0,3,2,9,4
"M","A","EY",17,1,3,0,3,7,4
"F","D","PO",35,1,1,1,1,7,1
"F","B","CB",19,2,1,1,4,6,4
"M","A","PO",28,0,0,2,2,11,5
"F","A","AZ",29,0,0,0,1,5,3
"F","B","PO",15,1,0,4,2,4,6
"F","A","AZ",27,0,1,0,1,7,3
"F","B","ST",17,2,0,1,4,1,3
"M","B","CB",25,3,0,1,0,17,5
"F","A","AZ",33,1,0,0,0,12,3
"F","B","CB",18,1,0,2,4,1,3
"F","A","PO",41,1,2,0,1,10,3
"F","C","IC",24,0,0,4,4,9,4
"F","A","PO",19,5,2,0,0,9,4
"M","C","PO",17,2,1,6,2,5,5
"F","A","CB",28,1,1,0,1,3,3
"F","A","PO",18,4,2,6,2,8,5
"F","A","CJ",30,1,2,2,0,9,3
"F","C","CB",17,1,2,2,4,2,4
"M","D","AZ",32,0,0,2,3,8,3
"F","A","PO",27,3,2,0,1,12,2
"M","A","ST",18,2,0,0,2,14,4
"F","C","EY",26,1,2,0,1,1,2
"M","A","CJ",22,0,0,1,1,4,3
"F","C","AZ",33,1,3,3,6,13,3
"M","B","IC",15,3,3,2,5,7,4
"M","C","EY",19,0,0,1,5,5,4
"M","A","ST",32,3,0,2,0,19,5
"F","C","PO",16,3,1,5,4,6,5
"F","A","AZ",19,2,0,0,2,3,3
"M","D","PO",23,1,2,4,2,22,5
"F","D","PO",15,0,1,3,4,6,5
"M","A","CB",29,1,1,1,3,10,5
"F","D","CB",15,1,1,2,1,5,4
"M","B","IC",34,0,1,1,3,14,3
"M","C","CB",22,1,0,0,3,2,4
"F","B","AZ",15,1,1,2,1,5,5
"F","C","PO",25,2,2,0,3,11,4
"M","A","PO",45,2,2,6,4,15,5
"F","A","AZ",16,1,3,2,3,4,4
"F","A","PO",19,2,1,1,5,6,3
"F","B","PO",20,1,0,6,4,8,5
"F","B","IC",39,2,1,0,1,24,3
"F","B","CB",15,1,0,5,4,4,5
"M","C","EY",20,3,3,4,3,5,5
"F","A","PO",28,0,0,1,3,19,3
"M","A","EY",19,2,0,1,6,8,3
"F","B","PO",22,2,0,3,3,8,4
"F","B","PO",43,0,1,0,1,18,3
"M","B","ST",21,1,0,0,2,3,4
"F","B","EY",43,2,0,1,3,8,5
"F","B","PO",21,2,0,2,2,11,5
"F","D","IC",20,0,2,0,3,11,3
"M","B","AZ",40,0,0,3,0,11,5
"F","C","ST",20,0,1,0,0,6,5
"F","A","AZ",33,0,1,0,0,4,2
"M","A","IC",61,0,2,1,0,31,3
"F","A","IC",28,0,0,0,0,4,3
"F","A","AZ",58,2,1,1,0,18,2
"F","A","EY",25,3,4,3,1,2,1
"F","A","PO",24,0,0,0,5,4,4
"M","C","IC",20,3,0,1,1,19,5
"M","C","AZ",20,4,1,1,0,14,5
"F","B","AZ",15,0,1,1,6,1,4
"M","B","CB",18,1,0,3,1,7,5
"M","B","PO",20,4,1,4,4,4,5
"F","B","AZ",24,1,1,0,1,9,4
"M","A","AZ",15,3,0,3,4,38,5
"F","A","CJ",23,0,2,1,1,13,3
"M","A","AZ",20,2,1,0,2,3,3
"F","A","AZ",18,3,1,5,4,6,5
"F","B","PO",26,0,0,0,0,5,5
"F","B","IC",15,1,3,3,6,1,4
"F","C","AZ",22,1,0,4,3,11,5
"M","D","AZ",21,1,2,2,2,3,4
"F","B","CB",18,0,0,0,4,2,4
"F","B","IC",22,3,1,1,1,7,3
"M","B","AZ",27,1,0,2,3,7,4
"F","C","PO",16,2,0,1,1,9,5
"F","C","IC",33,1,1,0,0,6,4
"F","A","AZ",22,0,1,0,1,5,3
"M","C","CJ",19,1,0,1,2,6,4
"F","B","AZ",27,1,0,1,0,6,1
"M","A","CB",23,2,0,0,4,10,4
"F","B","IC",24,0,1,0,4,36,4
"F","B","ST",18,1,3,4,4,2,4
"F","B","IC",33,2,0,0,3,10,4
"M","B","IC",29,2,3,0,3,8,3
"M","A","AZ",27,1,1,1,1,1,3
"F","A","AZ",22,0,0,0,2,3,3
"M","B","CJ",41,2,2,1,0,17,2
"M","B","ST",23,2,0,3,5,8,3
"F","C","PO",22,2,1,2,0,17,5
"F","A","AZ",17,0,0,0,2,8,3
"F","B","AZ",26,0,1,1,5,15,3
"F","C","CB",20,0,3,1,1,7,3
"F","B","PO",16,5,0,5,2,4,5
"M","C","EY",16,2,0,3,2,5,5
"F","B","IC",16,4,3,0,3,2,4
"M","B","AZ",16,1,1,0,0,4,4
"F","B","PO",17,1,2,2,1,12,5
"M","B","CB",19,0,0,1,2,4,3
"F","A","AZ",27,0,1,1,1,7,3
"M","B","AZ",17,4,1,3,3,13,5
"M","A","PO",44,2,0,0,0,11,4
"F","B","EY",16,3,1,1,1,2,3
"M","B","CB",15,3,1,0,1,10,3
"M","C","PO",48,2,0,2,2,16,5
"M","A","CB",23,3,1,1,1,5,5
"M","C","CJ",32,3,0,1,2,22,5
"F","B","PO",18,4,1,2,0,5,5
"F","B","CJ",16,3,0,3,2,7,5
"M","B","EY",18,1,1,3,2,4,5
"F","B","CB",30,5,3,2,2,13,5
"F","B","AZ",25,4,0,5,2,4,5
"M","B","PO",19,2,0,4,4,28,5
"F","B","IC",22,0,1,1,3,6,3
"F","C","IC",32,2,1,1,0,7,4
"M","C","AZ",61,1,1,3,5,37,4
"F","B","PO",17,0,1,0,1,1,4
"M","B","PO",26,1,2,1,3,9,3
"F","A","PO",26,0,2,0,2,2,3
"F","B","PO",20,1,1,2,1,15,5
"F","A","AZ",30,2,0,2,3,5,4
"F","A","IC",26,0,0,2,0,1,3
"M","A","CB",20,2,0,1,3,13,3
"M","A","PO",34,0,0,3,4,37,4
"F","D","AZ",30,0,0,1,0,5,4
"F","B","PO",35,4,3,5,4,13,5
"F","A","PO",41,2,0,0,0,5,3
"F","C","IC",26,0,0,0,0,1,2
"F","A","PO",19,1,2,3,3,13,5
"M","B","AZ",23,0,2,2,1,6,5
"F","B","PO",15,0,4,3,5,1,3
"M","B","PO",29,2,0,1,0,5,5
"M","A","EY",22,0,0,2,3,4,3
"M","A","EY",28,1,1,0,0,3,4
"F","C","PO",31,3,1,2,3,8,5
"F","B","EY",39,4,2,4,1,33,5
"M","C","PO",22,1,2,2,2,6,5
"M","D","EY",15,0,0,1,1,1,3
"M","A","IC",40,3,3,1,1,2,5
"F","B","PO",25,6,2,2,0,5,5
"F","A","PO",21,1,2,1,7,4,4
"F","A","CB",34,2,0,1,0,13,5
"M","B","CJ",16,3,0,0,2,1,4
"M","B","EY",19,1,2,1,3,7,3
"F","C","EY",34,0,3,4,4,14,5
"M","B","PO",45,1,0,1,4,23,5
"M","A","CJ",16,3,0,1,2,9,3
"F","A","AZ",32,2,0,0,1,7,2
"F","A","CB",17,0,2,2,5,4,4
"F","A","CB",22,0,0,3,3,7,3
"F","B","AZ",15,4,2,0,1,4,4
"F","B","PO",16,0,1,0,2,14,3
"F","C","AZ",26,4,3,1,0,0,1
"M","B","EY",24,1,0,5,1,11,6
"F","C","PO",29,1,1,0,3,10,3
"M","B","CB",17,0,1,1,1,1,4
"M","C","PO",21,1,1,1,2,9,3
"F","D","CB",41,0,1,2,5,25,4
"F","D","PO",21,2,3,0,2,1,4
"M","A","EY",19,1,5,2,6,1,3
"F","C","AZ",16,1,2,0,1,7,5
"M","B","CB",15,1,0,2,5,1,4
"F","A","PO",28,2,1,1,0,2,3
"F","B","PO",28,1,1,2,3,20,4
"F","B","EY",16,0,1,1,1,3,4
"F","A","AZ",25,1,1,0,1,5,2
"F","B","EY",17,0,1,0,0,2,3
"F","B","PO",17,1,1,2,6,7,3
"M","B","PO",17,1,0,4,2,7,5
"F","B","EY",26,1,2,3,6,4,3
"M","B","IC",18,1,0,0,4,2,4
"F","A","AZ",17,1,0,2,5,1,3
"F","B","AZ",15,0,1,0,3,6,3
"M","D","CB",21,0,1,1,3,1,3
"F","B","AZ",20,0,4,0,3,3,4
"F","A","CB",15,1,2,0,2,1,3
"M","A","AZ",20,0,1,2,1,11,5
"F","A","CB",20,2,1,0,4,10,4
"F","B","AZ",16,0,1,1,2,3,4
"F","B","PO",31,0,0,3,2,11,5
"M","A","EY",16,1,1,1,1,8,3
"F","D","ST",27,0,1,2,1,1,3
"M","B","PO",15,3,0,1,2,1,3
"F","C","AZ",27,1,0,2,3,6,3
"M","D","IC",24,1,0,1,3,6,3
"M","A","CB",34,0,0,0,1,21,4
"M","B","CB",15,0,0,2,2,5,5
"F","A","EY",22,2,0,1,2,11,3
"F","A","AZ",18,0,3,2,2,6,5
"F","A","CJ",30,1,0,2,5,4,4
"F","B","AZ",20,0,1,1,1,2,4
"M","A","CB",17,2,2,1,2,5,5
"F","B","EY",25,0,1,0,3,9,3
"F","A","PO",18,1,0,3,3,6,5
"F","A","PO",21,0,3,0,2,3,3
"F","B","CB",18,1,2,1,4,2,3
"F","D","IC",18,0,0,1,3,12,3
"M","B","EY",41,0,0,1,4,10,4
"M","A","PO",23,1,1,0,2,3,3
"M","B","PO",17,0,2,3,1,4,5
"M","B","PO",19,2,0,8,4,5,5
"F","B","CJ",15,2,2,3,2,3,3
"F","B","EY",18,0,2,2,7,1,3
"M","B","PO",20,0,2,3,3,17,5
"F","C","CB",15,0,0,3,3,4,4
"M","A","IC",26,1,2,1,0,1,1
"M","B","AZ",22,2,0,3,0,6,5
"F","A","EY",18,2,0,0,0,2,4
"F","D","PO",17,1,3,6,5,14,5
"F","B","EY",21,1,1,1,0,7,4
"M","C","CJ",17,3,0,1,5,1,5
"F","A","IC",26,1,2,1,2,0,3
"M","C","ST",15,2,0,0,1,2,4
"F","D","IC",21,1,2,1,3,6,3
"M","C","CB",15,2,0,5,3,4,5
"M","D","AZ",29,1,1,1,1,1,4
"F","A","EY",40,1,3,2,6,9,3
"F","B","ST",17,1,0,1,2,3,5
"M","B","PO",43,0,1,7,2,16,5
"F","B","IC",15,2,2,0,1,3,3
"M","A","EY",19,2,3,1,4,3,3
"M","B","CB",40,1,0,2,3,6,3
"F","B","AZ",21,3,0,3,1,6,5
"F","A","PO",15,1,0,3,3,12,5
"F","B","AZ",25,1,1,0,2,1,3
"F","B","EY",25,1,1,2,3,2,3
"M","C","AZ",16,1,3,2,3,7,4
"F","A","IC",25,0,0,2,3,2,3
"F","A","AZ",26,4,1,2,2,10,2
"M","D","PO",47,2,0,1,3,25,3
"F","A","IC",38,1,1,1,1,12,4
"M","C","ST",17,3,0,1,0,11,5
"F","B","PO",16,0,1,0,4,1,4
"F","A","EY",27,2,0,2,0,17,5
"M","B","PO",18,0,0,0,2,4,5
"F","C","ST",39,1,3,0,0,10,3
"F","C","CB",31,2,1,0,0,2,3
"F","A","CB",22,1,1,0,2,7,3
"F","B","EY",23,3,0,1,4,12,4
"M","B","CB",24,1,1,0,3,13,4
"F","A","AZ",15,0,1,0,2,14,3
