"Var1","Var2","Var4","Var9","Var10"
"F","B",36,5,5
"F","A",35,11,2
"F","B",29,19,5
"M","C",23,9,5
"M","B",25,1,2
"F","C",34,7,5
"F","B",18,5,3
"M","C",22,6,4
"M","B",28,3,3
"F","A",40,2,4
"F","A",20,6,3
"F","C",30,4,3
"M","B",17,28,5
"F","B",40,7,5
"F","B",15,13,5
"F","A",47,15,3
"F","B",18,15,3
"M","A",29,0,3
"M","A",15,3,3
"M","B",32,12,3
"M","B",22,6,3
"F","B",22,8,3
"F","C",21,5,5
"M","A",16,1,4
"M","B",24,13,4
"F","C",51,31,5
"M","A",19,8,4
"F","B",18,4,5
"M","C",27,12,5
"F","A",21,4,3
"F","B",47,25,3
"M","B",16,4,3
"M","A",21,5,4
"F","A",25,1,3
"M","A",21,15,5
"F","C",20,7,3
"F","C",32,1,1
"M","B",18,1,3
"F","C",17,8,5
"F","A",29,7,4
"M","A",18,5,4
"F","B",31,20,3
"F","A",30,33,3
"F","B",17,3,4
"F","B",18,4,3
"F","A",28,18,4
"M","A",20,4,3
"M","C",23,5,5
"M","D",19,2,4
"F","A",17,2,4
"M","B",85,49,3
"F","B",19,3,4
"F","A",15,4,5
"M","B",15,5,3
"F","B",39,8,1
"M","A",23,5,5
"F","A",19,3,4
"F","B",18,6,4
"F","B",29,16,3
"F","A",19,1,4
"F","A",16,3,3
"M","B",32,5,3
"F","B",30,21,5
"F","A",15,2,3
"F","C",17,5,3
"F","B",19,14,3
"F","B",15,4,5
"F","A",16,4,5
"F","D",29,2,2
"M","A",18,2,3
"M","A",21,10,4
"F","B",17,3,4
"M","B",20,7,5
"F","B",35,9,4
"M","B",15,4,3
"F","A",17,20,3
"M","C",25,10,5
"M","A",15,11,3
"F","A",29,5,3
"M","B",17,5,5
"F","A",15,3,4
"F","B",22,12,5
"F","C",33,8,2
"F","A",21,11,4
"M","A",60,17,3
"M","B",22,10,5
"F","C",18,4,3
"F","C",16,2,4
"M","D",21,5,5
"F","B",34,13,4
"M","B",23,9,3
"F","A",33,40,5
"F","C",19,4,5
"F","B",28,11,4
"F","B",48,9,3
"M","B",18,9,5
"F","C",35,3,4
"F","D",27,15,5
"F","C",34,8,5
"F","A",17,12,3
"F","B",18,2,4
"F","A",15,1,4
"F","B",17,2,4
"F","B",18,9,4
"M","B",27,15,5
"F","A",24,3,3
"F","B",15,2,4
"M","A",25,11,4
"M","B",28,12,4
"F","A",18,8,5
"F","A",16,4,3
"F","B",17,1,4
"M","B",16,3,3
"F","A",19,7,5
"F","B",21,12,5
"F","B",25,5,4
"M","A",23,6,3
"M","D",26,4,5
"F","A",38,13,3
"M","A",27,3,3
"M","A",22,3,4
"F","A",31,0,3
"M","A",32,1,3
"F","B",22,8,4
"F","B",25,2,3
"F","B",19,3,3
"F","B",28,10,2
"M","C",32,17,4
"F","C",40,6,3
"M","C",23,10,5
"M","A",20,6,5
"F","A",23,4,3
"F","C",27,3,3
"M","C",49,28,5
"M","B",16,2,3
"M","A",15,1,3
"F","A",16,4,5
"M","A",22,3,3
"F","B",18,2,3
"M","A",25,5,3
"F","B",15,11,4
"M","B",25,5,3
"F","A",25,9,3
"M","A",16,1,4
"F","A",33,21,5
"M","C",39,6,5
"M","C",16,5,5
"F","B",34,14,3
"F","A",25,3,3
"F","A",40,2,3
"F","B",33,8,3
"F","B",19,11,5
"F","A",23,21,5
"M","B",17,4,5
"F","A",30,22,2
"M","C",27,4,4
"M","C",15,2,4
"F","B",33,28,3
"F","A",26,3,3
"F","C",28,8,5
"M","A",15,4,5
"F","B",18,2,3
"F","C",32,3,5
"M","A",27,3,3
"M","B",17,5,4
"M","B",27,10,4
"F","B",20,2,4
"M","C",26,9,3
"M","A",39,27,5
"M","C",20,5,5
"F","A",37,16,3
"M","B",17,10,4
"F","A",48,14,3
"M","A",25,2,1
"M","A",16,1,3
"M","B",16,2,3
"F","B",33,10,4
"M","D",18,21,5
"F","B",18,14,3
"M","B",18,3,4
"M","B",27,4,4
"F","A",16,3,4
"F","B",17,3,3
"F","C",15,2,3
"F","A",38,1,4
"F","C",30,3,3
"F","B",26,7,4
"M","A",25,9,5
"M","B",16,3,3
"F","C",59,39,4
"M","A",17,3,3
"F","B",16,5,4
"F","B",19,5,4
"M","B",25,5,5
"F","A",27,1,2
"M","C",32,9,5
"F","B",24,1,4
"F","B",32,14,5
"M","C",20,5,5
"F","C",20,12,4
"F","A",15,10,5
"F","B",31,3,2
"F","A",32,1,1
"F","A",32,11,3
"F","A",54,13,3
"F","B",18,2,3
"F","D",18,6,4
"M","D",38,5,5
"F","B",45,7,2
"M","B",33,26,5
"F","C",25,13,6
"F","C",20,8,5
"F","B",22,2,4
"F","A",25,6,2
"F","B",18,4,3
"M","B",21,6,5
"F","D",17,5,5
"F","A",32,1,3
"M","A",24,24,5
"M","C",15,4,5
"F","C",16,4,5
"F","B",24,7,5
"F","C",19,1,3
"M","A",19,16,4
"F","A",17,11,5
"F","C",25,4,5
"F","B",15,4,3
"F","A",32,3,3
"M","A",16,1,3
"F","B",18,2,3
"M","B",30,5,5
"M","C",24,4,5
"M","C",20,9,5
"M","A",34,2,3
"F","B",15,1,3
"M","C",15,10,5
"F","C",15,4,4
"F","A",26,3,1
"F","A",23,1,3
"M","C",16,11,5
"F","B",18,1,4
"F","C",25,4,5
"F","B",25,1,3
"F","C",17,4,4
"M","B",42,14,5
"F","A",28,2,4
"F","C",26,4,1
"F","A",28,3,2
"F","B",41,11,3
"M","B",18,13,5
"F","A",21,14,5
"M","A",29,6,2
"M","B",20,6,3
"F","D",22,5,5
"F","A",42,4,2
"F","A",39,1,1
"F","A",17,1,3
"M","B",15,8,6
"M","B",16,2,3
"M","A",23,13,3
"F","C",15,1,4
"F","B",32,5,5
"F","A",31,3,2
"F","B",27,4,5
"M","B",46,18,3
"F","B",16,3,4
"M","A",26,7,3
"F","B",29,13,4
"M","B",23,2,4
"M","B",26,13,5
"F","B",18,2,3
"F","A",16,1,3
"F","A",35,10,3
"F","D",24,9,4
"F","A",18,7,5
"M","C",22,9,3
"F","C",20,7,5
"M","B",20,2,3
"F","A",33,18,4
"F","A",28,3,3
"M","C",24,20,5
"M","C",21,11,5
"M","B",22,11,3
"F","B",18,3,4
"M","B",31,9,5
"F","A",36,7,3
"M","B",30,3,1
"F","A",26,9,3
"F","B",39,3,5
"F","A",26,3,4
"M","A",34,33,5
"F","A",25,12,5
"M","C",19,7,4
"F","B",30,12,4
"F","B",15,14,3
"M","B",43,57,5
"F","B",23,3,3
"M","A",24,4,5
"F","B",19,5,5
"F","B",26,5,4
"M","B",17,9,4
"F","C",33,0,3
"M","A",16,3,4
"F","A",28,3,3
"F","C",53,37,5
"M","B",15,9,5
"F","C",30,6,3
"F","B",32,5,1
"F","D",27,2,2
"F","B",36,2,2
"F","B",18,4,3
"F","A",39,7,3
"F","C",35,20,4
"M","A",29,1,2
"F","B",23,12,4
"F","C",33,6,3
"M","C",15,2,3
"F","B",32,29,3
"M","A",20,11,5
"M","A",21,11,5
"M","C",18,8,5
"M","A",17,5,5
"M","B",26,0,3
"F","A",28,1,3
"F","A",37,21,3
"F","B",35,5,5
"M","A",26,11,3
"M","B",34,25,4
"F","B",31,14,3
"M","A",19,5,4
"F","A",39,1,3
"F","B",29,7,4
"F","A",21,7,3
"F","B",34,10,3
"M","B",16,3,4
"F","B",18,6,5
"F","A",23,27,5
"F","A",31,9,3
"F","A",29,1,2
"F","A",42,4,2
"F","B",24,3,3
"M","C",37,10,3
"F","B",26,13,4
"F","A",20,18,3
"M","D",16,18,5
"F","C",39,1,1
"F","A",26,17,3
"F","B",30,1,4
"F","A",16,1,4
"M","B",39,3,3
"F","B",18,7,4
"M","C",19,16,5
"F","B",34,22,5
"M","C",21,7,5
"F","D",28,12,3
"M","B",16,4,5
"F","A",37,11,4
"M","B",27,26,5
"M","C",35,18,4
"F","B",16,2,4
"F","A",24,15,4
"M","B",17,1,3
"M","C",15,4,5
"F","D",16,2,3
"M","B",27,1,3
"M","B",27,11,4
"F","B",15,1,3
"F","A",21,1,3
"F","D",15,4,4
"F","A",28,2,3
"M","C",27,7,4
"M","B",19,2,4
"M","B",37,11,3
"M","C",31,28,5
"F","B",18,4,3
"M","A",22,13,3
"M","B",15,1,4
"F","B",39,11,4
"F","B",21,5,5
"F","B",15,4,4
"F","B",27,11,4
"F","C",24,5,4
"F","A",23,4,4
"F","C",32,3,3
"M","B",33,16,5
"F","C",25,3,3
"M","B",18,2,4
"F","B",28,1,3
"F","B",31,11,4
"M","B",22,17,5
"F","C",18,11,5
"F","C",35,10,4
"F","C",20,17,5
"M","D",36,4,5
"F","C",29,14,4
"F","B",21,7,3
"F","B",16,3,3
"F","A",27,1,3
"M","C",26,1,2
"F","C",15,4,3
"F","A",32,1,3
"F","B",31,12,4
"M","C",17,8,3
"F","A",27,1,3
"M","B",16,2,3
"F","C",25,9,5
"F","C",25,5,3
"F","A",28,16,5
"M","A",21,9,3
"F","A",15,3,3
"F","B",21,5,4
"M","B",19,3,4
"M","B",16,3,3
"F","A",15,4,5
"F","C",77,53,4
"F","B",25,8,3
"F","C",17,13,5
"M","B",18,3,4
"M","B",44,36,3
"M","B",19,5,5
"F","D",33,10,3
"F","B",20,5,4
"M","A",27,15,5
"F","B",21,5,4
"F","B",21,5,4
"M","B",34,22,4
"F","A",45,4,3
"F","C",16,4,5
"F","B",17,1,4
"M","B",16,6,5
"M","A",21,17,4
"F","B",17,9,4
"M","B",17,18,5
"F","B",24,1,3
"F","C",17,5,4
"F","A",32,8,3
"M","B",22,15,3
"F","C",17,3,3
"M","B",16,2,3
"F","B",24,5,4
"F","D",20,8,4
"F","B",25,5,5
"F","A",47,30,2
"F","D",15,2,5
"F","B",18,11,5
"M","A",30,4,5
"F","A",28,0,1
"F","D",15,14,4
"F","C",17,7,5
"F","B",29,1,4
"F","C",26,11,5
"M","C",39,18,3
"F","B",27,5,2
"F","B",15,6,4
"F","C",16,4,4
"F","A",26,1,3
"F","A",35,4,3
"F","B",16,6,3
"M","B",15,6,4
"F","A",16,1,3
"M","B",24,4,3
"F","A",23,2,3
"F","D",19,6,5
"M","A",18,12,5
"F","C",15,7,5
"M","B",16,3,3
"F","A",50,28,4
"F","C",15,5,5
"F","B",15,2,3
"F","B",46,2,3
"F","C",18,13,3
"F","A",25,7,3
"F","B",16,2,4
"F","C",34,6,5
"M","C",19,12,5
"M","C",27,6,3
"M","D",18,5,5
"M","B",40,27,5
"F","B",22,6,4
"F","A",25,3,3
"M","D",17,7,5
"F","B",24,11,3
"M","A",15,4,4
"F","B",23,12,5
"M","A",19,4,4
"F","A",33,8,3
"F","B",15,11,5
"F","A",18,7,5
"M","B",33,23,5
"F","B",15,9,5
"M","C",16,3,5
"M","B",16,5,4
"F","C",27,12,5
"F","D",15,3,3
"F","B",21,6,3
"F","B",25,2,1
"M","C",17,9,5
"M","A",33,9,3
"M","D",15,3,5
"F","C",50,12,2
"M","C",19,5,5
"F","A",27,4,2
"M","A",20,4,6
"F","A",27,9,3
"F","C",27,15,3
"M","B",19,11,5
"F","B",15,4,3
"F","A",30,16,3
"F","A",27,6,3
"F","B",27,7,4
"M","B",33,14,5
"F","B",16,4,3
"M","B",19,6,3
"M","B",19,7,4
"M","A",19,13,5
"M","A",24,3,3
"F","A",30,5,3
"M","A",18,7,5
"F","A",32,24,4
"M","B",28,10,5
"M","B",17,5,3
"F","C",17,20,5
"M","B",33,18,5
"F","A",29,5,3
"M","B",19,5,3
"M","A",20,6,4
"F","B",17,6,5
"M","A",26,6,2
"F","B",26,7,3
"M","B",28,1,3
"F","C",17,8,5
"F","A",21,1,3
"F","A",26,3,2
"F","B",17,2,3
"F","C",37,25,5
"M","A",26,21,4
"F","B",30,7,5
"M","C",21,8,3
"M","C",35,7,2
"M","B",21,2,4
"F","A",22,4,5
"M","A",31,6,3
"F","A",25,1,3
"F","B",17,7,4
"F","A",16,1,4
"F","C",34,24,2
"M","B",22,24,5
"F","C",33,2,3
"F","B",15,4,4
"F","A",37,19,2
"M","A",33,3,3
"M","B",23,9,3
"F","A",27,1,2
"F","B",18,4,3
"F","A",18,4,3
"M","D",38,15,5
"M","B",36,21,3
"F","B",18,17,5
"F","C",28,18,2
"M","B",35,10,5
"F","B",16,1,3
"F","A",18,7,5
"F","A",25,11,4
"F","B",16,4,5
"F","A",35,13,4
"M","B",16,11,5
"M","B",17,5,5
"F","B",29,10,3
"F","B",16,1,3
"F","A",29,5,3
"F","A",18,9,3
"F","A",33,17,3
"F","A",24,5,4
"F","B",15,1,3
"F","B",32,1,3
"M","A",18,4,4
"F","C",15,5,3
"M","B",21,7,5
"M","C",19,1,3
"F","C",34,1,3
"F","C",23,4,4
"M","D",42,29,5
"M","C",16,27,5
"F","B",25,7,4
"M","C",16,16,5
"F","A",19,5,5
"F","A",17,1,3
"F","B",30,14,5
"F","B",37,14,3
"M","A",23,5,4
"F","B",22,2,4
"F","D",16,1,4
"F","B",38,11,3
"F","C",25,3,3
"F","B",29,13,5
"F","B",17,16,5
"F","A",21,3,4
"F","A",44,11,3
"F","D",47,27,3
"M","A",18,11,5
"M","B",20,11,5
"F","A",25,1,4
"F","B",19,9,3
"M","B",15,4,3
"F","B",23,2,4
"M","A",61,21,5
"F","A",57,19,3
"F","B",18,1,4
"F","B",18,1,4
"F","A",15,1,3
"M","A",29,18,5
"F","A",25,1,3
"F","A",32,23,4
"M","C",22,4,3
"F","A",35,1,2
"F","A",24,17,4
"F","A",25,2,3
"F","A",18,1,3
"F","B",29,10,5
"F","A",31,15,1
"F","B",52,23,3
"F","A",25,11,4
"F","A",27,4,3
"M","B",16,16,5
"F","C",22,2,4
"M","B",19,17,5
"F","B",52,21,4
"F","C",15,1,4
"M","A",29,0,3
"F","B",15,3,3
"F","B",45,13,3
"F","B",26,14,4
"F","A",29,4,1
"F","A",29,2,3
"F","A",15,1,3
"F","A",28,1,3
"M","C",17,6,5
"F","A",29,3,3
"M","C",15,5,5
"F","A",32,1,3
"F","D",27,5,5
"M","A",31,18,5
"M","A",27,1,4
"F","A",32,10,3
"F","A",25,2,3
"F","B",15,1,3
"F","B",27,13,5
"F","A",25,0,2
"M","A",19,6,3
"M","B",17,6,3
"M","A",36,5,2
"M","B",31,9,4
"M","B",16,8,5
"F","A",40,11,4
"F","B",23,2,4
"F","B",17,6,3
"F","A",29,1,4
"M","B",31,12,3
"F","A",32,13,2
"M","B",35,19,3
"F","C",32,36,5
"M","B",15,1,3
"M","B",28,14,5
"M","B",24,7,4
"M","A",17,4,5
"M","A",31,10,5
"M","A",21,10,5
"F","C",53,6,3
"M","A",25,7,3
"F","B",19,5,5
"M","B",34,9,4
"M","C",37,25,4
"M","A",27,2,2
"F","B",15,4,4
"M","B",32,8,5
"F","B",17,2,4
"M","A",26,3,3
"F","B",20,1,4
"M","A",42,16,3
"M","B",16,1,3
"M","C",16,7,5
"F","A",27,17,3
"F","D",29,13,4
"F","A",25,9,3
"F","C",16,9,5
"M","B",18,4,3
"F","A",17,2,4
"F","B",35,10,5
"F","A",43,9,3
"M","C",15,1,3
"M","C",20,9,5
"F","B",24,4,5
"M","A",17,8,5
"M","B",54,34,3
"F","B",23,6,5
"M","B",25,5,5
"M","B",15,6,5
"F","A",48,8,3
"F","B",35,16,3
"M","B",27,12,5
"F","C",15,5,5
"M","A",37,17,4
"M","C",36,16,3
"F","B",29,17,5
"F","A",19,17,5
"F","A",19,1,4
"M","A",27,9,4
"F","A",35,6,3
"M","B",26,7,4
"F","B",20,1,4
"F","A",39,18,3
"M","D",24,4,5
"F","C",16,7,5
"F","A",26,2,4
"M","A",29,1,3
"F","A",26,1,4
"M","C",30,5,3
"F","A",26,6,3
"F","A",31,6,3
"F","A",25,6,4
"F","D",18,8,3
"M","B",21,5,3
"M","C",23,13,5
"F","A",17,4,3
"M","A",30,26,4
"F","B",16,2,4
"F","B",17,4,5
"F","A",15,6,3
"M","B",55,36,3
"F","B",39,2,4
"F","B",32,19,3
"F","B",22,6,4
"F","B",15,4,5
"M","B",22,4,4
"F","C",29,4,5
"F","B",22,13,4
"F","A",33,8,3
"F","B",27,1,3
"F","B",21,2,3
"F","C",31,6,3
"M","A",18,18,4
"F","A",27,5,4
"M","B",36,7,5
"M","C",24,3,3
"F","A",27,9,4
"F","B",16,11,5
"F","A",26,1,3
"F","A",44,3,2
"F","B",25,4,5
"F","B",32,3,3
"F","B",29,2,3
"M","B",27,4,4
"F","A",34,4,3
"F","B",24,13,3
"M","A",21,6,5
"M","D",22,9,4
"F","D",25,1,2
"M","B",16,3,3
"F","A",26,1,2
"M","C",42,11,5
"M","B",31,11,4
"F","A",36,7,2
"F","B",17,1,4
"F","B",19,4,3
"F","D",17,5,5
"F","A",57,4,2
"F","A",17,8,5
"M","C",20,4,5
"F","D",33,5,2
"M","A",34,1,3
"M","A",16,53,5
"F","B",16,9,5
"F","A",28,1,1
"F","B",18,11,3
"F","A",17,3,3
"M","B",15,4,4
"M","C",18,8,3
"M","A",24,2,3
"F","A",27,2,1
"F","A",43,6,3
"F","A",34,6,3
"F","C",27,8,2
"F","B",16,1,4
"F","B",30,11,3
"F","B",26,23,3
"M","A",29,12,1
"F","C",25,4,3
"F","D",23,9,4
"M","B",19,5,5
"F","B",24,1,3
"M","B",15,5,3
"M","A",34,16,3
"F","C",21,12,3
"F","D",32,6,5
"F","C",18,2,4
"F","C",31,8,5
"F","A",19,3,3
"M","C",16,2,3
"M","B",24,12,3
"M","B",16,3,4
"M","A",16,10,5
"F","D",18,15,3
"F","C",16,2,4
"F","A",26,1,4
"F","A",25,6,4
"F","C",32,0,4
"F","A",29,8,3
"F","B",16,1,3
"F","D",27,4,3
"F","A",25,26,3
"M","D",46,15,5
"F","B",32,5,5
"F","C",19,5,4
"F","B",22,2,5
"M","B",16,4,5
"F","A",25,3,3
"F","B",22,10,4
"F","B",23,10,3
"M","B",15,7,5
"F","B",16,3,3
"F","A",25,1,3
"M","B",20,6,5
"F","A",15,1,4
"M","B",20,10,5
"M","B",18,2,3
"F","A",22,3,4
"F","A",58,7,1
"F","C",15,8,5
"F","B",15,1,3
"F","B",19,6,3
"F","B",18,3,3
"M","B",17,2,4
"M","B",19,8,5
"F","A",26,5,5
"F","C",22,7,3
"M","A",23,16,4
"M","A",37,13,3
"F","B",15,1,3
"M","A",34,6,4
"F","A",25,6,3
"F","A",40,18,1
"M","C",21,2,4
"F","B",20,4,3
"M","B",23,11,3
"M","B",15,2,4
"F","A",31,9,3
"F","B",15,1,4
"M","D",25,12,5
"F","B",15,2,4
"F","B",15,1,4
"F","D",16,4,4
"M","B",25,32,5
"F","D",21,6,3
"F","B",15,6,3
"F","B",17,3,3
"M","A",51,16,3
"F","C",26,1,3
"M","D",47,9,5
"F","C",19,10,3
"F","A",28,1,3
"M","C",24,13,5
"M","B",36,6,4
"F","B",15,2,3
"M","C",17,9,5
"M","B",15,6,5
"F","B",32,6,4
"F","B",25,1,3
"F","A",27,2,4
"M","A",28,3,2
"F","C",34,5,3
"F","B",18,5,5
"F","C",23,9,3
"F","A",21,9,4
"M","C",17,3,4
"M","B",24,9,3
"F","C",19,4,5
"M","B",17,4,3
"M","D",41,30,3
"F","C",15,3,5
"F","A",19,6,3
"M","B",16,1,4
"M","C",17,9,4
"M","B",15,1,4
"M","B",29,11,5
"F","B",15,2,3
"M","A",27,6,4
"M","A",32,18,5
"F","B",25,9,3
"M","A",27,3,4
"M","A",31,4,3
"F","A",26,2,1
"F","C",25,1,4
"F","A",17,3,4
"F","C",19,5,5
"F","C",18,4,3
"F","C",23,5,3
"M","B",17,4,5
"F","A",35,5,2
"F","A",26,6,2
"F","B",15,3,4
"F","B",16,9,5
"F","A",26,0,3
"F","A",31,6,1
"F","C",27,1,1
"F","B",22,4,5
"F","A",22,1,4
"M","B",21,9,4
"F","A",26,5,4
"M","B",22,3,4
"M","A",38,13,5
"F","A",27,3,3
"M","A",23,3,4
"F","A",26,3,3
"M","B",19,13,5
"M","B",18,3,4
"M","A",23,15,4
"M","B",16,3,4
"M","A",23,8,3
"F","B",17,3,4
"F","B",34,4,5
"F","D",26,20,2
"F","A",23,7,3
"M","A",21,17,3
"F","C",28,9,5
"M","B",67,25,3
"M","B",15,4,5
"M","A",17,3,3
"F","A",24,8,4
"F","A",36,12,2
"F","A",29,16,5
"F","A",30,14,4
"F","D",26,3,3
"F","B",20,6,5
"F","B",33,29,4
"M","B",32,12,3
"M","B",15,6,5
"F","A",33,2,2
"F","B",30,10,4
"F","A",25,7,4
"F","A",41,8,5
"F","B",15,4,3
"F","B",19,7,4
"F","B",16,11,5
"F","C",27,5,3
"F","A",20,5,3
"F","C",15,14,3
"F","B",31,9,5
"M","B",17,24,5
"F","C",15,11,5
"M","B",39,4,5
"M","A",17,1,3
"M","B",39,20,3
"F","A",45,22,4
"F","B",27,9,4
"F","B",34,3,2
"F","A",20,8,5
"F","D",21,10,4
"F","A",26,2,4
"F","B",21,3,4
"F","C",44,6,3
"M","B",18,1,3
"M","A",18,1,3
"F","B",24,5,5
"F","D",16,2,5
"F","C",19,12,3
"M","B",24,8,4
"F","B",23,6,4
"M","A",19,1,4
"F","A",27,7,4
"F","A",30,1,2
"M","D",20,5,5
"M","C",15,12,5
"F","B",20,7,3
"F","C",19,6,5
"F","B",17,6,5
"M","A",18,4,5
"F","B",20,12,3
"F","A",17,6,3
"F","A",33,7,4
"F","B",21,9,5
"F","A",25,4,3
"F","C",15,5,5
"F","B",21,2,3
"F","A",27,1,2
"F","B",17,8,5
"F","B",18,16,3
"M","C",20,3,4
"F","A",39,2,3
"F","A",15,2,4
"F","D",15,7,3
"M","B",27,12,3
"F","A",40,22,2
"F","A",35,21,4
"M","B",19,1,4
"F","A",26,2,2
"M","B",17,2,4
"F","C",15,5,5
"M","A",21,10,5
"F","D",23,10,4
"F","C",17,6,4
"F","A",19,11,5
"M","B",25,13,4
"M","A",30,11,4
"F","B",21,7,3
"F","C",19,4,5
"M","A",24,3,3
"M","B",22,8,5
"F","A",29,9,3
"F","C",18,1,3
"F","B",15,1,4
"M","B",15,1,4
"F","B",15,1,4
"F","A",20,7,4
"F","A",40,11,3
"F","C",34,11,5
"F","A",27,2,3
"M","B",18,3,4
"F","B",49,13,5
"F","C",27,6,2
"M","C",16,3,4
"F","A",18,7,5
"F","B",33,21,3
"F","B",18,11,5
"M","B",16,1,4
"F","A",37,18,5
"M","A",82,55,5
"F","B",20,5,3
"M","C",19,5,6
"M","B",38,22,5
"F","B",26,7,3
"M","B",28,5,4
"F","A",17,2,4
"M","B",35,11,4
"F","B",16,2,4
"F","D",19,5,5
"F","B",26,9,3
"F","A",18,1,4
"F","A",17,6,4
"M","B",17,8,5
"M","C",21,13,4
"F","B",19,9,3
"F","B",19,12,3
"M","C",47,12,4
"F","D",16,2,4
"F","B",27,17,5
"M","B",15,3,4
"F","C",18,6,5
"F","B",19,8,3
"M","A",46,25,5
"M","C",18,20,5
"F","B",25,28,3
"M","A",25,10,4
"F","A",16,3,4
"M","C",22,6,5
"M","D",46,29,5
"F","B",18,1,3
"F","A",20,8,5
"M","A",25,11,4
"F","A",40,21,3
"F","D",29,20,5
"M","A",30,7,3
"M","B",22,11,5
"F","D",15,1,4
"F","A",61,39,4
"M","A",33,12,4
"F","B",15,4,3
"M","C",15,2,4
"M","B",19,1,4
"F","C",31,11,3
"F","A",25,2,3
"M","B",35,10,3
"M","A",20,3,4
"M","C",27,7,2
"F","A",29,1,1
"M","C",15,10,5
"F","A",22,2,3
"M","B",42,27,4
"F","D",15,10,5
"M","C",17,13,5
"M","B",20,4,4
"F","A",37,1,3
"F","C",21,5,5
"M","A",23,4,5
"M","C",19,10,5
"F","A",16,11,4
"F","A",26,0,5
"F","A",21,6,3
"M","A",19,1,4
"F","B",26,8,4
"F","C",23,25,5
"F","A",17,2,3
"F","B",15,12,5
"M","B",32,8,4
"F","A",26,10,2
"F","C",29,21,3
"M","D",19,7,4
"F","A",31,1,3
"F","A",23,8,3
"F","B",17,2,3
"F","B",20,11,4
"M","B",20,4,4
"F","A",15,7,5
"M","A",16,3,3
"F","A",20,2,3
"M","B",41,20,4
"F","A",16,1,3
"M","B",31,14,4
"F","A",29,6,4
"F","A",15,4,4
"F","B",20,7,3
"F","B",18,17,3
"F","A",21,3,3
"F","B",28,24,5
"F","A",26,0,3
"F","A",25,15,4
"F","B",18,4,5
"F","B",23,7,3
"F","C",16,4,4
"F","B",15,2,4
"F","B",27,8,3
"F","C",30,6,4
"F","C",15,5,5
"F","C",30,2,3
"F","C",26,1,4
"M","B",22,14,4
"M","C",19,6,4
"M","B",29,6,4
"M","C",23,17,5
"M","C",15,2,4
"M","B",18,6,3
"F","B",24,4,5
"F","B",15,11,3
"F","B",36,9,5
"M","B",36,20,5
"M","B",18,7,3
"M","B",15,4,3
"F","A",27,23,5
"M","B",18,17,5
"F","B",18,3,3
"F","A",18,1,3
"M","B",19,6,5
"M","B",18,12,5
"M","A",17,6,3
"F","A",58,3,1
"M","B",16,6,5
"F","A",25,3,2
"M","A",20,4,5
"F","A",29,2,3
"F","B",30,29,3
"F","A",40,7,3
"F","B",16,5,5
"M","A",15,4,5
"M","A",34,10,5
"F","B",17,5,4
"M","A",29,9,3
"F","C",19,2,3
"F","B",15,1,4
"F","C",16,5,5
"F","A",24,22,3
"M","A",28,2,2
"M","C",25,15,5
"M","C",27,6,5
"F","A",19,1,4
"F","B",17,1,4
"M","A",30,15,5
"F","B",20,5,3
"F","A",17,4,3
"F","C",33,1,3
"M","A",18,11,5
"F","B",21,11,4
"M","A",20,9,5
"F","C",41,3,4
"F","C",26,6,4
"M","B",16,7,3
"M","A",17,6,5
"F","A",25,12,5
"F","A",29,4,5
"M","B",48,12,5
"M","B",19,4,5
"M","A",17,5,4
"M","D",25,10,3
"M","B",23,5,3
"M","C",15,9,5
"F","B",30,20,5
"F","B",35,9,3
"M","A",17,4,3
"F","A",18,9,4
"M","D",17,3,4
"M","A",20,4,3
"F","C",19,2,4
"F","B",16,3,3
"F","A",37,2,4
"F","A",27,0,3
"M","A",15,6,5
"M","A",35,1,3
"M","B",25,3,3
"M","A",27,4,3
"M","A",32,5,3
"F","A",29,1,1
"F","B",39,15,4
"F","A",15,1,3
"F","A",51,13,3
"M","A",17,9,5
"F","A",40,22,3
"F","B",33,16,3
"F","B",19,11,4
"M","B",26,6,5
"F","B",17,7,4
"F","A",16,1,3
"F","B",64,32,4
"M","B",24,4,3
"F","B",40,8,1
"M","C",23,9,5
"F","C",16,7,5
"F","C",23,5,4
"M","B",30,10,5
"F","A",33,12,4
"F","C",35,9,3
"M","D",20,12,4
"M","D",25,7,4
"M","A",20,9,5
"F","B",40,19,5
"F","C",54,6,1
"F","B",39,21,5
"M","B",38,40,5
"F","B",29,1,3
"F","B",19,19,5
"F","A",32,5,2
"F","A",25,3,3
"F","A",22,11,4
"F","B",33,10,3
"F","A",18,7,5
"M","B",21,6,4
"M","B",19,19,5
"F","A",17,7,5
"F","A",44,5,2
"F","A",40,9,2
"F","B",16,1,3
"F","A",28,1,3
"F","B",32,4,4
"F","A",27,9,3
"M","B",28,5,4
"F","B",30,1,3
"M","A",39,28,5
"F","B",25,1,3
"F","C",32,2,3
"F","D",25,14,4
"M","B",35,7,3
"M","B",15,5,5
"F","A",22,12,4
"F","B",20,25,5
"F","A",16,3,3
"F","B",16,4,5
"F","B",16,4,5
"F","C",29,2,3
"M","A",35,24,4
"F","C",40,26,5
"F","C",31,6,5
"F","C",25,4,5
"M","C",37,3,3
"F","B",31,11,5
"M","B",33,21,5
"M","C",28,9,5
"M","B",18,20,5
"F","B",16,2,4
"M","C",39,11,3
"F","C",23,15,5
"F","C",24,5,4
"F","A",15,2,3
"M","C",58,25,5
