"가구구분코드","가구원수","취업인원수","노인가구여부","모자가구여부","맞벌이가구여부","일반가구여부","세대구분코드","배우자코드","가구주_성별코드","가구주_연령","가구주_학력코드","가구주_수학구분코드","가구주_취업여부","가구주_10차산업분류코드","가구주_7차직업분류코드","거처구분코드","자동차보유대수","입주형태코드","월세평가금액","전세보증금","월세사글세","주거용전용면적","주택소유유무","가중값","전국전체가구_1인이상소득5분위코드","전국전체가구_1인이상소득10분위코드","소득구간코드","가계지출금액","가계지출_소비지출금액","가계지출_소비지출_식료품비주류음료구입비","가계지출_소비지출_주류담배구입비","가계지출_소비지출_의류신발구입비","가계지출_소비지출_주거수도광열비","가계지출_소비지출_가정용품가사서비스이용금액","가계지출_소비지출_보건제품구입비","가계지출_소비지출_교통비","가계지출_소비지출_통신비","가계지출_소비지출_오락문화비","가계지출_소비지출_교육비","가계지출_소비지출_음식숙박비","가계지출_소비지출_기타상품서비스이용금액","가계지출_비소비지출금액","도시읍면부구분코드"
"근로자외 가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",26,"대학교(4년제 이상)","졸업","취업","교육 서비스업","전문가 및 관련 종사자","단독주택(다가구주택 포함)",1,"보증부 월세",336,50000,0,20,"없음",4316.8556,"1분위","1분위","100만원 미만",1762270,1502518,153075,1700,92800,330505,33700,198393,163067,57587,46690,180000,184560,169852,98278,"비도시"
"근로자가구",3,1,"아님","아님","아님","해당","2세대","있음(동거)","남자",49,"대학교(4년제 이상)","졸업","취업","정보통신업","전문가 및 관련 종사자","아 파 트",1,"자기집",2000,0,9e+05,84,"있음",3744.5886,"5분위","10분위","700만원 이상",9165014,6630239,421885,11148,638533,391880,12892,405267,301036,265138,50167,1646500,1423489,370925,2107560,"도시"
"근로자가구",3,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",49,"고등학교","졸업","취업","정보통신업","사무 종사자","아 파 트",1,"전세",800,170000,0,79,"있음",237.0537,"4분위","8분위","600~700만원 미만",5451128,4598239,505170,1185,133500,246652,109266,174263,392721,334880,316800,1128900,830545,120488,1404315,"도시"
"근로자외 가구",1,1,"아님","아님","아님","해당","1세대","없음","남자",47,"대학교(3년제 이하)","졸업","취업","도매 및 소매업","전문가 및 관련 종사자","아 파 트",1,"자기집",927,0,180000,59,"있음",1956.1175,"4분위","7분위","500~600만원 미만",9811593,6760634,83700,0,19670,720865,1777638,341027,598547,64813,553844,0,841000,627834,3618974,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",26,"대학교(4년제 이상)","졸업","취업","보건업 및 사회복지사업","전문가 및 관련 종사자","단독주택(다가구주택 포함)",0,"보증부 월세",424,5000,0,23,"없음",276.3007,"2분위","3분위","200~300만원 미만",1852048,1845025,102855,0,425200,468687,62375,172750,879249,44248,102667,0,602816,98100,0,"도시"
"근로자외 가구",2,0,"해당","아님","아님","아님","1세대","있음(동거)","남자",73,"중학교","졸업","비취업","기타,무직","기타,무직","연립주택",1,"자기집",196,0,50000,36,"있음",1018.2595,"2분위","4분위","200~300만원 미만",2229427,1692222,490897,41520,127363,236514,20450,314650,170650,89136,44986,0,266533,198836,70225,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",40,"대학교(4년제 이상)","중퇴","취업","정보통신업","사무 종사자","오피스텔",1,"보증부 월세",800,5000,0,59,"없음",1562.4318,"3분위","5분위","300~400만원 미만",1934255,1524445,66952,12225,59603,667753,18177,0,105891,64440,91983,0,268183,114930,663300,"도시"
"근로자외 가구",2,0,"해당","아님","아님","아님","1세대","있음(동거)","남자",75,"초등학교","졸업","비취업","기타,무직","기타,무직","아 파 트",0,"자기집",1184,0,220000,60,"있음",1567.0065,"1분위","2분위","100~200만원 미만",1257343,1132388,291557,5772,600,120129,56028,58875,26117,166640,82092,0,21500,3333,447770,"도시"
"근로자외 가구",1,0,"해당","아님","아님","아님","1세대","없음","여자",81,"초등학교","졸업","비취업","기타,무직","기타,무직","아 파 트",0,"자기집",480,0,120000,102,"있음",994.4586,"2분위","3분위","200~300만원 미만",2126546,1629306,240270,833,50000,141028,9090,339768,11500,0,261317,0,109075,150942,254954,"도시"
"근로자가구",4,1,"아님","아님","아님","해당","2세대","있음(동거)","여자",51,"중학교","졸업","취업","숙박 및 음식점업","단순노무 종사자","단독주택(다가구주택 포함)",1,"무상주택",230,0,0,94,"없음",1424.4207,"2분위","3분위","200~300만원 미만",1771602,1703962,234260,32680,45794,294240,26300,155692,97900,71986,23848,0,195333,151989,86860,"비도시"
"근로자외 가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","남자",53,"고등학교","졸업","취업","건설업","기능원 및 관련기능 종사자","단독주택(다가구주택 포함)",1,"자기집",1100,0,450000,87,"있음",3059.8593,"5분위","9분위","700만원 이상",5069235,3259256,594278,133450,147314,281422,141005,383098,541970,59431,78667,0,445923,340768,1445640,"도시"
"근로자외 가구",3,0,"아님","아님","아님","해당","2세대","있음(동거)","남자",46,"고등학교","졸업","비취업","기타,무직","기타,무직","다세대주택",1,"자기집",370,0,160000,68,"있음",520.0073,"1분위","1분위","100만원 미만",2136778,1849479,460883,7430,81496,224400,24490,127665,111521,156444,42300,0,334073,86001,344482,"도시"
"근로자외 가구",2,0,"아님","아님","아님","해당","2세대","없음","여자",21,"대학교(4년제 이상)","재학","비취업","기타,무직","기타,무직","단독주택(다가구주택 포함)",0,"보증부 월세",700,10000,0,36,"없음",570.3482,"1분위","1분위","100~200만원 미만",1801049,1626839,289059,18258,35300,685393,107291,30675,69625,36264,72491,0,96500,146161,205714,"도시"
"근로자외 가구",1,1,"해당","아님","아님","아님","1세대","없음","남자",68,"고등학교","졸업","취업","농업, 임업 및 어업","농림어업숙련 종사자","단독주택(다가구주택 포함)",1,"자기집",185,0,50000,38,"있음",254.4316,"2분위","3분위","200~300만원 미만",1051130,845118,173490,16750,8167,232545,5667,46517,257800,30450,2500,0,143100,141799,330192,"비도시"
"근로자가구",4,2,"아님","아님","아님","해당","2세대","있음(동거)","남자",44,"대학원(석사)","졸업","취업","수도, 하수 및 폐기물 처리, 원료재생업","사무 종사자","아 파 트",2,"자기집",1300,0,760000,145,"있음",504.7362,"5분위","9분위","700만원 이상",6773575,4384761,340474,82936,97290,47685,195122,869363,3323233,90800,59750,796667,517017,283612,1568308,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",40,"대학교(4년제 이상)","졸업","취업","건설업","사무 종사자","아 파 트",1,"자기집",672,0,750000,69,"있음",704.1459,"3분위","6분위","400~500만원 미만",2697838,1767788,36840,0,14913,53100,5258,310516,215833,229526,35350,302500,918125,129029,993536,"도시"
"근로자외 가구",3,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",54,"대학원(석사)","졸업","취업","예술, 스포츠 및 여가관련 서비스업","전문가 및 관련 종사자","다세대주택",1,"전세",1230,3e+05,0,76,"없음",4149.6513,"5분위","9분위","700만원 이상",3463089,2981169,547389,87525,108825,202033,6400,79833,476667,173814,70400,5e+05,502320,242553,1149103,"도시"
"근로자가구",4,1,"아님","아님","아님","해당","2세대","있음(동거)","남자",50,"고등학교","졸업","취업","공공행정, 국방 및 사회보장 행정","사무 종사자","아 파 트",1,"자기집",840,0,660000,85,"있음",756.807,"5분위","10분위","700만원 이상",5252177,3302379,590069,6888,219299,251598,179093,57417,262550,210204,112325,557333,580740,218936,3103733,"도시"
"근로자외 가구",2,0,"해당","아님","아님","아님","1세대","있음(동거)","남자",80,"중학교","졸업","비취업","기타,무직","기타,무직","단독주택(다가구주택 포함)",0,"자기집",350,0,350000,84,"있음",259.4518,"1분위","2분위","100~200만원 미만",1313409,1001957,341252,0,16667,71800,12300,41200,33917,10982,33317,0,105000,18023,202200,"도시"
"근로자가구",1,1,"해당","아님","아님","아님","1세대","없음","여자",82,"초등학교","졸업","취업","보건업 및 사회복지사업","단순노무 종사자","단독주택(다가구주택 포함)",0,"자기집",300,0,90000,92,"있음",1091.3092,"1분위","1분위","100만원 미만",1100032,896960,368207,550,0,102907,21850,194183,9400,15553,17038,0,64750,39000,130980,"비도시"
"근로자가구",3,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",37,"대학교(4년제 이상)","졸업","취업","제조업","사무 종사자","아 파 트",2,"전세",1925,450000,0,60,"없음",2949.0417,"5분위","9분위","700만원 이상",5973372,4642818,603221,20803,271388,295685,422420,191800,260156,239804,551853,1564167,331667,269777,702465,"도시"
"근로자가구",1,1,"해당","아님","아님","아님","1세대","없음","여자",69,"초등학교","졸업","취업","보건업 및 사회복지사업","서비스 종사자","연립주택",0,"자기집",300,0,3e+05,79,"있음",1368.217,"1분위","2분위","100~200만원 미만",588705,457080,200181,0,16080,106680,32633,102267,20000,52028,34697,0,22333,32450,233037,"도시"
"근로자외 가구",2,0,"해당","아님","아님","아님","1세대","있음(동거)","남자",81,"대학교(4년제 이상)","중퇴","비취업","기타,무직","기타,무직","단독주택(다가구주택 포함)",1,"자기집",380,0,530000,115,"있음",1000.6762,"2분위","4분위","300~400만원 미만",2466029,1912378,791654,1473,22667,321670,157285,152500,87225,76420,152700,0,207650,212641,565535,"도시"
"근로자외 가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",63,"대학교(3년제 이하)","졸업","취업","도매 및 소매업","판매 종사자","아 파 트",0,"자기집",950,0,530000,84,"있음",1104.5357,"3분위","5분위","300~400만원 미만",1527189,1155513,258983,3283,87875,195240,0,150000,60267,39203,37808,0,76600,80330,795933,"도시"
"근로자가구",3,1,"아님","아님","아님","해당","2세대","있음(동거)","남자",35,"대학교(4년제 이상)","졸업","취업","정보통신업","사무 종사자","아 파 트",1,"전세",1250,350000,0,60,"없음",3450.8397,"4분위","8분위","600~700만원 미만",3604002,2230272,173316,71962,66237,230865,41900,77538,319180,138352,236838,520100,429027,73147,1437360,"도시"
"근로자외 가구",2,1,"아님","아님","아님","해당","1세대","있음(동거)","남자",63,"중학교","졸업","취업","건설업","기능원 및 관련기능 종사자","단독주택(다가구주택 포함)",1,"자기집",1000,0,4e+05,132,"있음",496.9748,"4분위","7분위","500~600만원 미만",3714677,2593242,419283,700,65900,160153,143440,403164,432500,77263,40825,0,517867,187645,287255,"비도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",29,"대학교(3년제 이하)","졸업","취업","제조업","장치,기계조작 및 조립 종사자","단독주택(다가구주택 포함)",0,"전세",350,30000,0,33,"없음",401.8381,"2분위","4분위","300~400만원 미만",874202,791810,72100,0,76278,52750,2125,63900,32238,67753,9500,0,271464,60783,409750,"도시"
"근로자외 가구",4,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",36,"대학교(4년제 이상)","졸업","취업","도매 및 소매업","전문가 및 관련 종사자","아 파 트",1,"자기집",670,0,190000,98,"있음",2141.9372,"4분위","7분위","500~600만원 미만",3788582,2615400,314558,53793,91600,216870,71925,57083,409790,284123,152096,686350,553050,179706,835358,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",44,"대학교(3년제 이하)","졸업","취업","제조업","전문가 및 관련 종사자","아 파 트",2,"자기집",416,0,140000,47,"있음",2795.3739,"2분위","4분위","300~400만원 미만",3043447,1816247,103613,4917,11800,89337,7813,118015,522958,18950,137692,18028,617100,179468,446137,"비도시"
"근로자가구",6,2,"아님","아님","해당","아님","3세대이상","있음(동거)","남자",34,"대학교(4년제 이상)","졸업","취업","제조업","서비스 종사자","다세대주택",0,"보증부 월세",700,20000,0,60,"없음",1053.0645,"2분위","4분위","200~300만원 미만",2442000,2068979,491278,14665,42240,768407,23788,375870,85733,71047,6774,130000,370973,158307,100740,"도시"
"근로자가구",1,1,"해당","아님","아님","아님","1세대","없음","남자",80,"고등학교","졸업","취업","보건업 및 사회복지사업","단순노무 종사자","다세대주택",0,"자기집",450,0,140000,85,"있음",1118.3764,"1분위","2분위","100~200만원 미만",985435,870469,219947,0,31483,75822,36533,53600,34248,33670,25750,0,118400,39983,117762,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",33,"대학교(4년제 이상)","졸업","취업","보건업 및 사회복지사업","전문가 및 관련 종사자","오피스텔",0,"보증부 월세",700,35000,0,30,"없음",3072.2654,"3분위","5분위","300~400만원 미만",2811794,1960755,258381,7082,87467,368842,19475,13842,152176,32671,190433,1e+05,678760,50535,463466,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","남자",40,"고등학교","졸업","취업","제조업","사무 종사자","단독주택(다가구주택 포함)",1,"보증부 월세",430,5000,0,29,"없음",1841.5253,"3분위","6분위","400~500만원 미만",2453931,1873477,77305,129500,48633,449410,6875,30738,151196,95736,50235,613333,368933,131234,805783,"도시"
"근로자외 가구",1,0,"아님","아님","아님","해당","1세대","없음","남자",51,"고등학교","졸업","비취업","기타,무직","기타,무직","단독주택(다가구주택 포함)",0,"자기집",500,0,2e+05,76,"있음",891.3877,"3분위","5분위","300~400만원 미만",3474793,1168532,128658,52182,86333,79570,10885,36100,9233,68899,31643,0,147950,37336,1636372,"도시"
"근로자가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","남자",52,"대학교(4년제 이상)","졸업","취업","운수 및 창고업","사무 종사자","오피스텔",2,"자기집",850,0,430000,85,"있음",5109.867,"3분위","5분위","300~400만원 미만",2542597,1364509,257475,2802,41967,252206,49767,36633,234783,134216,47980,0,358960,165348,973016,"도시"
"근로자외 가구",2,0,"아님","아님","아님","해당","2세대","없음","여자",66,"중학교","졸업","비취업","기타,무직","기타,무직","아 파 트",1,"자기집",875,0,550000,65,"있음",2151.2178,"2분위","4분위","300~400만원 미만",1598672,1271809,84442,4600,55667,180474,68120,209082,289052,90896,51525,0,0,106922,110000,"도시"
"근로자외 가구",1,1,"해당","아님","아님","아님","1세대","있음(비동거)","여자",80,"무학","무학(또는 해당없음)","취업","농업, 임업 및 어업","농림어업숙련 종사자","단독주택(다가구주택 포함)",0,"자기집",200,0,14850,86,"있음",1088.7786,"1분위","1분위","100만원 미만",1067080,694660,180940,5577,24533,0,125028,251920,21475,12005,11633,0,14167,24167,86000,"비도시"
"근로자외 가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","남자",70,"중학교","졸업","취업","도매 및 소매업","판매 종사자","비거주용건물",1,"자기집",450,0,350000,132,"있음",428.8696,"4분위","8분위","500~600만원 미만",2163247,1456766,195390,8913,3333,113430,25507,175967,113608,46085,34447,0,158733,161547,893230,"도시"
"근로자외 가구",3,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",52,"고등학교","졸업","취업","도매 및 소매업","판매 종사자","아 파 트",1,"자기집",300,0,40000,38.64,"있음",284.4941,"2분위","4분위","200~300만원 미만",3072375,2709881,249940,111750,410470,95848,186213,408765,201997,119027,89059,0,355362,453239,552709,"도시"
"근로자가구",3,1,"아님","아님","아님","해당","2세대","없음","여자",45,"고등학교","졸업","취업","보건업 및 사회복지사업","전문가 및 관련 종사자","아 파 트",1,"자기집",1500,0,450000,85,"있음",1057.1457,"5분위","10분위","700만원 이상",17582299,14586047,319343,4593,518800,184200,50558,170011,7980374,191373,115725,1344800,548800,461781,3116268,"도시"
"근로자가구",2,1,"아님","아님","아님","해당","2세대","있음(비동거)","남자",51,"고등학교","졸업","취업","제조업","장치,기계조작 및 조립 종사자","단독주택(다가구주택 포함)",1,"자기집",450,0,310000,72,"있음",1314.8753,"5분위","9분위","700만원 이상",4349867,2927018,689965,4822,114183,133403,37446,742230,255032,82812,93552,0,241200,150806,1296265,"도시"
"근로자가구",4,2,"아님","아님","해당","아님","2세대","있음(동거)","남자",54,"고등학교","졸업","취업","건설업","기능원 및 관련기능 종사자","아 파 트",1,"전세",1600,6e+05,0,85,"있음",1429.397,"4분위","8분위","600~700만원 미만",4770620,4030574,483666,15617,49972,271230,53300,225782,213977,188665,273146,685000,223500,228600,678990,"도시"
"근로자가구",2,1,"아님","아님","아님","해당","2세대","없음","남자",62,"중학교","졸업","취업","운수 및 창고업","장치,기계조작 및 조립 종사자","비거주용건물",1,"자기집",850,0,218000,66,"있음",1353.4067,"4분위","7분위","500~600만원 미만",2487193,1913694,334593,227588,15633,103352,1e+05,23267,207933,169600,86174,130817,392773,471246,771335,"도시"
"근로자가구",2,1,"아님","아님","아님","해당","1세대","있음(동거)","남자",57,"고등학교","졸업","취업","사업시설관리 및 사업지원 및 임대 서비스업","단순노무 종사자","단독주택(다가구주택 포함)",2,"자기집",300,0,45600,49,"있음",1334.3394,"3분위","5분위","300~400만원 미만",2831429,2041255,529057,148288,72678,303758,34683,69095,252692,83277,21034,0,315147,145115,504510,"도시"
"근로자가구",2,2,"해당","아님","해당","아님","1세대","있음(동거)","남자",74,"중학교","졸업","취업","부동산업","단순노무 종사자","아 파 트",2,"자기집",750,0,370000,74,"있음",1092.7199,"2분위","3분위","200~300만원 미만",1471387,1420515,425397,3625,106283,210042,26022,426655,212267,36900,24293,0,146417,75898,179000,"도시"
"근로자외 가구",2,0,"해당","아님","아님","아님","1세대","있음(동거)","남자",76,"초등학교","졸업","비취업","기타,무직","기타,무직","아 파 트",1,"자기집",300,0,65000,49,"있음",960.3568,"3분위","6분위","400~500만원 미만",2351441,1988573,442870,0,156667,208213,14133,602067,123400,52359,151000,0,79500,204981,424838,"도시"
"근로자외 가구",1,0,"해당","아님","아님","아님","1세대","없음","여자",72,"초등학교","졸업","비취업","기타,무직","기타,무직","아 파 트",0,"전세",721,140000,0,59,"없음",624.5862,"1분위","2분위","100~200만원 미만",1951019,1194872,340253,2483,264500,131845,169683,216708,18250,36890,47600,0,16000,176797,984871,"도시"
"근로자외 가구",2,0,"해당","아님","아님","아님","1세대","있음(동거)","남자",93,"대학원(석사)","졸업","비취업","기타,무직","기타,무직","단독주택(다가구주택 포함)",0,"자기집",450,0,95000,83,"있음",1092.935,"1분위","1분위","100만원 미만",934928,761595,187607,5250,8333,190312,28015,236750,51000,10612,74633,0,24833,16033,0,"비도시"
"근로자외 가구",2,1,"해당","아님","아님","아님","1세대","있음(동거)","남자",87,"초등학교","졸업","취업","농업, 임업 및 어업","농림어업숙련 종사자","아 파 트",0,"자기집",450,0,72000,66,"있음",550.8716,"1분위","1분위","100~200만원 미만",1890445,1769170,287910,1240,171733,113076,95113,1163380,111689,5254,44417,0,169950,41515,100992,"비도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","남자",60,"고등학교","졸업","취업","운수 및 창고업","장치,기계조작 및 조립 종사자","연립주택",1,"보증부 월세",352,2000,0,38,"없음",394.8347,"4분위","8분위","600~700만원 미만",3087058,1315164,51438,208925,75900,453950,12367,40767,130730,68899,41358,0,268369,31158,896446,"비도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","남자",25,"대학교(4년제 이상)","졸업","취업","보건업 및 사회복지사업","전문가 및 관련 종사자","단독주택(다가구주택 포함)",0,"전세",335,90000,0,20,"없음",1951.0018,"2분위","4분위","200~300만원 미만",1598691,1195437,10475,8733,25960,331608,9548,12000,109150,33000,63972,6667,361817,17640,264360,"도시"
"근로자외 가구",1,1,"해당","아님","아님","아님","1세대","없음","남자",67,"초등학교","졸업","취업","건설업","기능원 및 관련기능 종사자","단독주택(다가구주택 포함)",1,"보증금 없는 월세",95,0,0,20,"없음",1396.5859,"1분위","1분위","100만원 미만",1019659,955717,240091,75000,54120,141922,210250,77417,141259,19500,46500,10000,49433,96043,0,"도시"
"근로자가구",3,2,"해당","아님","해당","아님","2세대","있음(동거)","남자",67,"고등학교","졸업","취업","사업시설관리 및 사업지원 및 임대 서비스업","단순노무 종사자","단독주택(다가구주택 포함)",1,"자기집",500,0,2e+05,87,"있음",96.2966,"5분위","10분위","700만원 이상",5526282,4343094,831315,5590,965504,289770,61273,127300,387634,402071,922732,28600,636940,229831,2010787,"비도시"
"근로자외 가구",3,2,"아님","아님","아님","해당","2세대","있음(동거)","여자",57,"중학교","졸업","비취업","기타,무직","기타,무직","단독주택(다가구주택 포함)",2,"자기집",1200,0,335000,165,"있음",1624.6667,"4분위","8분위","600~700만원 미만",4987332,4009053,1284079,0,97464,336233,305317,1026070,257682,193520,273146,0,787995,310158,1100427,"도시"
"근로자외 가구",1,0,"해당","아님","아님","아님","1세대","없음","여자",66,"고등학교","졸업","비취업","기타,무직","기타,무직","아 파 트",1,"보증부 월세",300,9216,0,26,"없음",971.8356,"1분위","1분위","100만원 미만",1668582,1655580,419140,19880,157255,394429,52020,0,228500,22000,67690,0,92083,94853,90167,"도시"
"근로자외 가구",2,2,"해당","아님","해당","아님","1세대","있음(동거)","남자",85,"초등학교","졸업","취업","농업, 임업 및 어업","농림어업숙련 종사자","단독주택(다가구주택 포함)",0,"자기집",80,0,22000,66,"있음",1144.126,"1분위","1분위","100만원 미만",1046017,817418,291888,558,22767,14828,56395,141702,31350,8562,2500,0,37833,15375,168360,"비도시"
"근로자외 가구",3,0,"아님","아님","아님","해당","2세대","있음(동거)","남자",36,"고등학교","졸업","비취업","기타,무직","기타,무직","다세대주택",0,"전세",650,150000,0,40,"없음",1244.4508,"1분위","1분위","100만원 미만",2540473,2315328,222477,14665,195791,148742,66052,108828,114125,46772,375608,728310,666233,890831,400084,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",49,"대학원(박사)","졸업","취업","교육 서비스업","전문가 및 관련 종사자","아 파 트",1,"무상주택",800,0,0,84,"있음",1532.2584,"2분위","4분위","200~300만원 미만",1819051,1380521,203133,0,58960,971184,27467,65605,241267,90587,30681,0,212910,131494,336538,"도시"
"근로자가구",4,1,"아님","아님","아님","해당","2세대","있음(동거)","남자",41,"대학교(4년제 이상)","졸업","취업","금융 및 보험업","사무 종사자","아 파 트",1,"자기집",1260,0,380000,84,"있음",2676.2358,"4분위","8분위","600~700만원 미만",7683569,3935092,529745,66600,131154,280473,785230,240420,211333,146328,119346,1359417,584400,398983,3762837,"도시"
"근로자외 가구",3,1,"아님","아님","아님","해당","2세대","있음(동거)","남자",66,"대학원(석사)","졸업","비취업","기타,무직","기타,무직","아 파 트",2,"자기집",1000,0,350000,140,"있음",568.1445,"1분위","2분위","100~200만원 미만",1864589,1629881,264424,900,27900,208475,108000,131907,592600,65888,96337,492500,182920,187331,357635,"도시"
"근로자외 가구",3,1,"아님","아님","아님","해당","2세대","있음(동거)","남자",53,"대학교(4년제 이상)","졸업","비취업","기타,무직","기타,무직","아 파 트",2,"자기집",650,0,185000,85,"있음",1733.538,"2분위","3분위","200~300만원 미만",2904903,2029476,296460,24402,45533,332520,5563,589833,342700,37870,41050,0,141700,101368,145300,"도시"
"근로자외 가구",4,2,"해당","아님","해당","아님","2세대","있음(동거)","남자",72,"대학교(4년제 이상)","졸업","취업","도매 및 소매업","장치,기계조작 및 조립 종사자","아 파 트",1,"자기집",1500,0,425000,84,"있음",1770.041,"4분위","8분위","600~700만원 미만",5089763,3862276,751290,8032,396998,218715,22288,164775,261600,145368,517139,40000,196300,183998,2621508,"도시"
"근로자가구",1,1,"아님","해당","아님","아님","1세대","없음","여자",41,"대학교(4년제 이상)","졸업","취업","사업시설관리 및 사업지원 및 임대 서비스업","단순노무 종사자","단독주택(다가구주택 포함)",0,"영구임대",250,5000,0,33,"없음",2220.3549,"1분위","1분위","100~200만원 미만",1332368,1203403,269658,0,16300,314077,22633,192513,57117,45333,148478,190000,52583,151741,2200,"비도시"
"근로자외 가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","남자",66,"중학교","졸업","취업","농업, 임업 및 어업","농림어업숙련 종사자","단독주택(다가구주택 포함)",1,"자기집",250,0,90000,83,"있음",480.5591,"4분위","7분위","500~600만원 미만",3080079,2665380,718607,15983,147650,177483,83140,678170,76142,77934,11300,0,308120,116649,451285,"비도시"
"근로자외 가구",1,0,"해당","아님","아님","아님","1세대","없음","여자",76,"중학교","졸업","비취업","기타,무직","기타,무직","아 파 트",0,"자기집",730,0,190000,60,"있음",517.1785,"1분위","1분위","100만원 미만",1564481,1325176,581543,0,229750,125447,40515,34125,14875,20329,15233,0,96400,33900,156667,"도시"
"근로자외 가구",1,0,"해당","아님","아님","아님","1세대","없음","여자",67,"중학교","중퇴","비취업","기타,무직","기타,무직","단독주택(다가구주택 포함)",0,"보증금 없는 월세",191,0,0,29,"없음",2048.374,"1분위","1분위","100만원 미만",879404,752178,154055,0,167,294500,8767,26145,4000,10700,44498,0,24533,18575,18333,"도시"
"근로자외 가구",3,1,"아님","해당","아님","아님","2세대","없음","여자",46,"고등학교","졸업","취업","사업시설관리 및 사업지원 및 임대 서비스업","단순노무 종사자","아 파 트",1,"무상주택",927,0,0,60,"없음",814.0888,"2분위","4분위","200~300만원 미만",3323796,1974286,292038,2500,158000,197593,30753,83900,71417,138960,21200,99833,505193,380443,1475425,"도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","남자",33,"대학교(4년제 이상)","졸업","취업","건설업","전문가 및 관련 종사자","아 파 트",0,"전세",756,220000,0,49.86,"없음",5791.7473,"3분위","5분위","300~400만원 미만",3184057,2937426,110807,73865,112463,147382,50700,348230,318950,78611,478945,0,301858,186068,579937,"도시"
"근로자가구",4,1,"아님","아님","아님","해당","2세대","있음(동거)","남자",36,"대학교(4년제 이상)","졸업","취업","제조업","전문가 및 관련 종사자","아 파 트",2,"전세",969,142158,0,104,"없음",430.7795,"5분위","10분위","700만원 이상",10772904,6639623,968970,120240,606480,346410,369520,248700,466027,46097,65500,1173333,781633,278306,5829657,"비도시"
"근로자가구",1,1,"아님","아님","아님","해당","1세대","없음","여자",30,"대학원(석사)","재학","취업","교육 서비스업","전문가 및 관련 종사자","아 파 트",0,"전세",500,96500,0,50,"없음",5138.8177,"2분위","3분위","200~300만원 미만",1312216,1186033,169955,0,173033,192779,68200,103578,14500,108083,192458,650000,420302,44640,326200,"도시"
"근로자가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","남자",60,"중학교","중퇴","취업","건설업","기능원 및 관련기능 종사자","연립주택",1,"자기집",200,0,40000,58,"있음",588.2715,"4분위","8분위","600~700만원 미만",6567894,5423563,646808,5797,429117,609236,36667,779475,613775,170029,275500,0,792455,144301,943237,"비도시"
"근로자가구",3,1,"해당","아님","아님","아님","2세대","있음(동거)","남자",66,"고등학교","졸업","취업","사업시설관리 및 사업지원 및 임대 서비스업","단순노무 종사자","단독주택(다가구주택 포함)",1,"자기집",800,0,3e+05,90,"있음",316.987,"2분위","4분위","300~400만원 미만",2453310,1909039,374667,63700,35400,124138,265538,539553,186066,54694,34743,0,149817,101957,635134,"도시"
"근로자가구",2,2,"아님","아님","아님","해당","2세대","없음","남자",48,"고등학교","졸업","취업","제조업","기능원 및 관련기능 종사자","단독주택(다가구주택 포함)",0,"자기집",300,0,50000,66,"있음",1055.466,"3분위","5분위","400~500만원 미만",1988067,1561298,447010,22500,19817,151510,54750,113632,128000,71168,123800,0,317958,74538,306523,"비도시"
"근로자가구",2,2,"아님","아님","해당","아님","1세대","있음(동거)","남자",55,"대학원(석사)","졸업","취업","공공행정, 국방 및 사회보장 행정","전문가 및 관련 종사자","아 파 트",2,"자기집",420,0,650000,66,"있음",1206.4264,"5분위","9분위","700만원 이상",4201643,1578044,352246,89343,93500,237882,16205,69598,139010,82708,93028,0,110000,209606,1776513,"도시"
"근로자외 가구",2,0,"해당","아님","아님","아님","1세대","있음(동거)","남자",78,"대학교(3년제 이하)","졸업","비취업","기타,무직","기타,무직","단독주택(다가구주택 포함)",1,"자기집",350,0,3e+05,74,"있음",1765.2108,"1분위","2분위","100~200만원 미만",1426785,1191331,257617,1467,14667,108687,1100,708714,103500,50751,234177,0,310700,24224,91100,"도시"
